,A. 도시명,B. 업종전체,가구점,가스충전소,가전제품수리점,가전제품판매점,간이주점,간판광고물업,감정평가사,건강보조식품가게,건어물가게,건축사,결혼상담소,곡물가게,공부방,공인노무사,공인회계사,과일가게,교습학원,구내식당,기술및직업훈련학원,기술사,기타 일반의원,기타외국식전문점,기타음식점,꽃가게,내과ㆍ소아과 의원,노래방,담배가게,당구장,독서실,동물병원,목욕탕,문구점,미용실,법무사,변리사,변호사,부동산중개업,분식점,사진촬영업,산부인과 의원,생선가게,서점,성형외과 의원,세무사,세탁소,슈퍼마켓,스포츠교육기관,스포츠시설운영업,스포츠용품점,시계ㆍ귀금속점,식료품가게,신경정신과 의원,신발가게,실내스크린골프점,실내장식가게,실외골프연습장,안경점,안과 의원,애완용품점,약국,여관ㆍ모텔,여행사,예술학원,예식장,옷가게,의료용품가게,이륜자동차판매점,이발소,이비인후과 의원,일반외과 의원,일식전문점,자동차수리점,자전거판매점,장난감가게,정육점,제과점,종합병원,주유소,주차장운영업,중고차판매점,중식전문점,채소가게,철물점,치과병원ㆍ의원,침구ㆍ커튼가게,커피음료점,컴퓨터판매점,통신판매업,패스트푸드점,펜션ㆍ게스트하우스,편의점,피부ㆍ비뇨기과 의원,피부관리업,피시방,한방병원ㆍ한의원,한식전문점,헬스클럽,호프전문점,화장품가게,휴대폰가게
0,합계," 2,400,922 "," 7,522 "," 1,607 "," 15,266 "," 10,098 "," 14,619 "," 12,995 "," 1,171 "," 13,535 "," 7,218 "," 9,799 "," 1,610 "," 5,036 "," 33,797 ", 912 ," 1,829 "," 11,890 "," 56,209 "," 21,918 "," 13,754 "," 1,060 "," 3,268 "," 23,847 "," 23,773 "," 23,845 "," 11,425 "," 30,421 "," 12,774 "," 18,290 "," 9,798 "," 4,087 "," 5,532 "," 9,230 "," 101,816 "," 6,469 "," 1,010 "," 7,334 "," 125,163 "," 54,294 "," 14,179 "," 1,681 "," 11,355 "," 8,320 "," 1,479 "," 12,490 "," 23,293 "," 29,585 "," 24,886 "," 7,924 "," 15,060 "," 8,170 "," 49,172 "," 1,739 "," 6,598 "," 4,895 "," 56,641 "," 2,246 "," 9,241 "," 1,663 "," 8,006 "," 22,675 "," 21,052 "," 14,239 "," 31,026 ", 900 ," 86,751 "," 7,119 "," 2,654 "," 11,888 "," 2,586 "," 4,844 "," 18,165 "," 44,047 "," 2,538 "," 3,070 "," 19,761 "," 17,201 "," 3,404 "," 10,680 "," 7,818 "," 4,803 "," 24,675 "," 11,342 "," 8,835 "," 18,255 "," 9,932 "," 61,340 "," 4,997 "," 268,382 "," 38,985 "," 13,545 "," 41,815 "," 3,915 "," 37,673 "," 10,185 "," 14,856 "," 387,597 "," 7,716 "," 33,423 "," 35,228 "," 18,161 "
1,서울특별시," 478,626 "," 1,024 ", 75 ," 2,416 "," 1,531 "," 4,726 "," 2,663 ", 255 ," 2,180 ", 750 ," 2,508 ", 439 , 657 ," 7,194 ", 399 , 837 ," 1,247 "," 10,357 "," 3,958 "," 3,083 ", 296 , 894 ," 7,251 "," 4,558 "," 4,364 "," 2,484 "," 5,775 "," 2,272 "," 3,219 "," 3,463 ", 823 , 721 ," 1,567 "," 18,023 "," 1,940 ", 712 ," 3,783 "," 31,026 "," 10,967 "," 4,617 ", 503 ," 1,451 "," 1,640 ", 723 ," 5,148 "," 4,536 "," 3,953 "," 4,599 "," 2,177 "," 1,476 "," 1,886 "," 5,512 ", 489 ," 1,340 ", 672 ," 13,765 ", 370 ," 2,063 ", 450 ," 1,308 "," 5,093 "," 1,987 "," 5,617 "," 5,506 ", 170 ," 16,080 "," 1,607 ", 461 ," 2,176 ", 686 ," 1,094 "," 5,577 "," 4,903 ", 401 , 542 ," 2,776 "," 3,588 ", 439 , 397 ," 1,755 ", 491 ," 4,878 "," 1,550 "," 1,395 "," 4,913 "," 1,300 "," 12,200 "," 1,013 "," 79,652 "," 6,322 ", 725 ," 8,004 "," 1,343 "," 7,308 "," 1,646 "," 3,701 "," 53,543 "," 1,855 "," 7,011 "," 6,721 "," 3,085 "
2,인천광역시," 122,152 ", 300 , 68 ," 1,089 ", 369 ," 1,517 ", 550 , 78 , 662 , 372 , 347 , 67 , 201 ," 1,654 ", 40 , 68 , 429 ," 2,504 "," 1,384 ", 570 , 27 , 145 , 808 , 989 , 952 , 601 ," 2,315 ", 365 ," 1,162 ", 442 , 189 , 213 , 470 ," 5,457 ", 280 , 14 , 246 ," 6,771 "," 2,577 ", 664 , 79 , 751 , 357 , 47 , 524 ," 1,240 "," 1,850 "," 1,350 ", 419 , 513 , 353 ," 2,107 ", 72 , 344 , 202 ," 3,280 ", 78 , 430 , 66 , 496 ," 1,107 ", 831 , 413 ," 1,523 ", 27 ," 4,098 ", 305 , 94 , 418 , 137 , 269 , 962 ," 2,331 ", 106 , 142 ," 1,062 ", 804 , 145 , 273 , 305 , 275 ," 1,190 ", 536 , 503 , 915 , 427 ," 3,002 ", 211 ," 17,682 "," 1,763 ", 618 ," 2,220 ", 174 ," 2,152 ", 519 , 697 ," 17,866 ", 417 ," 1,747 "," 1,434 ", 938 
3,경기도," 555,114 "," 1,916 ", 370 ," 4,486 "," 1,935 "," 2,880 "," 3,185 ", 376 ," 2,684 ", 815 ," 2,062 ", 250 , 878 ," 8,266 ", 154 , 309 ," 1,838 "," 14,937 "," 5,329 "," 3,080 ", 243 , 652 ," 4,980 "," 5,554 "," 5,502 "," 2,603 "," 7,262 "," 1,643 "," 4,696 "," 2,409 "," 1,049 ", 764 ," 2,128 "," 22,968 "," 1,220 ", 92 , 962 ," 34,954 "," 12,792 "," 3,000 ", 340 ," 1,219 "," 1,961 ", 190 ," 2,753 "," 5,353 "," 7,955 "," 6,470 "," 2,110 "," 3,160 "," 1,294 "," 8,971 ", 371 ," 1,252 "," 1,266 "," 16,807 ", 504 ," 1,989 ", 357 ," 2,425 "," 5,010 "," 3,249 "," 1,779 "," 8,555 ", 143 ," 17,611 "," 1,557 ", 452 ," 2,105 ", 651 ," 1,136 "," 3,689 "," 11,136 ", 610 , 857 ," 4,262 "," 3,983 ", 673 ," 2,165 "," 1,263 "," 1,017 "," 5,267 "," 1,987 "," 1,852 "," 4,280 "," 1,887 "," 13,011 "," 1,104 "," 78,964 "," 8,505 "," 1,815 "," 10,381 ", 823 ," 8,830 "," 2,361 "," 3,231 "," 80,225 "," 1,858 "," 6,911 "," 7,912 "," 4,037 "
4,강원도," 85,495 ", 303 , 96 , 528 , 469 , 429 , 514 , 33 , 500 , 670 , 325 , 29 , 331 , 900 , 16 , 13 , 307 ," 1,460 ", 614 , 419 , 38 , 66 , 774 ," 1,035 ", 747 , 323 , 853 , 587 , 809 , 159 , 96 , 183 , 379 ," 3,566 ", 188 , * , 117 ," 2,590 "," 1,635 ", 413 , 37 , 523 , 240 , 17 , 174 , 935 ," 1,025 ", 679 , 237 , 861 , 238 ," 2,878 ", 40 , 239 , 157 ," 1,108 ", 108 , 252 , 43 , 215 , 669 ," 1,574 ", 346 , 888 , 40 ," 3,208 ", 185 , 95 , 654 , 49 , 133 , 981 ," 1,789 ", 89 , 97 , 855 , 561 , 86 , 625 , 150 , 154 ," 1,027 ", 789 , 457 , 394 , 403 ," 2,172 ", 185 ," 3,576 "," 1,893 "," 2,292 "," 1,696 ", 58 ," 1,074 ", 431 , 366 ," 19,583 ", 221 ," 1,400 "," 1,114 ", 615 
5,대전광역시," 70,566 ", 211 , 38 , 517 , 305 , 75 , 395 , 30 , 458 , 121 , 214 , 66 , 147 ," 1,335 ", 20 , 38 , 309 ," 1,280 ", 702 , 462 , 26 , 144 , 603 , 578 , 710 , 382 ," 1,315 ", 291 , 518 , 236 , 96 , 100 , 320 ," 3,325 ", 166 , 87 , 222 ," 3,298 "," 1,985 ", 404 , 60 , 158 , 334 , 46 , 275 , 873 , 680 , 819 , 178 , 374 , 225 ," 1,390 ", 73 , 201 , 150 ," 1,864 ", 65 , 319 , 48 , 271 , 747 , 638 , 328 , 907 , 23 ," 2,812 ", 274 , 58 , 411 , 82 , 143 , 447 ," 1,425 ", 96 , 93 , 756 , 517 , 100 , 228 , 173 , 194 , 590 , 285 , 282 , 532 , 419 ," 2,235 ", 184 ," 6,431 "," 1,058 ", 19 ," 1,155 ", 112 ," 1,197 ", 326 , 523 ," 11,712 ", 251 , 965 ," 1,261 ", 645 
6,충청북도," 77,353 ", 288 , 75 , 466 , 435 , 471 , 377 , 29 , 443 , 116 , 276 , 53 , 249 , 810 , 18 , 33 , 659 ," 1,453 ", 772 , 380 , 36 , 94 , 520 , 734 , 897 , 320 ," 1,150 ", 543 , 712 , 187 , 108 , 148 , 335 ," 3,475 ", 170 , 4 , 106 ," 2,850 "," 2,248 ", 314 , 46 , 161 , 245 , 24 , 168 , 891 ," 1,000 ", 733 , 181 , 657 , 259 ," 2,288 ", 45 , 230 , 177 ," 1,290 ", 100 , 289 , 38 , 242 , 671 , 859 , 282 , 892 , 35 ," 2,981 ", 183 , 90 , 417 , 61 , 176 , 489 ," 1,821 ", 84 , 87 , 791 , 534 , 97 , 714 , 154 , 194 , 898 , 506 , 353 , 431 , 394 ," 2,062 ", 187 ," 5,085 "," 1,586 ", 382 ," 1,494 ", 77 ," 1,125 ", 341 , 406 ," 15,360 ", 269 ," 1,763 "," 1,062 ", 542 
7,충청남도," 101,287 ", 295 , 127 , 647 , 533 , 668 , 457 , 36 ," 1,247 ", 642 , 341 , 73 , 386 ," 1,148 ", 23 , 44 , 677 ," 1,854 "," 1,048 ", 511 , 29 , 103 , 668 , 991 ," 1,088 ", 440 ," 1,219 ", 589 , 820 , 240 , 182 , 200 , 441 ," 4,238 ", 217 , 5 , 140 ," 4,136 "," 2,333 ", 398 , 49 , 718 , 355 , 28 , 263 ," 1,118 "," 1,221 ", 895 , 210 ," 1,008 ", 319 ," 3,392 ", 52 , 277 , 210 ," 1,505 ", 96 , 341 , 53 , 335 , 958 ," 1,504 ", 318 ," 1,103 ", 71 ," 3,313 ", 284 , 146 , 611 , 56 , 192 , 750 ," 2,420 ", 110 , 136 ," 1,008 ", 687 , 142 , 998 , 135 , 211 ," 1,231 ", 696 , 457 , 573 , 510 ," 2,686 ", 213 ," 6,556 "," 2,051 "," 1,221 "," 2,218 ", 99 ," 1,340 ", 439 , 525 ," 19,606 ", 271 ," 1,602 "," 1,303 ", 858 
8,세종특별자치시," 12,645 ", 24 , 4 , 70 , 40 , 15 , 27 , 12 , 53 , 12 , 53 , 6 , 31 , 244 , 5 , 11 , 103 , 415 , 80 , 105 , 3 , 19 , 163 , 107 , 111 , 64 , 146 , 39 , 90 , 36 , 24 , 12 , 78 , 405 , 22 , * , 17 ," 1,330 ", 201 , 57 , 9 , 23 , 62 , 5 , 41 , 98 , 131 , 190 , 41 , 65 , 15 , 237 , 11 , 23 , 27 , 224 , 4 , 45 , 6 , 26 , 116 , 66 , 54 , 260 , 5 , 366 , 25 , 8 , 36 , 16 , 33 , 88 , 196 , 12 , 25 , 119 , 122 , 12 , 67 , 24 , 4 , 148 , 56 , 40 , 87 , 52 , 412 , 35 ," 1,250 ", 328 , 5 , 261 , 15 , 168 , 43 , 75 ," 2,086 ", 38 , 153 , 150 , 71 
9,광주광역시," 70,886 ", 217 , 38 , 448 , 347 , 193 , 438 , 37 , 400 , 179 , 234 , 77 , 115 , 741 , 28 , 37 , 286 ," 2,416 ", 401 , 496 , 35 , 128 , 383 , 996 , 767 , 334 ," 1,075 ", 300 , 492 , 375 , 104 , 180 , 296 ," 3,246 ", 221 , 11 , 213 ," 4,068 "," 1,586 ", 398 , 52 , 325 , 277 , 48 , 305 , 860 , 857 , 906 , 242 , 429 , 258 ," 1,463 ", 47 , 212 , 110 ," 1,992 ", 47 , 354 , 40 , 203 , 678 , 506 , 415 ," 1,100 ", 25 ," 3,227 ", 315 , 66 , 254 , 76 , 100 , 275 ," 1,504 ", 63 , 81 , 548 , 482 , 172 , 257 , 259 , 236 , 494 , 227 , 294 , 639 , 389 ," 1,631 ", 184 ," 6,123 "," 1,103 ", 23 ," 1,043 ", 124 ," 1,598 ", 409 , 413 ," 9,904 ", 229 ," 2,314 "," 1,170 ", 573 
