,A. 도시명,B. 업종전체,가구점,가스충전소,가전제품수리점,가전제품판매점,간이주점,간판광고물업,감정평가사,건강보조식품가게,건어물가게,건축사,결혼상담소,곡물가게,공부방,공인노무사,공인회계사,과일가게,교습학원,구내식당,기술및직업훈련학원,기술사,기타 일반의원,기타외국식전문점,기타음식점,꽃가게,내과ㆍ소아과 의원,노래방,담배가게,당구장,독서실,동물병원,목욕탕,문구점,미용실,법무사,변리사,변호사,부동산중개업,분식점,사진촬영업,산부인과 의원,생선가게,서점,성형외과 의원,세무사,세탁소,슈퍼마켓,스포츠교육기관,스포츠시설운영업,스포츠용품점,시계ㆍ귀금속점,식료품가게,신경정신과 의원,신발가게,실내스크린골프점,실내장식가게,실외골프연습장,안경점,안과 의원,애완용품점,약국,여관ㆍ모텔,여행사,예술학원,예식장,옷가게,의료용품가게,이륜자동차판매점,이발소,이비인후과 의원,일반외과 의원,일식전문점,자동차수리점,자전거판매점,장난감가게,정육점,제과점,종합병원,주유소,주차장운영업,중고차판매점,중식전문점,채소가게,철물점,치과병원ㆍ의원,침구ㆍ커튼가게,커피음료점,컴퓨터판매점,통신판매업,패스트푸드점,펜션ㆍ게스트하우스,편의점,피부ㆍ비뇨기과 의원,피부관리업,피시방,한방병원ㆍ한의원,한식전문점,헬스클럽,호프전문점,화장품가게,휴대폰가게
0,합계,"2,295,565","7,450","1,605","13,299","9,817","15,649","12,897","1,115","13,024","7,143","9,573","1,573","5,035","30,403",837,"1,815","11,615","55,710","23,279","12,320","1,001","3,175","22,738","24,291","21,192","11,297","31,179","13,386","18,530","9,884","4,018","5,606","9,284","98,822","6,396",981,"7,057","122,294","54,046","13,454","1,662","11,006","8,198","1,440","12,108","22,742","29,965","23,362","6,930","14,982","8,119","50,004","1,649","6,784","4,590","52,386","2,324","9,116","1,639","7,732","22,271","21,342","13,906","30,501",950,"86,636","6,878","2,587","11,825","2,548","4,719","17,768","43,087","2,581","2,139","19,586","16,252","3,344","10,825","7,383","4,735","23,325","10,937","8,870","17,975","10,014","52,374","4,936","223,126","36,388","11,260","39,366","3,794","33,073","10,480","14,695","378,724","7,144","34,777","34,962","17,954"
1,서울특별시,"458,980","1,015",76,"2,183","1,495","5,138","2,704",240,"2,080",752,"2,431",426,668,"6,647",378,847,"1,227","10,367","4,362","2,795",276,864,"6,994","4,826","4,183","2,453","5,931","2,399","3,323","3,577",817,758,"1,597","17,774","1,921",691,"3,637","30,103","11,083","4,460",502,"1,497","1,612",697,"4,975","4,477","4,067","4,277","1,920","1,445","1,902","5,718",448,"1,399",645,"13,252",379,"2,060",440,"1,301","5,001","2,083","5,571","5,451",177,"16,090","1,562",459,"2,162",676,"1,041","5,438","4,874",406,414,"2,790","3,443",429,409,"1,723",472,"4,526","1,513","1,408","4,873","1,326","10,764",985,"67,142","5,837",587,"7,803","1,294","6,690","1,731","3,679","52,736","1,704","7,403","6,811","2,986"
2,인천광역시,"115,817",292,70,958,353,"1,640",544,73,617,368,343,70,202,"1,588",38,64,411,"2,464","1,459",486,26,145,740,"1,041",893,594,"2,361",370,"1,171",440,188,212,476,"5,310",282,16,241,"6,562","2,550",610,77,717,367,45,506,"1,204","1,901","1,273",370,503,340,"2,140",68,361,190,"2,994",78,426,66,483,"1,079",846,392,"1,499",31,"4,035",314,90,411,134,254,"1,009","2,249",112,107,"1,057",749,141,291,277,286,"1,121",515,504,904,433,"2,614",201,"14,659","1,624",533,"2,088",167,"1,880",539,679,"17,058",381,"1,824","1,449",904
3,경기도,"520,472","1,873",372,"3,694","1,810","2,997","3,113",358,"2,496",797,"1,973",232,898,"7,235",130,304,"1,750","14,592","5,667","2,736",224,622,"4,534","5,594","4,838","2,548","7,373","1,638","4,688","2,462","1,029",763,"2,131","22,149","1,201",86,918,"33,675","12,695","2,739",328,"1,158","1,850",189,"2,650","5,186","8,038","5,964","1,813","3,043","1,272","8,873",361,"1,265","1,161","15,302",517,"1,913",348,"2,295","4,856","3,294","1,678","8,377",154,"17,475","1,455",434,"2,080",632,"1,095","3,577","10,733",617,593,"4,231","3,697",650,"2,184","1,093","1,012","4,793","1,883","1,864","4,176","1,890","10,884","1,098","64,369","7,762","1,473","9,558",793,"7,548","2,413","3,155","77,957","1,680","7,127","7,771","3,901"
4,강원도,"82,677",300,93,465,444,439,505,29,496,667,319,30,332,852,14,12,296,"1,464",647,356,33,66,757,"1,024",611,324,866,612,800,153,95,183,387,"3,473",191,0,110,"2,557","1,575",388,36,419,239,17,169,901,"1,016",659,224,834,240,"2,961",35,256,142,959,113,244,41,208,669,"1,568",331,871,41,"3,198",174,89,639,49,129,"1,021","1,762",92,62,834,527,87,635,143,153,986,771,456,386,403,"1,830",179,"3,061","1,832","2,026","1,589",58,951,420,357,"19,271",205,"1,485","1,070",588
5,대전광역시,"68,001",214,38,478,298,73,394,29,439,113,206,62,149,"1,223",19,35,305,"1,304",738,427,26,138,578,586,659,384,"1,341",309,541,236,101,100,312,"3,220",156,90,215,"3,169","2,032",383,61,158,343,43,273,867,683,771,183,397,222,"1,430",71,195,144,"1,710",62,316,47,268,739,664,316,907,23,"2,834",275,57,406,81,148,440,"1,391",99,69,749,477,99,229,171,164,545,263,285,530,426,"1,929",174,"5,367",997,17,"1,068",109,"1,083",332,527,"11,507",224,"1,016","1,220",680
6,충청북도,"74,301",287,75,402,425,476,378,28,439,110,271,53,239,704,18,32,646,"1,479",794,337,35,94,452,697,765,312,"1,146",552,694,188,104,143,336,"3,355",164,4,103,"2,873","2,227",301,49,145,246,23,165,866,957,695,158,647,249,"2,328",45,244,170,"1,138",105,285,40,217,661,878,277,885,40,"2,962",176,83,415,63,168,483,"1,797",89,73,773,486,98,712,139,192,873,481,353,417,394,"1,789",187,"4,223","1,503",294,"1,411",72,974,329,401,"15,008",249,"1,812","1,032",539
7,충청남도,"97,599",308,128,556,514,722,453,35,"1,201",630,330,74,374,"1,043",17,45,666,"1,837","1,091",454,27,99,677,"1,043",918,441,"1,229",614,847,229,177,197,429,"4,078",214,5,130,"4,105","2,306",374,48,717,346,28,257,"1,084","1,201",850,180,998,318,"3,452",51,295,202,"1,331",104,334,52,317,928,"1,509",305,"1,075",70,"3,348",264,142,606,55,191,735,"2,375",114,86,"1,031",669,139,998,122,211,"1,185",674,464,562,507,"2,346",203,"5,346","1,980","1,099","2,074",95,"1,167",431,522,"19,065",264,"1,728","1,287",845
8,세종특별자치시,"11,313",20,4,47,37,18,31,12,34,14,54,5,26,193,5,10,89,371,83,84,3,18,150,99,91,63,142,40,93,25,21,12,75,365,19,0,17,"1,281",195,51,8,17,59,5,40,93,135,167,34,53,16,227,10,23,25,194,6,39,5,26,111,67,47,247,4,320,20,8,33,14,31,87,184,10,24,112,107,11,67,21,3,129,50,39,80,51,317,34,867,299,4,231,14,140,42,75,"1,928",36,165,131,74
9,광주광역시,"67,965",214,41,393,339,188,443,32,397,167,227,72,109,656,22,35,284,"2,410",415,472,33,123,358,"1,049",733,330,"1,102",325,479,370,99,187,290,"3,111",222,11,210,"3,889","1,697",385,52,318,266,46,303,827,875,866,202,434,258,"1,477",47,215,111,"1,862",46,346,40,201,671,527,397,"1,083",30,"3,159",318,65,260,75,95,260,"1,501",64,56,512,462,162,267,246,233,488,211,290,631,400,"1,198",191,"5,116","1,002",14,"1,010",126,"1,406",426,416,"9,558",216,"2,406","1,118",588
