,A. 도시명,B. 업종전체,가구점,가스충전소,가전제품수리점,가전제품판매점,간이주점,간판광고물업,감정평가사,건강보조식품가게,건어물가게,건축사,결혼상담소,곡물가게,공부방,공인노무사,공인회계사,과일가게,교습학원,구내식당,기술및직업훈련학원,기술사,기타 일반의원,기타외국식전문점,기타음식점,꽃가게,내과ㆍ소아과 의원,노래방,담배가게,당구장,독서실,동물병원,목욕탕,문구점,미용실,법무사,변리사,변호사,부동산중개업,분식점,사진촬영업,산부인과 의원,생선가게,서점,성형외과 의원,세무사,세탁소,슈퍼마켓,스포츠교육기관,스포츠시설운영업,스포츠용품점,시계ㆍ귀금속점,식료품가게,신경정신과 의원,신발가게,실내스크린골프점,실내장식가게,실외골프연습장,안경점,안과 의원,애완용품점,약국,여관ㆍ모텔,여행사,예술학원,예식장,옷가게,의료용품가게,이륜자동차판매점,이발소,이비인후과 의원,일반외과 의원,일식전문점,자동차수리점,자전거판매점,장난감가게,정육점,제과점,종합병원,주유소,주차장운영업,중고차판매점,중식전문점,채소가게,철물점,치과병원ㆍ의원,침구ㆍ커튼가게,커피음료점,컴퓨터판매점,통신판매업,패스트푸드점,펜션ㆍ게스트하우스,편의점,피부ㆍ비뇨기과 의원,피부관리업,피시방,한방병원ㆍ한의원,한식전문점,헬스클럽,호프전문점,화장품가게,휴대폰가게
0,합계,"2,326,567","7,490","1,614","14,609","9,970","15,298","12,943","1,125","13,133","7,169","9,713","1,585","5,002","31,432",853,"1,836","11,553","55,839","22,919","12,662","1,022","3,212","23,114","24,361","21,498","11,330","30,976","13,120","18,487","9,905","4,046","5,579","9,279","99,709","6,446",987,"7,141","123,482","53,968","13,690","1,660","10,959","8,208","1,444","12,130","22,875","30,091","23,822","7,289","15,029","8,141","49,608","1,683","6,738","4,665","53,849","2,304","9,165","1,646","7,835","22,440","21,275","14,057","30,770",933,"86,522","6,983","2,620","11,789","2,561","4,766","18,148","43,375","2,578","2,159","19,591","16,660","3,357","10,903","7,484","4,786","23,586","10,951","8,851","18,067","9,996","54,913","5,004","235,405","37,036","11,727","40,139","3,846","34,524","10,387","14,774","381,505","7,293","34,499","35,066","18,003"
1,서울특별시,"464,744","1,027",77,"2,367","1,539","5,012","2,696",242,"2,085",751,"2,468",430,658,"6,760",378,854,"1,230","10,386","4,261","2,877",284,874,"7,083","4,789","4,231","2,461","5,877","2,342","3,306","3,568",823,741,"1,579","17,812","1,933",691,"3,679","30,344","11,052","4,505",501,"1,491","1,625",702,"4,981","4,496","4,075","4,373","2,036","1,462","1,903","5,642",460,"1,406",646,"13,447",371,"2,062",444,"1,322","5,065","2,055","5,607","5,505",175,"16,048","1,592",467,"2,155",678,"1,056","5,531","4,833",419,425,"2,796","3,503",436,428,"1,742",477,"4,588","1,512","1,401","4,871","1,329","11,171",990,"70,487","5,943",610,"7,894","1,312","6,901","1,718","3,699","52,995","1,748","7,292","6,759","3,014"
2,인천광역시,"117,732",290,71,"1,045",364,"1,587",540,75,634,369,348,68,197,"1,616",37,64,410,"2,482","1,440",495,27,144,758,"1,035",905,589,"2,354",363,"1,179",448,188,207,474,"5,353",282,15,244,"6,681","2,546",632,78,713,363,48,510,"1,206","1,897","1,294",386,503,345,"2,119",69,365,191,"3,088",79,426,67,491,"1,087",835,404,"1,507",29,"4,053",310,94,408,136,260,"1,010","2,284",111,102,"1,042",774,142,283,288,284,"1,126",518,505,908,425,"2,726",213,"15,605","1,647",542,"2,121",171,"1,955",531,687,"17,260",389,"1,808","1,445",913
3,경기도,"530,893","1,902",381,"4,119","1,855","2,963","3,136",362,"2,557",799,"2,022",232,880,"7,526",141,311,"1,748","14,676","5,565","2,827",228,634,"4,660","5,616","4,920","2,570","7,343","1,631","4,693","2,453","1,038",775,"2,136","22,404","1,211",92,930,"34,168","12,655","2,816",328,"1,154","1,883",187,"2,661","5,221","8,067","6,112","1,922","3,092","1,276","8,868",367,"1,242","1,199","15,793",513,"1,945",351,"2,338","4,901","3,290","1,720","8,484",147,"17,503","1,497",435,"2,079",637,"1,113","3,662","10,842",616,603,"4,260","3,817",660,"2,195","1,147","1,023","4,869","1,903","1,864","4,221","1,898","11,509","1,110","68,435","7,995","1,542","9,835",807,"7,946","2,402","3,185","78,644","1,729","7,128","7,824","3,922"
4,강원도,"83,363",304,94,486,452,434,507,30,497,672,319,29,331,871,16,13,291,"1,461",635,380,37,63,759,"1,030",629,325,864,603,805,149,94,185,390,"3,508",190,*,114,"2,589","1,594",398,37,405,230,16,169,909,"1,031",673,223,843,239,"2,924",36,250,145,"1,021",112,245,42,208,672,"1,569",332,867,41,"3,183",182,91,643,50,129,"1,010","1,763",92,61,846,540,88,644,142,158,"1,002",765,452,390,402,"1,910",180,"3,200","1,846","2,070","1,624",57,"1,001",428,358,"19,336",208,"1,458","1,082",584
5,대전광역시,"68,695",214,38,502,299,72,397,28,448,116,209,62,149,"1,266",19,36,311,"1,304",720,435,25,142,578,597,676,383,"1,337",306,529,236,104,101,317,"3,251",158,88,217,"3,202","2,035",388,61,150,340,43,273,871,687,786,178,393,225,"1,393",73,202,146,"1,747",64,318,48,270,742,651,323,898,24,"2,825",276,57,405,83,148,449,"1,406",97,68,751,509,99,240,164,164,548,266,282,530,432,"2,022",178,"5,681",995,16,"1,085",110,"1,122",329,524,"11,508",227,"1,017","1,221",660
6,충청북도,"75,196",291,74,449,428,475,381,28,437,113,279,54,243,733,18,32,643,"1,471",792,335,36,93,471,716,763,312,"1,148",549,700,189,105,145,337,"3,394",167,4,104,"2,859","2,226",308,46,142,245,23,165,870,994,716,168,649,252,"2,311",45,239,172,"1,185",104,287,39,227,669,868,277,888,40,"2,972",177,84,414,62,171,496,"1,803",87,71,765,511,97,710,142,197,885,490,350,424,393,"1,869",190,"4,475","1,515",312,"1,416",74,"1,026",329,403,"15,096",256,"1,823","1,037",551
7,충청남도,"98,811",299,128,625,517,719,454,36,"1,212",637,337,74,377,"1,069",17,45,654,"1,824","1,073",472,29,102,685,"1,046",937,440,"1,225",604,846,232,181,195,434,"4,147",214,5,131,"4,157","2,333",383,48,723,341,28,257,"1,087","1,226",863,186,"1,003",316,"3,421",50,290,209,"1,387",102,336,53,321,934,"1,505",315,"1,092",71,"3,321",274,145,603,55,191,737,"2,398",114,91,"1,010",676,136,"1,006",124,212,"1,195",670,463,567,510,"2,457",211,"5,685","2,000","1,115","2,123",98,"1,223",437,527,"19,239",265,"1,697","1,317",860
8,세종특별자치시,"11,768",19,4,56,37,18,29,12,38,14,57,5,27,202,5,9,89,382,87,96,3,19,163,102,93,63,146,40,94,27,21,12,73,375,19,0,18,"1,297",197,52,9,16,59,5,41,94,136,173,32,59,17,225,11,22,25,206,6,42,5,23,112,67,49,256,4,334,20,9,33,15,32,89,188,12,23,114,110,12,68,20,3,138,51,40,81,50,350,36,"1,009",308,4,243,15,152,40,73,"1,989",35,167,140,71
9,광주광역시,"68,951",214,39,445,347,186,437,32,393,167,230,75,104,687,23,36,285,"2,420",413,462,36,125,376,"1,027",734,331,"1,101",318,490,370,102,186,288,"3,170",224,11,212,"3,969","1,657",396,52,315,267,46,301,837,869,871,211,432,261,"1,492",48,213,111,"1,900",47,347,40,199,672,527,409,"1,087",28,"3,161",314,65,258,76,99,264,"1,510",62,54,524,477,163,271,251,237,489,215,290,632,396,"1,332",188,"5,424","1,033",18,"1,022",124,"1,479",418,414,"9,669",220,"2,401","1,124",577
10,전라북도,"83,088",390,101,508,532,337,497,41,698,355,347,76,360,694,21,34,577,"2,439",837,457,34,170,728,705,886,435,852,646,604,268,157,208,435,"3,779",230,6,182,"3,194","1,933",429,57,578,345,26,266,861,"1,004",807,254,900,379,"3,482",66,309,175,228,96,348,63,209,910,"1,033",419,"1,326",47,"3,509",327,126,447,73,181,500,"1,999",135,66,"1,060",592,168,843,113,289,"1,022",616,425,578,498,"2,245",221,"4,589","1,599",348,"1,185",89,"1,086",436,538,"14,094",220,"1,357","1,412",732
