,A. 도시명,B. 업종전체,가구점,가스충전소,가전제품수리점,가전제품판매점,간이주점,간판광고물업,감정평가사,건강보조식품가게,건어물가게,건축사,결혼상담소,곡물가게,공부방,공인노무사,공인회계사,과일가게,교습학원,구내식당,기술및직업훈련학원,기술사,기타 일반의원,기타외국식전문점,기타음식점,꽃가게,내과ㆍ소아과 의원,노래방,담배가게,당구장,독서실,동물병원,목욕탕,문구점,미용실,법무사,변리사,변호사,부동산중개업,분식점,사진촬영업,산부인과 의원,생선가게,서점,성형외과 의원,세무사,세탁소,슈퍼마켓,스포츠교육기관,스포츠시설운영업,스포츠용품점,시계ㆍ귀금속점,식료품가게,신경정신과 의원,신발가게,실내스크린골프점,실내장식가게,실외골프연습장,안경점,안과 의원,애완용품점,약국,여관ㆍ모텔,여행사,예술학원,예식장,옷가게,의료용품가게,이륜자동차판매점,이발소,이비인후과 의원,일반외과 의원,일식전문점,자동차수리점,자전거판매점,장난감가게,정육점,제과점,종합병원,주유소,주차장운영업,중고차판매점,중식전문점,채소가게,철물점,치과병원ㆍ의원,침구ㆍ커튼가게,커피음료점,컴퓨터판매점,통신판매업,패스트푸드점,펜션ㆍ게스트하우스,편의점,피부ㆍ비뇨기과 의원,피부관리업,피시방,한방병원ㆍ한의원,한식전문점,헬스클럽,호프전문점,화장품가게,휴대폰가게
0,합계,"2,467,976","7,544","1,604","16,774","10,132","13,380","13,029","1,176","13,793","7,275","10,194","1,640","5,032","37,505",929,"1,836","12,080","56,305","21,085","14,693","1,118","3,317","24,145","22,917","24,106","11,428","29,687","12,330","17,973","9,635","4,185","5,418","9,148","103,390","6,594","1,042","7,570","129,218","54,074","14,449","1,682","11,749","8,412","1,502","12,702","23,776","28,933","25,652","8,396","15,121","8,125","48,407","1,804","6,488","5,097","59,677","2,199","9,239","1,670","8,182","22,963","20,528","13,995","30,966",863,"85,392","7,222","2,663","12,031","2,616","4,922","17,848","44,577","2,519","3,015","19,877","17,622","3,434","10,989","8,029","4,830","24,813","11,751","8,802","18,425","9,858","66,499","5,087","305,995","40,789","15,140","43,331","3,981","40,124","10,210","14,904","391,938","8,112","31,271","34,987","18,495"
1,서울특별시,"492,161","1,031",76,"2,801","1,541","4,259","2,612",258,"2,243",757,"2,641",440,640,"7,630",404,850,"1,289","10,376","3,775","3,260",309,910,"7,372","4,408","4,405","2,481","5,649","2,162","3,147","3,311",835,698,"1,543","18,205","1,988",742,"3,944","31,822","10,803","4,715",505,"1,486","1,637",738,"5,247","4,606","3,858","4,708","2,295","1,491","1,862","5,456",523,"1,291",693,"14,193",356,"2,031",455,"1,311","5,158","1,853","5,482","5,486",166,"15,714","1,604",455,"2,169",698,"1,126","5,449","4,980",391,507,"2,763","3,638",439,437,"1,767",483,"4,828","1,587","1,365","4,926","1,252","12,985","1,042","89,929","6,711",767,"8,045","1,369","7,669","1,651","3,710","54,318","1,957","6,515","6,599","3,097"
2,인천광역시,"125,964",296,68,"1,185",390,"1,355",558,76,666,373,347,64,198,"1,744",41,68,432,"2,519","1,350",615,27,147,802,946,962,592,"2,268",360,"1,128",450,188,210,483,"5,503",293,15,256,"7,038","2,572",657,82,763,395,49,535,"1,291","1,789","1,359",435,517,353,"2,109",73,330,214,"3,475",72,426,65,513,"1,118",814,404,"1,496",22,"3,999",306,90,411,137,272,954,"2,363",103,139,"1,062",807,147,295,296,253,"1,200",559,498,929,424,"3,263",216,"19,997","1,848",670,"2,306",181,"2,280",549,694,"18,264",432,"1,654","1,421","1,004"
3,경기도,"579,208","1,998",372,"4,952","1,983","2,710","3,215",377,"2,774",867,"2,155",250,889,"9,297",159,310,"1,941","14,962","5,140","3,350",261,664,"5,111","5,309","5,551","2,638","7,116","1,653","4,602","2,330","1,082",741,"2,119","23,367","1,238",93,980,"36,235","12,718","3,114",339,"1,283","2,014",196,"2,803","5,460","7,821","6,680","2,221","3,248","1,290","9,001",377,"1,261","1,338","17,676",488,"2,006",360,"2,525","5,119","3,181","1,789","8,536",127,"17,526","1,609",465,"2,122",660,"1,165","3,718","11,351",622,875,"4,278","4,107",696,"2,282","1,345","1,053","5,334","2,120","1,846","4,356","1,914","14,336","1,152","92,362","9,044","1,991","10,934",837,"9,561","2,481","3,258","81,340","1,963","6,558","7,959","4,226"
4,강원도,"87,269",303,95,576,462,398,519,34,514,662,337,32,328,"1,026",15,14,302,"1,455",588,437,37,64,787,990,753,325,834,570,786,160,104,182,368,"3,611",194,0,120,"2,651","1,671",421,37,563,236,17,175,950,985,708,249,883,232,"2,807",40,237,164,"1,214",108,251,43,224,685,"1,548",357,892,36,"3,142",185,91,660,50,135,949,"1,789",87,95,867,594,85,642,150,157,"1,057",802,467,400,397,"2,380",187,"4,164","1,894","2,678","1,793",61,"1,155",427,368,"19,707",235,"1,320","1,107",626
5,대전광역시,"72,008",217,38,566,298,76,389,29,459,126,221,68,151,"1,441",19,38,315,"1,259",687,499,27,147,594,541,709,380,"1,294",279,501,253,102,94,314,"3,353",168,87,225,"3,411","1,947",405,59,164,328,44,280,881,682,840,190,380,229,"1,342",74,198,149,"1,963",68,318,49,272,749,614,319,906,25,"2,801",266,64,409,80,144,431,"1,461",89,93,752,535,99,241,182,211,604,303,281,539,414,"2,387",184,"7,246","1,118",24,"1,189",111,"1,284",307,520,"11,776",261,859,"1,236",657
6,충청북도,"78,588",271,73,484,422,430,382,29,426,109,297,52,244,"1,004",16,32,643,"1,458",756,400,34,96,548,731,894,319,"1,128",522,690,192,110,147,332,"3,512",170,4,106,"2,968","2,208",313,45,180,239,24,173,889,968,757,186,650,254,"2,240",48,224,183,"1,387",99,289,38,242,679,851,274,872,37,"2,931",189,91,418,60,176,482,"1,841",83,83,784,545,99,714,159,191,919,501,348,437,390,"2,237",188,"5,695","1,647",451,"1,554",77,"1,193",340,402,"15,493",269,"1,662","1,008",551
7,충청남도,"103,432",293,128,685,530,599,479,36,"1,274",637,356,75,388,"1,270",25,42,681,"1,860","1,017",559,34,100,705,948,"1,109",449,"1,198",584,777,242,188,197,430,"4,322",219,6,145,"4,254","2,361",406,49,720,343,27,264,"1,135","1,204",924,223,"1,003",317,"3,330",52,274,215,"1,609",94,343,52,348,953,"1,470",321,"1,109",68,"3,281",293,143,633,57,195,713,"2,479",115,136,"1,014",720,140,"1,020",139,214,"1,218",699,460,571,501,"2,876",218,"7,715","2,114","1,320","2,305",97,"1,405",428,519,"19,667",287,"1,491","1,322",872
8,세종특별자치시,"13,479",26,4,77,43,14,31,12,54,11,58,7,31,294,5,11,105,463,78,122,4,19,159,113,109,64,146,42,95,41,26,14,78,429,23,*,19,"1,404",213,61,9,25,69,6,44,105,139,213,48,73,22,222,12,26,28,254,4,48,6,29,125,64,51,278,5,362,29,8,39,16,34,91,200,15,22,116,122,13,68,29,4,154,58,37,89,54,469,35,"1,546",329,8,273,17,193,43,82,"2,113",41,127,157,75
9,광주광역시,"72,330",213,38,487,343,187,436,37,405,180,242,83,113,828,28,34,313,"2,427",402,526,38,128,386,924,772,334,"1,042",289,494,383,108,178,293,"3,292",217,11,217,"4,241","1,536",408,52,329,279,46,306,874,847,930,242,433,261,"1,421",52,213,111,"2,124",46,353,41,192,680,499,409,"1,101",26,"3,175",318,67,253,80,98,253,"1,509",60,76,554,500,175,273,270,231,486,250,288,645,383,"1,846",187,"6,696","1,143",25,"1,058",126,"1,690",418,410,"10,140",233,"2,140","1,209",585
10,전라북도,"86,474",396,108,571,535,292,508,38,729,353,364,80,376,820,26,36,598,"2,414",773,539,37,179,755,698,"1,087",418,834,619,608,274,163,205,416,"3,957",245,6,192,"3,251","2,038",423,54,619,341,26,273,911,984,849,267,877,370,"3,346",69,290,180,284,90,358,63,228,924,"1,014",415,"1,327",41,"3,387",353,128,477,74,180,491,"1,979",133,108,"1,072",628,170,835,139,291,"1,031",641,426,586,487,"2,682",214,"5,824","1,680",458,"1,297",92,"1,312",411,540,"14,465",241,"1,264","1,497",720
11,전라남도,"87,123",277,119,508,577,252,480,20,484,926,278,49,398,790,10,25,669,"1,805",629,450,41,110,428,780,"1,168",434,719,935,705,182,166,292,411,"3,593",219,3,94,"2,350","1,482",331,24,"1,621",260,16,136,844,"1,205",723,177,909,287,"3,578",43,255,167,"1,297",91,310,49,185,794,"1,307",445,866,43,"3,046",226,150,605,49,137,445,"1,996",96,114,846,568,198,813,109,221,823,758,466,498,486,"2,421",178,"5,215","1,605",849,"1,218",76,"1,492",365,399,"17,832",180,"2,181","1,049",592
12,대구광역시,"117,929",368,44,806,504,248,766,56,595,160,684,109,181,"2,829",31,88,387,"2,681",858,818,34,160,"1,212","1,194","1,145",578,"1,655",487,675,415,171,257,350,"5,562",309,21,283,"5,927","2,453",648,108,231,495,79,559,874,"1,635","1,254",338,637,530,"1,669",114,336,315,"2,760",95,479,101,363,"1,295",670,536,"1,421",41,"5,254",346,151,588,157,307,816,"2,262",154,135,"1,298",923,195,340,425,485,"1,242",451,335,902,649,"3,080",234,"14,050","1,588",43,"1,680",207,"1,729",558,891,"19,742",389,542,"2,094","1,003"
13,경상북도,"131,699",475,164,591,698,363,669,20,934,647,483,60,368,"1,993",16,27,"1,361","2,612","1,261",607,44,108,721,"1,152","1,421",537,"1,532","1,288",909,249,273,413,526,"5,970",262,5,122,"4,177","2,530",524,67,902,380,17,239,"1,281","1,806","1,191",305,"1,233",435,"3,463",52,362,310,"1,937",193,438,67,418,"1,115","1,946",463,"1,396",65,"4,646",290,209,882,90,230,531,"3,059",169,147,"1,256",936,229,"1,225",260,316,"1,525",942,485,691,667,"4,495",313,"9,398","2,323","1,317","2,018",101,"1,707",569,642,"29,565",369,981,"1,873","1,050"
