,A. 도시명,B. 업종전체,가구점,가스충전소,가전제품수리점,가전제품판매점,간이주점,간판광고물업,감정평가사,건강보조식품가게,건어물가게,건축사,결혼상담소,곡물가게,공부방,공인노무사,공인회계사,과일가게,교습학원,구내식당,기술및직업훈련학원,기술사,기타 일반의원,기타외국식전문점,기타음식점,꽃가게,내과ㆍ소아과 의원,노래방,담배가게,당구장,독서실,동물병원,목욕탕,문구점,미용실,법무사,변리사,변호사,부동산중개업,분식점,사진촬영업,산부인과 의원,생선가게,서점,성형외과 의원,세무사,세탁소,슈퍼마켓,스포츠교육기관,스포츠시설운영업,스포츠용품점,시계ㆍ귀금속점,식료품가게,신경정신과 의원,신발가게,실내스크린골프점,실내장식가게,실외골프연습장,안경점,안과 의원,애완용품점,약국,여관ㆍ모텔,여행사,예술학원,예식장,옷가게,의료용품가게,이륜자동차판매점,이발소,이비인후과 의원,일반외과 의원,일식전문점,자동차수리점,자전거판매점,장난감가게,정육점,제과점,종합병원,주유소,주차장운영업,중고차판매점,중식전문점,채소가게,철물점,치과병원ㆍ의원,침구ㆍ커튼가게,커피음료점,컴퓨터판매점,통신판매업,패스트푸드점,펜션ㆍ게스트하우스,편의점,피부ㆍ비뇨기과 의원,피부관리업,피시방,한방병원ㆍ한의원,한식전문점,헬스클럽,호프전문점,화장품가게,휴대폰가게
0,합계,"2,433,695 ","7,505 ","1,601 ","16,391 ","10,050 ","13,686 ","13,010 ","1,177 ","13,616 ","7,177 ","10,163 ","1,632 ","4,989 ","35,233 ",930 ,"1,841 ","11,857 ","56,221 ","21,321 ","14,360 ","1,116 ","3,302 ","23,898 ","23,002 ","23,968 ","11,425 ","29,928 ","12,218 ","18,006 ","9,654 ","4,149 ","5,452 ","9,149 ","102,686 ","6,577 ","1,038 ","7,520 ","127,732 ","53,951 ","14,318 ","1,683 ","11,550 ","8,355 ","1,495 ","12,523 ","23,546 ","28,985 ","25,465 ","8,174 ","14,991 ","8,141 ","48,066 ","1,789 ","6,468 ","5,017 ","58,732 ","2,206 ","9,217 ","1,670 ","8,068 ","22,891 ","20,698 ","14,090 ","30,964 ",881 ,"85,005 ","7,189 ","2,650 ","11,907 ","2,613 ","4,891 ","17,839 ","44,352 ","2,517 ","3,023 ","19,761 ","17,422 ","3,434 ","10,681 ","7,926 ","4,842 ","24,730 ","11,414 ","8,795 ","18,364 ","9,766 ","64,442 ","5,034 ","290,521 ","39,980 ","14,426 ","42,743 ","3,957 ","39,322 ","9,976 ","14,885 ","388,954 ","8,004 ","31,702 ","34,813 ","18,301 "
1,서울특별시,"484,468 ","1,021 ",78 ,"2,716 ","1,529 ","4,371 ","2,634 ",258 ,"2,197 ",743 ,"2,636 ",439 ,644 ,"7,461 ",405 ,852 ,"1,257 ","10,346 ","3,817 ","3,199 ",305 ,908 ,"7,291 ","4,389 ","4,380 ","2,488 ","5,686 ","2,150 ","3,150 ","3,356 ",829 ,700 ,"1,541 ","18,099 ","1,978 ",737 ,"3,910 ","31,433 ","10,811 ","4,653 ",503 ,"1,506 ","1,623 ",735 ,"5,157 ","4,552 ","3,856 ","4,682 ","2,231 ","1,478 ","1,858 ","5,402 ",513 ,"1,295 ",680 ,"14,021 ",362 ,"2,036 ",456 ,"1,303 ","5,150 ","1,894 ","5,538 ","5,472 ",169 ,"15,621 ","1,589 ",454 ,"2,138 ",696 ,"1,120 ","5,463 ","4,945 ",392 ,505 ,"2,759 ","3,598 ",440 ,390 ,"1,761 ",481 ,"4,835 ","1,530 ","1,362 ","4,920 ","1,242 ","12,624 ","1,029 ","85,109 ","6,559 ",767 ,"8,023 ","1,359 ","7,564 ","1,597 ","3,708 ","53,851 ","1,934 ","6,606 ","6,559 ","3,069 "
2,인천광역시,"124,167 ",296 ,67 ,"1,156 ",382 ,"1,402 ",558 ,76 ,653 ,374 ,348 ,65 ,199 ,"1,703 ",40 ,67 ,426 ,"2,531 ","1,356 ",602 ,28 ,147 ,807 ,954 ,960 ,596 ,"2,291 ",345 ,"1,126 ",447 ,186 ,211 ,487 ,"5,478 ",292 ,14 ,257 ,"6,910 ","2,570 ",663 ,82 ,761 ,380 ,47 ,524 ,"1,270 ","1,811 ","1,357 ",422 ,511 ,350 ,"2,093 ",73 ,335 ,208 ,"3,413 ",73 ,430 ,65 ,507 ,"1,116 ",816 ,403 ,"1,500 ",23 ,"3,980 ",305 ,89 ,413 ,136 ,269 ,948 ,"2,354 ",103 ,144 ,"1,057 ",795 ,147 ,269 ,294 ,262 ,"1,194 ",542 ,498 ,924 ,418 ,"3,140 ",217 ,"19,065 ","1,808 ",635 ,"2,273 ",178 ,"2,243 ",533 ,697 ,"18,085 ",427 ,"1,682 ","1,423 ",980 
3,경기도,"568,995 ","1,978 ",369 ,"4,828 ","1,960 ","2,725 ","3,189 ",382 ,"2,732 ",822 ,"2,148 ",248 ,877 ,"8,634 ",156 ,309 ,"1,876 ","14,960 ","5,192 ","3,238 ",260 ,656 ,"5,070 ","5,348 ","5,526 ","2,627 ","7,192 ","1,595 ","4,632 ","2,333 ","1,075 ",747 ,"2,127 ","23,205 ","1,230 ",92 ,981 ,"35,796 ","12,731 ","3,057 ",340 ,"1,234 ","1,991 ",193 ,"2,776 ","5,417 ","7,807 ","6,652 ","2,180 ","3,184 ","1,303 ","8,868 ",376 ,"1,257 ","1,315 ","17,401 ",492 ,"1,990 ",360 ,"2,475 ","5,097 ","3,208 ","1,797 ","8,547 ",135 ,"17,402 ","1,592 ",462 ,"2,102 ",660 ,"1,155 ","3,685 ","11,264 ",617 ,870 ,"4,256 ","4,065 ",695 ,"2,181 ","1,321 ","1,054 ","5,314 ","2,028 ","1,844 ","4,327 ","1,887 ","13,854 ","1,125 ","87,578 ","8,843 ","1,902 ","10,720 ",833 ,"9,321 ","2,312 ","3,250 ","80,610 ","1,921 ","6,601 ","7,904 ","4,142 "
4,강원도,"86,288 ",305 ,95 ,577 ,455 ,414 ,515 ,33 ,504 ,656 ,336 ,32 ,332 ,951 ,15 ,13 ,299 ,"1,461 ",602 ,429 ,40 ,64 ,781 ,996 ,744 ,326 ,842 ,561 ,786 ,159 ,101 ,180 ,369 ,"3,605 ",190 ,0 ,121 ,"2,623 ","1,648 ",418 ,37 ,544 ,234 ,17 ,174 ,946 ,995 ,706 ,244 ,876 ,235 ,"2,790 ",40 ,234 ,163 ,"1,197 ",106 ,250 ,44 ,220 ,681 ,"1,558 ",349 ,889 ,37 ,"3,117 ",189 ,90 ,662 ,50 ,135 ,962 ,"1,784 ",87 ,95 ,860 ,583 ,84 ,630 ,148 ,156 ,"1,048 ",780 ,464 ,399 ,397 ,"2,315 ",186 ,"3,932 ","1,878 ","2,477 ","1,763 ",59 ,"1,130 ",427 ,366 ,"19,604 ",230 ,"1,334 ","1,095 ",628 
5,대전광역시,"71,282 ",213 ,39 ,548 ,300 ,77 ,396 ,30 ,463 ,125 ,217 ,70 ,150 ,"1,406 ",21 ,38 ,307 ,"1,257 ",699 ,485 ,27 ,146 ,594 ,546 ,704 ,380 ,"1,306 ",273 ,505 ,246 ,99 ,97 ,315 ,"3,330 ",166 ,87 ,221 ,"3,376 ","1,945 ",402 ,59 ,159 ,328 ,44 ,278 ,885 ,682 ,838 ,188 ,372 ,228 ,"1,334 ",74 ,194 ,151 ,"1,958 ",66 ,316 ,49 ,268 ,748 ,626 ,325 ,901 ,24 ,"2,782 ",266 ,61 ,407 ,81 ,144 ,428 ,"1,452 ",92 ,94 ,751 ,534 ,99 ,221 ,178 ,207 ,595 ,294 ,280 ,538 ,410 ,"2,317 ",183 ,"6,955 ","1,086 ",24 ,"1,171 ",110 ,"1,252 ",313 ,520 ,"11,722 ",257 ,873 ,"1,230 ",654 
6,충청북도,"77,770 ",270 ,74 ,479 ,428 ,444 ,375 ,28 ,428 ,109 ,297 ,52 ,242 ,835 ,17 ,33 ,637 ,"1,454 ",763 ,388 ,34 ,94 ,530 ,725 ,892 ,321 ,"1,129 ",521 ,694 ,193 ,110 ,151 ,325 ,"3,496 ",170 ,4 ,105 ,"2,918 ","2,221 ",313 ,45 ,174 ,243 ,24 ,171 ,885 ,970 ,743 ,181 ,650 ,258 ,"2,219 ",48 ,224 ,181 ,"1,368 ",97 ,289 ,38 ,237 ,675 ,858 ,277 ,877 ,37 ,"2,913 ",186 ,90 ,419 ,60 ,175 ,482 ,"1,834 ",82 ,82 ,784 ,544 ,97 ,708 ,159 ,192 ,918 ,493 ,347 ,438 ,392 ,"2,182 ",186 ,"5,472 ","1,602 ",412 ,"1,527 ",77 ,"1,172 ",333 ,403 ,"15,440 ",267 ,"1,679 ","1,010 ",545 
7,충청남도,"102,336 ",297 ,127 ,684 ,523 ,612 ,470 ,35 ,"1,260 ",634 ,354 ,76 ,388 ,"1,204 ",24 ,42 ,664 ,"1,848 ","1,033 ",550 ,32 ,101 ,698 ,952 ,"1,102 ",444 ,"1,200 ",571 ,788 ,242 ,190 ,197 ,434 ,"4,282 ",221 ,6 ,143 ,"4,209 ","2,328 ",401 ,48 ,712 ,347 ,28 ,261 ,"1,126 ","1,204 ",918 ,220 ,998 ,315 ,"3,319 ",52 ,275 ,213 ,"1,578 ",95 ,342 ,51 ,341 ,949 ,"1,480 ",321 ,"1,110 ",69 ,"3,275 ",290 ,145 ,619 ,57 ,193 ,721 ,"2,465 ",114 ,140 ,"1,008 ",711 ,140 ,999 ,136 ,217 ,"1,212 ",698 ,457 ,572 ,495 ,"2,824 ",213 ,"7,274 ","2,081 ","1,279 ","2,274 ",97 ,"1,392 ",435 ,523 ,"19,569 ",285 ,"1,522 ","1,313 ",853 
8,세종특별자치시,"13,236 ",25 ,4 ,72 ,43 ,14 ,30 ,12 ,52 ,13 ,59 ,7 ,31 ,273 ,5 ,11 ,102 ,449 ,79 ,117 ,4 ,20 ,160 ,111 ,108 ,64 ,144 ,39 ,93 ,39 ,26 ,14 ,78 ,421 ,23 ,*,18 ,"1,391 ",210 ,62 ,9 ,23 ,72 ,6 ,43 ,102 ,136 ,212 ,44 ,66 ,21 ,222 ,11 ,24 ,26 ,245 ,4 ,48 ,6 ,28 ,120 ,66 ,53 ,278 ,5 ,371 ,28 ,8 ,38 ,16 ,34 ,95 ,200 ,15 ,26 ,114 ,124 ,13 ,67 ,27 ,4 ,154 ,58 ,38 ,90 ,53 ,448 ,36 ,"1,463 ",323 ,7 ,268 ,16 ,186 ,43 ,81 ,"2,091 ",43 ,135 ,153 ,76 
9,광주광역시,"71,610 ",214 ,38 ,476 ,340 ,190 ,438 ,37 ,404 ,179 ,241 ,81 ,111 ,779 ,31 ,36 ,302 ,"2,414 ",400 ,515 ,37 ,130 ,388 ,945 ,765 ,330 ,"1,039 ",288 ,491 ,375 ,107 ,177 ,295 ,"3,264 ",224 ,11 ,217 ,"4,213 ","1,541 ",410 ,53 ,321 ,278 ,46 ,301 ,862 ,853 ,911 ,242 ,424 ,260 ,"1,418 ",51 ,207 ,112 ,"2,099 ",46 ,351 ,40 ,198 ,675 ,496 ,410 ,"1,106 ",25 ,"3,175 ",318 ,67 ,250 ,78 ,96 ,257 ,"1,502 ",61 ,79 ,548 ,495 ,177 ,266 ,263 ,235 ,487 ,233 ,289 ,646 ,383 ,"1,776 ",187 ,"6,463 ","1,123 ",23 ,"1,054 ",126 ,"1,653 ",396 ,411 ,"10,066 ",230 ,"2,171 ","1,180 ",588 
