,A. 도시명,B. 업종전체,가구점,가스충전소,가전제품수리점,가전제품판매점,간이주점,간판광고물업,감정평가사,건강보조식품가게,건어물가게,건축사,결혼상담소,곡물가게,공부방,공인노무사,공인회계사,과일가게,교습학원,구내식당,기술및직업훈련학원,기술사,기타 일반의원,기타외국식전문점,기타음식점,꽃가게,내과ㆍ소아과 의원,노래방,담배가게,당구장,독서실,동물병원,목욕탕,문구점,미용실,법무사,변리사,변호사,부동산중개업,분식점,사진촬영업,산부인과 의원,생선가게,서점,성형외과 의원,세무사,세탁소,슈퍼마켓,스포츠교육기관,스포츠시설운영업,스포츠용품점,시계ㆍ귀금속점,식료품가게,신경정신과 의원,신발가게,실내스크린골프점,실내장식가게,실외골프연습장,안경점,안과 의원,애완용품점,약국,여관ㆍ모텔,여행사,예술학원,예식장,옷가게,의료용품가게,이륜자동차판매점,이발소,이비인후과 의원,일반외과 의원,일식전문점,자동차수리점,자전거판매점,장난감가게,정육점,제과점,종합병원,주유소,주차장운영업,중고차판매점,중식전문점,채소가게,철물점,치과병원ㆍ의원,침구ㆍ커튼가게,커피음료점,컴퓨터판매점,통신판매업,패스트푸드점,펜션ㆍ게스트하우스,편의점,피부ㆍ비뇨기과 의원,피부관리업,피시방,한방병원ㆍ한의원,한식전문점,헬스클럽,호프전문점,화장품가게,휴대폰가게
0,합계,"2,360,274","7,489","1,639","15,164","10,082","15,089","12,974","1,143","13,292","7,192","9,747","1,591","5,003","32,320",882,"1,830","11,755","56,045","22,497","13,059","1,024","3,236","23,486","24,218","23,612","11,369","30,733","12,949","18,419","9,902","4,073","5,541","9,251","100,664","6,466","1,000","7,221","124,508","53,799","13,908","1,672","11,077","8,217","1,463","12,318","23,046","30,061","24,301","7,629","15,037","8,167","49,759","1,712","6,705","4,784","55,087","2,272","9,217","1,648","7,936","22,521","21,266","14,157","30,885",924,"86,359","7,022","2,652","11,865","2,573","4,787","18,313","43,674","2,556","3,064","19,746","16,866","3,399","10,705","7,668","4,847","24,049","11,128","8,861","18,153","9,962","58,282","5,005","247,454","37,821","12,933","41,052","3,873","36,171","10,358","14,820","383,595","7,455","34,026","35,153","17,994"
1,서울특별시,"470,669","1,022",76,"2,427","1,555","4,914","2,690",246,2128,749,2499,432,655,"6,939",387,850,"1,237","10,390","4,141","2,938",286,882,"7,145","4,697","4,318","2,471","5,833","2,309","3,273","3,537",820,732,"1,573","17,900","1,941",703,"3,712","30,692","10,944","4,560",503,"1,468","1,631",718,"5,061","4,510","4,057","4,482","2,107","1,472","1,897","5,605",476,"1,389",659,"13,594",373,"2,059",445,"1,322","5,068","2,037","5,621","5,487",170,"16,003","1,585",466,"2,170",680,"1,072","5,595","4,872",408,557,"2,787","3,564",437,393,"1,760",490,"4,734","1,540","1,407","4,887","1,313","11,750","1,008","73,858","6,105",670,"7,987","1,325","7,110","1,677","3,704","53,145","1,783","7,202","6,766","3,045"
2,인천광역시,"119,897",290,71,"1,084",359,"1,566",534,78,647,378,346,66,193,"1,620",40,65,426,"2,510","1,420",523,28,144,794,"1,042",945,601,"2,346",361,"1,173",449,188,208,482,"5,415",280,14,246,"6,754","2,541",641,78,730,360,47,519,"1,226","1,897","1,324",411,513,346,"2,135",70,356,196,"3,192",79,428,65,505,"1,099",837,417,"1,521",29,"4,055",314,96,410,136,261,"1,001","2,304",108,140,"1,054",778,148,276,303,285,"1,156",531,501,911,425,"2,861",209,"16,387","1,688",592,"2,203",170,"2,088",524,694,"17,480",399,"1,803","1,438",920
3,경기도,"541,457","1,894",389,"4,353","1,906","2,964","3,154",364,2608,808,2029,235,868,"7,801",145,306,"1,818","14,785","5,464","2,922",229,643,"4,838","5,596","5,431","2,582","7,310","1,641","4,691","2,443","1,045",773,"2,130","22,647","1,210",91,953,"34,610","12,579","2,899",330,"1,200","1,902",186,"2,715","5,272","8,055","6,279","2,014","3,119","1,290","8,999",368,"1,248","1,230","16,245",505,"1,970",353,"2,378","4,944","3,290","1,747","8,532",146,"17,520","1,507",448,"2,092",647,"1,118","3,681","10,987",617,858,"4,300","3,870",671,"2,160","1,206","1,058","5,030","1,950","1,854","4,247","1,892","12,238","1,105","72,313","8,185","1,730","10,104",814,"8,358","2,413","3,201","79,192","1,788","7,042","7,857","3,933"
4,강원도,"84,568",303,95,541,460,438,511,30,502,669,321,27,326,874,16,13,300,"1,468",621,395,37,63,762,"1,040",750,322,860,601,817,156,96,180,386,"3,543",189,*,117,"2,607","1,603",406,37,419,232,16,170,921,"1,033",674,231,841,238,"2,921",38,246,151,"1,060",109,251,43,210,675,"1,576",339,868,41,"3,209",183,93,650,49,131,"1,001","1,769",90,96,850,550,88,628,147,161,"1,012",772,456,389,405,"2,061",185,"3,300","1,879","2,235","1,647",58,"1,050",434,362,"19,523",213,"1,417","1,090",599
5,대전광역시,"69,462",211,38,513,303,67,396,29,454,115,211,70,148,"1,284",18,36,312,"1,295",713,443,25,141,597,582,708,383,"1,327",300,528,237,102,100,321,"3,292",164,89,221,"3,264","2,008",393,61,148,335,45,273,874,691,802,176,387,226,"1,409",73,205,153,"1,788",61,320,48,272,740,653,320,905,25,"2,805",274,57,410,81,141,445,"1,407",97,95,761,509,101,228,168,166,567,274,279,531,424,"2,112",179,"5,931","1,026",20,"1,109",111,"1,183",333,524,"11,575",233,990,"1,231",657
6,충청북도,"76,248",292,75,465,438,467,376,28,449,112,278,53,249,753,18,33,651,"1,464",782,354,36,94,484,731,887,317,"1,150",546,707,189,105,145,332,"3,440",167,4,104,"2,863","2,235",312,46,147,241,23,167,886,"1,009",717,172,652,257,"2,301",45,238,179,"1,226",101,287,38,243,666,860,283,889,38,"2,962",175,86,415,61,174,494,"1,808",83,91,779,521,98,705,150,195,888,494,353,428,399,"1,965",186,"4,695","1,557",369,"1,473",76,"1,074",333,405,"15,219",263,"1,795","1,035",548
7,충청남도,"100,013",297,131,650,523,696,457,36,1227,642,340,76,379,"1,101",20,45,666,"1,845","1,061",482,29,101,677,"1,018","1,083",438,"1,222",593,832,235,181,194,430,"4,178",217,5,134,"4,181","2,325",388,48,725,343,28,261,"1,106","1,229",875,198,"1,009",319,"3,421",52,288,213,"1,440",102,343,53,320,945,"1,515",310,"1,098",73,"3,299",288,147,608,57,191,744,"2,410",110,131,"1,012",676,141,"1,002",129,211,"1,212",677,458,571,508,"2,585",214,"6,000","2,016","1,183","2,172",98,"1,287",443,530,"19,362",267,"1,655","1,318",852
8,세종특별자치시,"12,120",24,4,65,39,20,27,12,44,11,55,6,27,213,5,9,102,384,84,99,3,19,166,102,113,63,146,38,93,30,23,12,75,384,21,0,19,"1,311",195,55,9,18,61,5,42,93,134,179,36,61,17,229,11,22,25,218,6,43,5,24,114,67,52,258,5,353,21,9,34,15,33,89,189,12,24,113,112,12,66,23,3,144,54,40,84,52,384,35,"1,116",314,4,249,15,160,42,73,"2,011",34,156,144,69
9,광주광역시,"69,721",217,39,456,357,193,441,35,393,172,233,75,110,711,25,36,288,"2,419",407,468,34,127,379,"1,015",768,333,"1,080",307,493,376,104,177,290,"3,196",220,11,216,"4,011","1,619",392,52,317,266,46,302,847,864,883,232,426,261,"1,487",48,212,114,"1,916",45,351,40,200,674,517,417,"1,094",28,"3,180",317,66,259,76,99,268,"1,514",64,78,536,476,168,265,256,241,486,219,295,635,395,"1,486",185,"5,677","1,061",21,"1,032",124,"1,538",416,414,"9,725",223,"2,346","1,141",577
