주가구분별(1),2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
평균,1352.22,1712.46,1529.49,1429.04,1764.99,1983.42,1930.37,1960.5,1982.16,2011.85,1987,2311.36,2325.01,2106.05,2220.07,3200
