,2015,2015,2015,2015,2015,2015,2015,2015,2016,2016,2016,2016,2016,2016,2016,2016,2017,2017,2017,2017,2017,2017,2017,2017,2018,2018,2018,2018,2018,2018,2018,2018,2019,2019,2019,2019,2019,2019,2019,2019,2020,2020,2020,2020,2020,2020,2020,2020,2021,2021,2021,2021,2021,2021,2021,2021
,거래금액(만원),거래금액(만원),거래금액(만원),거래금액(만원),price_per_area,price_per_area,price_per_area,price_per_area,거래금액(만원),거래금액(만원),거래금액(만원),거래금액(만원),price_per_area,price_per_area,price_per_area,price_per_area,거래금액(만원),거래금액(만원),거래금액(만원),거래금액(만원),price_per_area,price_per_area,price_per_area,price_per_area,거래금액(만원),거래금액(만원),거래금액(만원),거래금액(만원),price_per_area,price_per_area,price_per_area,price_per_area,거래금액(만원),거래금액(만원),거래금액(만원),거래금액(만원),price_per_area,price_per_area,price_per_area,price_per_area,거래금액(만원),거래금액(만원),거래금액(만원),거래금액(만원),price_per_area,price_per_area,price_per_area,price_per_area,거래금액(만원),거래금액(만원),거래금액(만원),거래금액(만원),price_per_area,price_per_area,price_per_area,price_per_area
area,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D,A,B,C,D
가락동,51250.953002610964,54434.14503816794,66455.47945205479,67307.14285714286,1270.734612438019,792.9491683924658,550.2033624220498,398.75076875060984,58351.34967320262,58140.188787185354,70918.66666666667,78008.33333333333,1450.355051660036,848.3335409675002,576.390988877795,426.68254387415965,31210.144927536232,61121.76727272727,79045.25139664805,76771.42857142857,825.9160582819978,836.1845973630185,652.2563564163048,437.4364823519237,42588.392857142855,75320.58270676692,92332.0,88425.0,1074.822872887537,1013.1240844724598,749.2715541100831,520.8964331084754,55551.37254901961,86404.31477927063,110902.84210526316,79557.14285714286,1342.2671761810166,1182.5609619710017,905.5038914531032,447.72910925872645,61376.086956521736,110570.69444444444,120082.1052631579,126300.0,1461.2739166717622,1538.4124227700406,985.3492847042927,713.3144665802452,73685.71428571429,157436.5625,188421.05263157896,132928.57142857142,1821.4599377431043,2124.919213332513,1654.744774736616,757.3455823764112
가리봉동,,23145.0,,,,322.3230173565982,,,,25933.333333333332,,,,334.8768540915428,,,,28842.85714285714,,,,374.54424696039194,,,,30966.666666666668,,,,420.6469577561003,,,,33525.0,,,,415.5665147093888,,,,39236.36363636364,,,,553.5965928330722,,,,49250.0,,,,683.212374622767,,
가산동,14278.013157894737,29118.796992481202,40890.625,,985.1971540985578,415.67193591133935,341.8531016463736,,13826.030303030304,31854.45205479452,42290.47619047619,,1053.9870589115571,453.29761074179936,350.05148142709004,,12921.57142857143,35147.97297297297,47238.46153846154,,1045.398946164884,502.5882306676815,366.98599739412106,,12340.0,38813.541666666664,52686.84210526316,,1017.149561619867,569.0883211622141,434.761140251649,,14033.625,42952.97872340425,58531.25,,922.7763600654998,616.8484789541785,512.4813675713401,,11182.434210526315,50959.240506329115,68108.33333333333,,895.6679679373937,744.97068431218,559.4710304082136,,12278.245614035088,62850.0,79500.0,,903.9419688348697,919.921588868229,781.941575686043,
가양동,22455.963302752294,39770.81560283688,52177.083333333336,79504.28571428571,536.9548430224303,535.1652630987446,420.39974135166784,504.38964688043285,27194.90161001789,43734.06649616368,58627.717391304344,72312.5,648.6475424556544,599.1006556054084,471.43935108079086,449.8079363050389,32165.93621399177,52213.05732484077,67588.82978723405,83940.0,778.4013736203068,683.157151575661,544.5637645021172,525.8196335196271,36648.37278106509,59229.30402930403,77403.62318840579,97642.85714285714,888.9218621365034,796.6677319472598,627.8031174312569,614.2610115053074,44739.100346020765,69735.80978260869,86809.80392156863,107500.0,1046.6663419999693,971.7933097827292,701.9662624523506,667.2223524148362,53681.313157894736,78493.51351351352,99389.5890410959,111642.85714285714,1326.402273344401,1056.1358044296583,811.164256981942,679.7129810828441,64674.77876106195,88509.80392156863,124664.28571428571,147250.0,1552.5506451226074,1262.7187295823614,1019.8988427412529,896.4992389649924
갈월동,30000.0,,54000.0,,618.4291898577613,,497.4666052510364,,,53000.0,63000.0,,,631.5538608198284,580.3777061262091,,,67000.0,,,,796.7653704364371,,,,,,,,,,,,78066.66666666667,,,,1050.763886320526,,,,,105000.0,,,,967.2961768770152,,,,,,,,,
갈현동,13175.714285714286,24779.64285714286,39126.75,,329.7225797225797,340.8527596686563,330.4709674759394,,11578.57142857143,27212.347826086956,40539.795918367345,36000.0,658.146048487355,368.95134261141465,341.36773580465456,198.10697776799472,16704.166666666668,27696.418181818182,43677.27272727273,,401.98711146450864,395.2773305087924,358.09219237582005,,12970.322314049587,32921.30434782609,47572.916666666664,50000.0,705.8034491754199,462.5530821130636,408.36222022440666,293.9447383891828,11923.0,34715.78947368421,49602.5,50000.0,762.6529871071472,499.137144680561,408.16064831666125,293.9447383891828,17350.0,42931.99180327869,55514.705882352944,63000.0,793.1593378903365,607.3150194409486,466.7124578151342,370.3703703703704,19566.666666666668,50538.23529411765,61500.0,73750.0,639.6433010618762,730.6722229511398,534.8756305444425,433.56848912404473
강일동,,44622.60162601626,60083.333333333336,,,559.6285688219816,522.829085092268,,,46909.43722943723,62166.666666666664,,,578.9558153868466,540.9569579164995,,,51822.69624573379,65109.09090909091,,,637.0739438810132,566.4358784588909,,,62981.914893617024,79825.0,,,794.0005059081792,694.8203587599684,,,66426.86170212766,84572.72727272728,,,848.3295060755801,736.0431240964891,,,85628.69863013699,108625.0,,,1086.6315110563855,945.0904841007175,,,106642.30769230769,135000.0,,,1312.4380748712542,1175.8557616932324,
개봉동,14216.666666666666,31808.928923988155,43233.91608391608,,296.48823894536645,438.6843793394866,361.32384547701344,,16188.888888888889,34757.795454545456,44822.84768211921,55750.0,337.4118514849579,484.36279577816134,374.8383513919009,368.2055346410409,15833.333333333334,37305.27638190955,47678.030303030304,60850.0,341.8089691212895,514.5202438335062,401.41130526322735,401.8889109041675,22348.933333333334,40930.6345177665,52725.64935064935,,486.4385537114774,572.0030946682961,444.90759364634965,,19576.923076923078,44391.30030959752,58584.375,,427.5268262964949,638.3145892144977,491.50929347547174,,25738.709677419356,52601.993392070486,69309.17721518988,85000.0,559.1541758283017,736.56341488506,575.117722330007,561.3896043854435,29609.090909090908,67269.86607142857,91117.85714285714,,647.0532459061942,945.8021901260024,748.7310327462947,
개포동,61458.29282407407,83330.05357142857,116684.4262295082,139145.83333333334,1599.5216494891954,1354.889708623557,913.7495561354733,817.9115129645198,74233.60890302066,96863.76237623762,129335.41666666667,155711.42857142858,1880.1782462690078,1623.6333484464528,1002.0264689247323,917.8030395237431,90058.34572490706,116431.55961538461,143256.0975609756,175090.9090909091,2240.207680042851,1874.547415524917,1144.5213754039387,1026.4878324368851,112624.82269503546,146952.07373271888,178211.53846153847,215766.66666666666,2744.1987560414827,2320.2666985459973,1373.1735519882948,1264.7745533618943,139900.4672897196,184641.2794117647,216312.5,240461.53846153847,3396.9728414167434,2841.757532075316,1738.918781560264,1390.3466207808929,118946.37681159421,195249.98755186723,223724.1379310345,275388.8888888889,2929.7463183274167,2816.2847166152255,1794.0940650119785,1626.6193570531705,128157.57575757576,209860.20634920636,242902.9411764706,300928.5714285714,3238.2888818576253,2946.556898542339,1978.4142245069652,1740.2785651179533
