사업자 현황 ( 11월/100대 생활업종),,,,,,,
*조회년월,,2019년 11월,,,,,
,,,,,,,
,,,,,,,"(단위 : 인원수, %)"
기술및직업훈련학원,경상남도,의령군, * , * ,, * ,
기술및직업훈련학원,경상남도,진주시, 116 , 110 ,105.45%, 105 ,110.48%
기술및직업훈련학원,경상남도,창녕군, 9 , 9 ,100.00%, 7 ,128.57%
기술및직업훈련학원,경상남도,창원시 마산합포구, 47 , 46 ,102.17%, 46 ,102.17%
기술및직업훈련학원,경상남도,창원시 마산회원구, 68 , 66 ,103.03%, 66 ,103.03%
기술및직업훈련학원,경상남도,창원시 성산구, 78 , 77 ,101.30%, 67 ,116.42%
기술및직업훈련학원,경상남도,창원시 의창구, 80 , 81 ,98.77%, 61 ,131.15%
기술및직업훈련학원,경상남도,창원시 진해구, 40 , 39 ,102.56%, 35 ,114.29%
기술및직업훈련학원,경상남도,통영시, 25 , 25 ,100.00%, 23 ,108.70%
기술및직업훈련학원,경상남도,하동군, 6 , 6 ,100.00%, 9 ,66.67%
기술및직업훈련학원,경상남도,함안군, 8 , 7 ,114.29%, 6 ,133.33%
기술및직업훈련학원,경상남도,함양군, 6 , 6 ,100.00%, * ,
기술및직업훈련학원,경상남도,합천군, 9 , 9 ,100.00%, 8 ,112.50%
기술및직업훈련학원,제주특별자치도,합계, 265 , 250 ,106.00%, 192 ,138.02%
기술및직업훈련학원,제주특별자치도,서귀포시, 67 , 64 ,104.69%, 50 ,134.00%
기술및직업훈련학원,제주특별자치도,제주시, 198 , 186 ,106.45%, 142 ,139.44%
기술사,합계,합계," 1,060 "," 1,051 ",100.86%, 996 ,106.43%
기술사,서울특별시,합계, 296 , 294 ,100.68%, 280 ,105.71%
기술사,서울특별시,종로구, 3 , 3 ,100.00%, * ,
기술사,서울특별시,중구, 3 , 3 ,100.00%, 3 ,100.00%
기술사,서울특별시,용산구, 4 , 4 ,100.00%, 5 ,80.00%
기술사,서울특별시,성동구, 13 , 12 ,108.33%, 8 ,162.50%
기술사,서울특별시,광진구, 9 , 9 ,100.00%, 9 ,100.00%
기술사,서울특별시,동대문구, 8 , 8 ,100.00%, 8 ,100.00%
기술사,서울특별시,중랑구, 10 , 10 ,100.00%, 9 ,111.11%
기술사,서울특별시,성북구, 3 , 4 ,75.00%, 5 ,60.00%
기술사,서울특별시,강북구, 3 , 3 ,100.00%, 3 ,100.00%
기술사,서울특별시,도봉구, 3 , 3 ,100.00%, 5 ,60.00%
기술사,서울특별시,노원구, 6 , 5 ,120.00%, 4 ,150.00%
기술사,서울특별시,은평구, 6 , 6 ,100.00%, 8 ,75.00%
기술사,서울특별시,서대문구, 4 , 4 ,100.00%, 4 ,100.00%
기술사,서울특별시,마포구, 9 , 9 ,100.00%, 6 ,150.00%
기술사,서울특별시,양천구, 5 , 5 ,100.00%, 6 ,83.33%
기술사,서울특별시,강서구, 12 , 12 ,100.00%, 8 ,150.00%
기술사,서울특별시,구로구, 19 , 19 ,100.00%, 22 ,86.36%
기술사,서울특별시,금천구, 26 , 26 ,100.00%, 26 ,100.00%
기술사,서울특별시,영등포구, 15 , 15 ,100.00%, 11 ,136.36%
기술사,서울특별시,동작구, 7 , 7 ,100.00%, 6 ,116.67%
기술사,서울특별시,관악구, 7 , 7 ,100.00%, 5 ,140.00%
기술사,서울특별시,서초구, 42 , 41 ,102.44%, 38 ,110.53%
기술사,서울특별시,강남구, 37 , 37 ,100.00%, 37 ,100.00%
기술사,서울특별시,송파구, 38 , 38 ,100.00%, 39 ,97.44%
기술사,서울특별시,강동구, 4 , 4 ,100.00%, 3 ,133.33%
기술사,인천광역시,합계, 27 , 26 ,103.85%, 25 ,108.00%
기술사,인천광역시,연수구, 3 , 3 ,100.00%, 3 ,100.00%
기술사,인천광역시,남동구, 9 , 8 ,112.50%, 7 ,128.57%
기술사,인천광역시,부평구, 3 , 3 ,100.00%, 3 ,100.00%
기술사,인천광역시,계양구, 4 , 4 ,100.00%, 4 ,100.00%
기술사,인천광역시,서구, 4 , 4 ,100.00%, 4 ,100.00%
기술사,인천광역시,강화군, 3 , 3 ,100.00%, * ,
기술사,인천광역시,미추홀구, * , * ,, * ,
기술사,경기도,합계, 243 , 238 ,102.10%, 223 ,108.97%
기술사,경기도,수원시 장안구, 4 , 4 ,100.00%, 3 ,133.33%
기술사,경기도,수원시 권선구, 9 , 9 ,100.00%, 9 ,100.00%
기술사,경기도,수원시 팔달구, 12 , 12 ,100.00%, 11 ,109.09%
기술사,경기도,수원시 영통구, 11 , 11 ,100.00%, 10 ,110.00%
기술사,경기도,성남시 수정구, 4 , 4 ,100.00%, 5 ,80.00%
기술사,경기도,성남시 중원구, 4 , 4 ,100.00%, 3 ,133.33%
기술사,경기도,성남시 분당구, 19 , 19 ,100.00%, 17 ,111.76%
기술사,경기도,의정부시, 7 , 8 ,87.50%, 8 ,87.50%
기술사,경기도,안양시 만안구, * , * ,, * ,
기술사,경기도,안양시 동안구, 13 , 13 ,100.00%, 11 ,118.18%
기술사,경기도,부천시, 16 , 16 ,100.00%, 15 ,106.67%
기술사,경기도,광명시, 6 , 5 ,120.00%, 5 ,120.00%
기술사,경기도,평택시, 4 , 3 ,133.33%, 4 ,100.00%
기술사,경기도,안산시 상록구, 6 , 7 ,85.71%, 6 ,100.00%
기술사,경기도,안산시 단원구, 6 , 5 ,120.00%, 4 ,150.00%
기술사,경기도,고양시 덕양구, 5 , 5 ,100.00%, 4 ,125.00%
기술사,경기도,고양시 일산동구, 6 , 5 ,120.00%, 6 ,100.00%
기술사,경기도,고양시 일산서구, * , * ,, * ,
기술사,경기도,과천시, 3 , 3 ,100.00%, 4 ,75.00%
기술사,경기도,구리시, * , * ,, * ,
기술사,경기도,남양주시, 11 , 9 ,122.22%, 6 ,183.33%
기술사,경기도,오산시, * , * ,, 3 ,
기술사,경기도,시흥시, 5 , 5 ,100.00%, 7 ,71.43%
기술사,경기도,군포시, 5 , 5 ,100.00%, 6 ,83.33%
기술사,경기도,의왕시, * , * ,, * ,
기술사,경기도,하남시, 12 , 12 ,100.00%, 7 ,171.43%
기술사,경기도,용인시 처인구, 6 , 6 ,100.00%, 6 ,100.00%
기술사,경기도,용인시 기흥구, 11 , 11 ,100.00%, 11 ,100.00%
기술사,경기도,용인시 수지구, 6 , 6 ,100.00%, 5 ,120.00%
기술사,경기도,파주시, 4 , 4 ,100.00%, 3 ,133.33%
기술사,경기도,이천시, * , * ,,,
기술사,경기도,안성시, 6 , 6 ,100.00%, 6 ,100.00%
기술사,경기도,김포시, 4 , 4 ,100.00%, 5 ,80.00%
기술사,경기도,화성시, 13 , 13 ,100.00%, 11 ,118.18%
기술사,경기도,광주시, 3 , 3 ,100.00%, * ,
기술사,경기도,양주시, 3 , 3 ,100.00%, 3 ,100.00%
기술사,경기도,포천시, 4 , 3 ,133.33%, 4 ,100.00%
기술사,경기도,여주시, * , * ,, * ,
기술사,경기도,가평군, * , * ,, * ,
기술사,경기도,양평군, * , * ,, 3 ,
기술사,강원도,합계, 38 , 38 ,100.00%, 32 ,118.75%
기술사,강원도,춘천시, 4 , 4 ,100.00%, 4 ,100.00%
기술사,강원도,원주시, 13 , 13 ,100.00%, 9 ,144.44%
기술사,강원도,강릉시, 5 , 5 ,100.00%, 4 ,125.00%
기술사,강원도,태백시, * , * ,, * ,
기술사,강원도,삼척시, 3 , * ,, 3 ,100.00%
기술사,강원도,홍천군, * , * ,, * ,
기술사,강원도,횡성군, 5 , 5 ,100.00%, 4 ,125.00%
기술사,강원도,평창군, * , * ,, * ,
기술사,강원도,정선군, * , * ,, * ,
기술사,강원도,화천군, * , * ,, * ,
기술사,강원도,양구군, * , * ,, * ,
기술사,강원도,인제군, * , * ,, * ,
기술사,강원도,고성군,, * ,,,
기술사,대전광역시,합계, 26 , 26 ,100.00%, 25 ,104.00%
기술사,대전광역시,중구, 4 , 4 ,100.00%, 5 ,80.00%
기술사,대전광역시,동구, * , * ,,,
기술사,대전광역시,서구, 6 , 6 ,100.00%, 5 ,120.00%
기술사,대전광역시,대덕구,, * ,, * ,
기술사,대전광역시,유성구, 15 , 14 ,107.14%, 13 ,115.38%
기술사,충청북도,합계, 36 , 36 ,100.00%, 34 ,105.88%
기술사,충청북도,괴산군, * , * ,, * ,
기술사,충청북도,단양군, * , * ,, * ,
기술사,충청북도,보은군, * , * ,,,
기술사,충청북도,영동군, * , * ,, * ,
기술사,충청북도,옥천군, 3 , 3 ,100.00%, * ,
기술사,충청북도,음성군, * , * ,, 3 ,
기술사,충청북도,제천시, 4 , 4 ,100.00%, 4 ,100.00%
기술사,충청북도,진천군, * , * ,, * ,
기술사,충청북도,청주시 상당구, 3 , 3 ,100.00%, 4 ,75.00%
기술사,충청북도,청주시 서원구, 6 , 7 ,85.71%, 5 ,120.00%
기술사,충청북도,청주시 청원구, 4 , 4 ,100.00%, 3 ,133.33%
기술사,충청북도,청주시 흥덕구, 4 , 3 ,133.33%, * ,
기술사,충청북도,충주시, 4 , 4 ,100.00%, 6 ,66.67%
기술사,충청남도,합계, 29 , 29 ,100.00%, 26 ,111.54%
기술사,충청남도,공주시, * , * ,, * ,
기술사,충청남도,금산군, * , * ,, * ,
기술사,충청남도,논산시, * , * ,, * ,
기술사,충청남도,당진시, * , * ,, * ,
기술사,충청남도,보령시, * , * ,, * ,
기술사,충청남도,부여군, * , * ,,,
기술사,충청남도,서산시, * , * ,, * ,
기술사,충청남도,서천군,,,, * ,
기술사,충청남도,아산시, 5 , 5 ,100.00%, 4 ,125.00%
기술사,충청남도,예산군, * , * ,,,
기술사,충청남도,천안시 동남구, 6 , 6 ,100.00%, 5 ,120.00%
기술사,충청남도,천안시 서북구, 7 , 7 ,100.00%, 6 ,116.67%
기술사,충청남도,태안군, * , * ,, * ,
기술사,세종특별자치시,합계, 3 , 3 ,100.00%, 3 ,100.00%
기술사,세종특별자치시,세종시, 3 , 3 ,100.00%, 3 ,100.00%
기술사,광주광역시,합계, 35 , 35 ,100.00%, 36 ,97.22%
기술사,광주광역시,동구, 4 , 4 ,100.00%,3,133.33%
기술사,광주광역시,남구, 3 , 3 ,100.00%, 3 ,100.00%
기술사,광주광역시,서구, 8 , 8 ,100.00%, 9 ,88.89%
기술사,광주광역시,광산구, 8 , 8 ,100.00%, 6 ,133.33%
기술사,광주광역시,북구, 12 , 12 ,100.00%, 15 ,80.00%
기술사,전라북도,합계, 33 , 34 ,97.06%, 32 ,103.13%
기술사,전라북도,군산시, 3 , 3 ,100.00%, 3 ,100.00%
기술사,전라북도,남원시, 4 , 4 ,100.00%, 3 ,133.33%
기술사,전라북도,부안군, * , * ,, * ,
기술사,전라북도,완주군, 3 , 3 ,100.00%, * ,
기술사,전라북도,익산시, 5 , 5 ,100.00%, 5 ,100.00%
기술사,전라북도,임실군, * , * ,, * ,
기술사,전라북도,전주시 덕진구, * , * ,, * ,
기술사,전라북도,전주시 완산구, 10 , 11 ,90.91%, 11 ,90.91%
기술사,전라북도,정읍시, 4 , 4 ,100.00%, 4 ,100.00%
기술사,전라북도,진안군, * , * ,, * ,
기술사,전라남도,합계, 35 , 34 ,102.94%, 37 ,94.59%
기술사,전라남도,강진군, * , * ,,,
기술사,전라남도,곡성군, * , * ,, * ,
기술사,전라남도,광양시, * , * ,, * ,
기술사,전라남도,나주시, 9 , 9 ,100.00%, 9 ,100.00%
기술사,전라남도,담양군, * , * ,, * ,
기술사,전라남도,목포시, * , * ,, 3 ,
기술사,전라남도,무안군, * , * ,, * ,
기술사,전라남도,순천시, 6 , 5 ,120.00%, * ,
기술사,전라남도,신안군, * , * ,, 3 ,
기술사,전라남도,여수시, 4 , 4 ,100.00%, 5 ,80.00%
기술사,전라남도,영광군, * , * ,, * ,
기술사,전라남도,장흥군,,,, * ,
기술사,전라남도,진도군, * , * ,, * ,
기술사,전라남도,해남군, * , * ,, 3 ,
기술사,전라남도,화순군, * , * ,, * ,
기술사,대구광역시,합계, 34 , 33 ,103.03%, 31 ,109.68%
기술사,대구광역시,중구, 3 , 3 ,100.00%, 3 ,100.00%
기술사,대구광역시,동구, 7 , 7 ,100.00%, 6 ,116.67%
기술사,대구광역시,남구, 3 , 3 ,100.00%, 4 ,75.00%
기술사,대구광역시,서구, * , * ,,,
기술사,대구광역시,달서구, 4 , 4 ,100.00%, 6 ,66.67%
기술사,대구광역시,달성군, * , * ,,,
기술사,대구광역시,북구, 5 , 5 ,100.00%, 4 ,125.00%
기술사,대구광역시,수성구, 9 , 9 ,100.00%, 8 ,112.50%
기술사,경상북도,합계, 39 , 39 ,100.00%, 37 ,105.41%
기술사,경상북도,경산시, 3 , 3 ,100.00%, * ,
기술사,경상북도,경주시, 3 , 3 ,100.00%, 3 ,100.00%
기술사,경상북도,구미시, * , * ,, * ,
기술사,경상북도,김천시, 3 , 3 ,100.00%, 3 ,100.00%
기술사,경상북도,문경시, * , * ,, * ,
기술사,경상북도,상주시, * , * ,, * ,
기술사,경상북도,성주군, * , * ,, * ,
기술사,경상북도,안동시, 4 , 4 ,100.00%, 4 ,100.00%
기술사,경상북도,영덕군, * , * ,, * ,
기술사,경상북도,영양군, * , * ,, * ,
기술사,경상북도,영천시, * , * ,, * ,
기술사,경상북도,예천군, * , * ,, * ,
기술사,경상북도,의성군, * , * ,, * ,
기술사,경상북도,청도군, * , * ,, * ,
기술사,경상북도,청송군, * , * ,, * ,
기술사,경상북도,칠곡군, * , * ,, * ,
기술사,경상북도,포항시 남구, 6 , 6 ,100.00%, 6 ,100.00%
기술사,경상북도,포항시 북구, 4 , 4 ,100.00%, 4 ,100.00%
기술사,부산광역시,합계, 65 , 64 ,101.56%, 59 ,110.17%
기술사,부산광역시,강서구, 4 , 4 ,100.00%, * ,
기술사,부산광역시,동구, * , * ,, * ,
기술사,부산광역시,남구, 3 , 3 ,100.00%, 3 ,100.00%
기술사,부산광역시,서구, * , * ,, * ,
기술사,부산광역시,금정구, 8 , 8 ,100.00%, 7 ,114.29%
기술사,부산광역시,기장군, 4 , 4 ,100.00%, 3 ,133.33%
기술사,부산광역시,동래구, 5 , 5 ,100.00%, 7 ,71.43%
기술사,부산광역시,부산진구, 6 , 6 ,100.00%, 7 ,85.71%
기술사,부산광역시,북구, 7 , 7 ,100.00%, 6 ,116.67%
기술사,부산광역시,사상구, 3 , 3 ,100.00%, 3 ,100.00%
기술사,부산광역시,사하구, * , * ,, * ,
기술사,부산광역시,수영구, * , * ,, * ,
기술사,부산광역시,연제구, 6 , 6 ,100.00%, 7 ,85.71%
기술사,부산광역시,영도구, * , * ,, * ,
기술사,부산광역시,해운대구, 12 , 12 ,100.00%, 9 ,133.33%
기술사,울산광역시,합계, 20 , 20 ,100.00%, 19 ,105.26%
기술사,울산광역시,중구, 3 , 3 ,100.00%, 3 ,100.00%
기술사,울산광역시,동구, 6 , 6 ,100.00%, 5 ,120.00%
기술사,울산광역시,남구, 7 , 7 ,100.00%, 5 ,140.00%
기술사,울산광역시,북구, * , * ,, 3 ,
기술사,울산광역시,울주군, * , * ,, 3 ,
기술사,경상남도,합계, 84 , 84 ,100.00%, 81 ,103.70%
기술사,경상남도,거제시, 4 , 4 ,100.00%, 8 ,50.00%
기술사,경상남도,거창군, 3 , 3 ,100.00%, * ,
기술사,경상남도,김해시, 14 , 14 ,100.00%, 14 ,100.00%
기술사,경상남도,남해군, * , * ,, * ,
기술사,경상남도,밀양시, * , * ,, 3 ,
기술사,경상남도,사천시, 4 , 4 ,100.00%, 4 ,100.00%
기술사,경상남도,산청군, 3 , 3 ,100.00%, * ,
기술사,경상남도,양산시, 5 , 5 ,100.00%, 4 ,125.00%
기술사,경상남도,의령군, * , * ,, * ,
기술사,경상남도,진주시, 13 , 13 ,100.00%, 11 ,118.18%
기술사,경상남도,창녕군, * , * ,,,
기술사,경상남도,창원시 마산회원구, * , * ,, * ,
기술사,경상남도,창원시 성산구, 13 , 13 ,100.00%, 11 ,118.18%
기술사,경상남도,창원시 의창구, 4 , 4 ,100.00%, 5 ,80.00%
기술사,경상남도,창원시 진해구, * , * ,, * ,
기술사,경상남도,통영시, 5 , 5 ,100.00%, 5 ,100.00%
기술사,경상남도,하동군, * , * ,, * ,
기술사,경상남도,함안군, * , * ,, * ,
기술사,경상남도,함양군, * , * ,, * ,
기술사,경상남도,합천군, 3 , 3 ,100.00%, 3 ,100.00%
기술사,제주특별자치도,합계, 17 , 18 ,94.44%, 16 ,106.25%
기술사,제주특별자치도,서귀포시, * , * ,, * ,
기술사,제주특별자치도,제주시, 16 , 17 ,94.12%, 14 ,114.29%
기타 일반의원,합계,합계," 3,268 "," 3,262 ",100.18%," 3,149 ",103.78%
기타 일반의원,서울특별시,합계, 894 , 895 ,99.89%, 856 ,104.44%
기타 일반의원,서울특별시,종로구, 30 , 30 ,100.00%, 26 ,115.38%
기타 일반의원,서울특별시,중구, 29 , 29 ,100.00%, 30 ,96.67%
기타 일반의원,서울특별시,용산구, 13 , 13 ,100.00%, 12 ,108.33%
기타 일반의원,서울특별시,성동구, 21 , 21 ,100.00%, 21 ,100.00%
기타 일반의원,서울특별시,광진구, 33 , 33 ,100.00%, 34 ,97.06%
기타 일반의원,서울특별시,동대문구, 26 , 26 ,100.00%, 25 ,104.00%
기타 일반의원,서울특별시,중랑구, 22 , 22 ,100.00%, 19 ,115.79%
기타 일반의원,서울특별시,성북구, 32 , 33 ,96.97%, 31 ,103.23%
기타 일반의원,서울특별시,강북구, 18 , 18 ,100.00%, 17 ,105.88%
기타 일반의원,서울특별시,도봉구, 20 , 20 ,100.00%, 16 ,125.00%
기타 일반의원,서울특별시,노원구, 37 , 37 ,100.00%, 37 ,100.00%
기타 일반의원,서울특별시,은평구, 36 , 36 ,100.00%, 34 ,105.88%
기타 일반의원,서울특별시,서대문구, 22 , 22 ,100.00%, 22 ,100.00%
기타 일반의원,서울특별시,마포구, 35 , 35 ,100.00%, 35 ,100.00%
기타 일반의원,서울특별시,양천구, 38 , 37 ,102.70%, 33 ,115.15%
기타 일반의원,서울특별시,강서구, 42 , 42 ,100.00%, 38 ,110.53%
기타 일반의원,서울특별시,구로구, 24 , 25 ,96.00%, 25 ,96.00%
기타 일반의원,서울특별시,금천구, 10 , 10 ,100.00%, 10 ,100.00%
기타 일반의원,서울특별시,영등포구, 44 , 44 ,100.00%, 45 ,97.78%
기타 일반의원,서울특별시,동작구, 32 , 32 ,100.00%, 32 ,100.00%
기타 일반의원,서울특별시,관악구, 34 , 33 ,103.03%, 29 ,117.24%
기타 일반의원,서울특별시,서초구, 65 , 65 ,100.00%, 63 ,103.17%
기타 일반의원,서울특별시,강남구, 124 , 125 ,99.20%, 121 ,102.48%
기타 일반의원,서울특별시,송파구, 63 , 63 ,100.00%, 59 ,106.78%
기타 일반의원,서울특별시,강동구, 44 , 44 ,100.00%, 42 ,104.76%
기타 일반의원,인천광역시,합계, 145 , 144 ,100.69%, 143 ,101.40%
기타 일반의원,인천광역시,중구, 4 , 4 ,100.00%, * ,
기타 일반의원,인천광역시,동구,,,, * ,
기타 일반의원,인천광역시,연수구, 17 , 16 ,106.25%, 15 ,113.33%
기타 일반의원,인천광역시,남동구, 36 , 36 ,100.00%, 36 ,100.00%
기타 일반의원,인천광역시,부평구, 27 , 27 ,100.00%, 26 ,103.85%
기타 일반의원,인천광역시,계양구, 20 , 20 ,100.00%, 20 ,100.00%
기타 일반의원,인천광역시,서구, 18 , 18 ,100.00%, 17 ,105.88%
기타 일반의원,인천광역시,강화군, * , * ,, * ,
기타 일반의원,인천광역시,옹진군, * , * ,, * ,
기타 일반의원,인천광역시,미추홀구, 19 , 19 ,100.00%, 22 ,86.36%
기타 일반의원,경기도,합계, 652 , 648 ,100.62%, 614 ,106.19%
기타 일반의원,경기도,수원시 장안구, 16 , 16 ,100.00%, 15 ,106.67%
기타 일반의원,경기도,수원시 권선구, 15 , 15 ,100.00%, 14 ,107.14%
기타 일반의원,경기도,수원시 팔달구, 13 , 13 ,100.00%, 14 ,92.86%
기타 일반의원,경기도,수원시 영통구, 21 , 21 ,100.00%, 17 ,123.53%
기타 일반의원,경기도,성남시 수정구, 22 , 21 ,104.76%, 19 ,115.79%
기타 일반의원,경기도,성남시 중원구, 18 , 18 ,100.00%, 18 ,100.00%
기타 일반의원,경기도,성남시 분당구, 47 , 47 ,100.00%, 42 ,111.90%
기타 일반의원,경기도,의정부시, 18 , 18 ,100.00%, 18 ,100.00%
기타 일반의원,경기도,안양시 만안구, 15 , 15 ,100.00%, 15 ,100.00%
기타 일반의원,경기도,안양시 동안구, 30 , 30 ,100.00%, 26 ,115.38%
기타 일반의원,경기도,부천시, 45 , 45 ,100.00%, 44 ,102.27%
기타 일반의원,경기도,광명시, 13 , 12 ,108.33%, 12 ,108.33%
기타 일반의원,경기도,평택시, 26 , 26 ,100.00%, 25 ,104.00%
기타 일반의원,경기도,동두천시, 4 , 4 ,100.00%, 3 ,133.33%
기타 일반의원,경기도,안산시 상록구, 16 , 16 ,100.00%, 16 ,100.00%
기타 일반의원,경기도,안산시 단원구, 12 , 12 ,100.00%, 12 ,100.00%
기타 일반의원,경기도,고양시 덕양구, 25 , 25 ,100.00%, 25 ,100.00%
기타 일반의원,경기도,고양시 일산동구, 12 , 12 ,100.00%, 10 ,120.00%
기타 일반의원,경기도,고양시 일산서구, 10 , 10 ,100.00%, 12 ,83.33%
기타 일반의원,경기도,과천시, * , * ,, * ,
기타 일반의원,경기도,구리시, 11 , 11 ,100.00%, 10 ,110.00%
기타 일반의원,경기도,남양주시, 28 , 28 ,100.00%, 27 ,103.70%
기타 일반의원,경기도,오산시, 8 , 8 ,100.00%, 8 ,100.00%
기타 일반의원,경기도,시흥시, 18 , 18 ,100.00%, 16 ,112.50%
기타 일반의원,경기도,군포시, 13 , 13 ,100.00%, 12 ,108.33%
기타 일반의원,경기도,의왕시, 4 , 4 ,100.00%, 5 ,80.00%
기타 일반의원,경기도,하남시, 12 , 12 ,100.00%, 9 ,133.33%
기타 일반의원,경기도,용인시 처인구, 12 , 12 ,100.00%, 10 ,120.00%
기타 일반의원,경기도,용인시 기흥구, 14 , 14 ,100.00%, 14 ,100.00%
기타 일반의원,경기도,용인시 수지구, 17 , 17 ,100.00%, 18 ,94.44%
기타 일반의원,경기도,파주시, 18 , 18 ,100.00%, 17 ,105.88%
기타 일반의원,경기도,이천시, 7 , 7 ,100.00%, 7 ,100.00%
기타 일반의원,경기도,안성시, 10 , 10 ,100.00%, 10 ,100.00%
기타 일반의원,경기도,김포시, 21 , 20 ,105.00%, 17 ,123.53%
기타 일반의원,경기도,화성시, 30 , 30 ,100.00%, 29 ,103.45%
기타 일반의원,경기도,광주시, 24 , 24 ,100.00%, 22 ,109.09%
기타 일반의원,경기도,양주시, 8 , 8 ,100.00%, 7 ,114.29%
기타 일반의원,경기도,포천시, 4 , 4 ,100.00%, 4 ,100.00%
기타 일반의원,경기도,여주시, * , * ,, 3 ,
기타 일반의원,경기도,가평군, * , * ,, * ,
기타 일반의원,경기도,양평군, 8 , 8 ,100.00%, 8 ,100.00%
기타 일반의원,경기도,연천군, * , * ,, * ,
기타 일반의원,강원도,합계, 66 , 64 ,103.13%, 65 ,101.54%
기타 일반의원,강원도,춘천시, 20 , 20 ,100.00%, 21 ,95.24%
기타 일반의원,강원도,원주시, 18 , 16 ,112.50%, 15 ,120.00%
기타 일반의원,강원도,강릉시, 5 , 5 ,100.00%, 5 ,100.00%
기타 일반의원,강원도,동해시, 7 , 7 ,100.00%, 7 ,100.00%
기타 일반의원,강원도,태백시,,,, * ,
기타 일반의원,강원도,속초시, 7 , 7 ,100.00%, 7 ,100.00%
기타 일반의원,강원도,삼척시, * , * ,, * ,
기타 일반의원,강원도,홍천군, * , * ,, * ,
기타 일반의원,강원도,평창군, 3 , 3 ,100.00%, 3 ,100.00%
기타 일반의원,강원도,철원군, * , * ,, * ,
기타 일반의원,강원도,양구군, * , * ,, * ,
기타 일반의원,대전광역시,합계, 144 , 143 ,100.70%, 135 ,106.67%
기타 일반의원,대전광역시,중구, 23 , 23 ,100.00%, 20 ,115.00%
기타 일반의원,대전광역시,동구, 23 , 23 ,100.00%, 23 ,100.00%
기타 일반의원,대전광역시,서구, 54 , 54 ,100.00%, 50 ,108.00%
기타 일반의원,대전광역시,대덕구, 20 , 19 ,105.26%, 17 ,117.65%
기타 일반의원,대전광역시,유성구, 24 , 24 ,100.00%, 25 ,96.00%
기타 일반의원,충청북도,합계, 94 , 95 ,98.95%, 96 ,97.92%
기타 일반의원,충청북도,괴산군, * , * ,, * ,
기타 일반의원,충청북도,보은군, 3 , 3 ,100.00%, 3 ,100.00%
기타 일반의원,충청북도,영동군, 5 , 6 ,83.33%, 6 ,83.33%
기타 일반의원,충청북도,옥천군, 4 , 4 ,100.00%, 3 ,133.33%
기타 일반의원,충청북도,음성군, 3 , 3 ,100.00%, 4 ,75.00%
기타 일반의원,충청북도,제천시, 3 , 3 ,100.00%, 3 ,100.00%
기타 일반의원,충청북도,증평군, 4 , 4 ,100.00%, 5 ,80.00%
기타 일반의원,충청북도,진천군, 5 , 5 ,100.00%, 5 ,100.00%
기타 일반의원,충청북도,청주시 상당구, 10 , 10 ,100.00%, 12 ,83.33%
기타 일반의원,충청북도,청주시 서원구, 18 , 17 ,105.88%, 17 ,105.88%
기타 일반의원,충청북도,청주시 청원구, 13 , 14 ,92.86%, 13 ,100.00%
기타 일반의원,충청북도,청주시 흥덕구, 16 , 16 ,100.00%, 15 ,106.67%
기타 일반의원,충청북도,충주시, 9 , 9 ,100.00%, 9 ,100.00%
기타 일반의원,충청남도,합계, 103 , 101 ,101.98%, 98 ,105.10%
기타 일반의원,충청남도,계룡시, * , * ,, * ,
기타 일반의원,충청남도,공주시, 4 , 4 ,100.00%, 4 ,100.00%
기타 일반의원,충청남도,금산군, 4 , 4 ,100.00%, 4 ,100.00%
기타 일반의원,충청남도,논산시, 13 , 13 ,100.00%, 12 ,108.33%
기타 일반의원,충청남도,당진시, 6 , 6 ,100.00%, 6 ,100.00%
기타 일반의원,충청남도,보령시, * , * ,, * ,
기타 일반의원,충청남도,부여군, * , * ,, * ,
기타 일반의원,충청남도,서산시, 7 , 7 ,100.00%, 7 ,100.00%
기타 일반의원,충청남도,서천군, 3 , 3 ,100.00%, 3 ,100.00%
기타 일반의원,충청남도,아산시, 11 , 11 ,100.00%, 11 ,100.00%
기타 일반의원,충청남도,예산군, 4 , 4 ,100.00%, 4 ,100.00%
기타 일반의원,충청남도,천안시 동남구, 9 , 9 ,100.00%, 10 ,90.00%
기타 일반의원,충청남도,천안시 서북구, 26 , 25 ,104.00%, 23 ,113.04%
기타 일반의원,충청남도,청양군, 3 , 3 ,100.00%, 3 ,100.00%
기타 일반의원,충청남도,태안군, 4 , 4 ,100.00%, 4 ,100.00%
기타 일반의원,충청남도,홍성군, 4 , 3 ,133.33%, * ,
기타 일반의원,세종특별자치시,합계, 19 , 19 ,100.00%, 18 ,105.56%
기타 일반의원,세종특별자치시,세종시, 19 , 19 ,100.00%, 18 ,105.56%
기타 일반의원,광주광역시,합계, 128 , 127 ,100.79%, 124 ,103.23%
기타 일반의원,광주광역시,동구, 13 , 13 ,100.00%, 13 ,100.00%
기타 일반의원,광주광역시,남구, 19 , 19 ,100.00%, 18 ,105.56%
기타 일반의원,광주광역시,서구, 27 , 26 ,103.85%, 26 ,103.85%
기타 일반의원,광주광역시,광산구, 30 , 30 ,100.00%, 30 ,100.00%
기타 일반의원,광주광역시,북구, 39 , 39 ,100.00%, 37 ,105.41%
기타 일반의원,전라북도,합계, 172 , 172 ,100.00%, 169 ,101.78%
기타 일반의원,전라북도,고창군, 9 , 9 ,100.00%, 8 ,112.50%
기타 일반의원,전라북도,군산시, 20 , 20 ,100.00%, 20 ,100.00%
