사업자 현황 ( 10월/100대 생활업종),,,,,,,
*조회년월,,2019년 10월,,,,,
,,,,,,,
,,,,,,,"(단위 : 인원수, %)"
미용실,충청북도,청주시 상당구, 413 , 413 ,100.00%, 396 ,104.29%
미용실,충청북도,청주시 서원구, 451 , 451 ,100.00%, 441 ,102.27%
미용실,충청북도,청주시 청원구, 388 , 390 ,99.49%, 360 ,107.78%
미용실,충청북도,청주시 흥덕구, 555 , 549 ,101.09%, 518 ,107.14%
미용실,충청북도,충주시, 506 , 504 ,100.40%, 490 ,103.27%
미용실,충청남도,합계," 4,227 "," 4,203 ",100.57%," 4,034 ",104.78%
미용실,충청남도,계룡시, 63 , 63 ,100.00%, 63 ,100.00%
미용실,충청남도,공주시, 209 , 206 ,101.46%, 203 ,102.96%
미용실,충청남도,금산군, 96 , 94 ,102.13%, 87 ,110.34%
미용실,충청남도,논산시, 256 , 256 ,100.00%, 248 ,103.23%
미용실,충청남도,당진시, 345 , 347 ,99.42%, 341 ,101.17%
미용실,충청남도,보령시, 215 , 213 ,100.94%, 202 ,106.44%
미용실,충청남도,부여군, 120 , 118 ,101.69%, 120 ,100.00%
미용실,충청남도,서산시, 386 , 386 ,100.00%, 367 ,105.18%
미용실,충청남도,서천군, 88 , 87 ,101.15%, 83 ,106.02%
미용실,충청남도,아산시, 578 , 578 ,100.00%, 547 ,105.67%
미용실,충청남도,예산군, 154 , 155 ,99.35%, 157 ,98.09%
미용실,충청남도,천안시 동남구, 520 , 511 ,101.76%, 488 ,106.56%
미용실,충청남도,천안시 서북구, 787 , 780 ,100.90%, 725 ,108.55%
미용실,충청남도,청양군, 48 , 47 ,102.13%, 51 ,94.12%
미용실,충청남도,태안군, 129 , 130 ,99.23%, 125 ,103.20%
미용실,충청남도,홍성군, 233 , 232 ,100.43%, 227 ,102.64%
미용실,세종특별자치시,합계, 398 , 394 ,101.02%, 345 ,115.36%
미용실,세종특별자치시,세종시, 398 , 394 ,101.02%, 345 ,115.36%
미용실,광주광역시,합계," 3,229 "," 3,228 ",100.03%," 3,098 ",104.23%
미용실,광주광역시,동구, 284 , 286 ,99.30%, 272 ,104.41%
미용실,광주광역시,남구, 431 , 431 ,100.00%, 418 ,103.11%
미용실,광주광역시,서구, 687 , 689 ,99.71%, 654 ,105.05%
미용실,광주광역시,광산구, 823 , 823 ,100.00%, 792 ,103.91%
미용실,광주광역시,북구," 1,004 ", 999 ,100.50%, 962 ,104.37%
미용실,전라북도,합계," 3,865 "," 3,849 ",100.42%," 3,694 ",104.63%
미용실,전라북도,고창군, 97 , 96 ,101.04%, 83 ,116.87%
미용실,전라북도,군산시, 606 , 602 ,100.66%, 593 ,102.19%
미용실,전라북도,김제시, 108 , 108 ,100.00%, 105 ,102.86%
미용실,전라북도,남원시, 164 , 163 ,100.61%, 161 ,101.86%
미용실,전라북도,무주군, 39 , 39 ,100.00%, 37 ,105.41%
미용실,전라북도,부안군, 96 , 96 ,100.00%, 91 ,105.49%
미용실,전라북도,순창군, 43 , 43 ,100.00%, 42 ,102.38%
미용실,전라북도,완주군, 121 , 119 ,101.68%, 113 ,107.08%
미용실,전라북도,익산시, 649 , 644 ,100.78%, 631 ,102.85%
미용실,전라북도,임실군, 38 , 38 ,100.00%, 35 ,108.57%
미용실,전라북도,장수군, 30 , 30 ,100.00%, 30 ,100.00%
미용실,전라북도,전주시 덕진구, 698 , 693 ,100.72%, 643 ,108.55%
미용실,전라북도,전주시 완산구, 875 , 878 ,99.66%, 838 ,104.42%
미용실,전라북도,정읍시, 271 , 270 ,100.37%, 264 ,102.65%
미용실,전라북도,진안군, 30 , 30 ,100.00%, 28 ,107.14%
미용실,전라남도,합계," 3,510 "," 3,493 ",100.49%," 3,363 ",104.37%
미용실,전라남도,강진군, 59 , 59 ,100.00%, 51 ,115.69%
미용실,전라남도,고흥군, 84 , 83 ,101.20%, 83 ,101.20%
미용실,전라남도,곡성군, 28 , 28 ,100.00%, 26 ,107.69%
미용실,전라남도,광양시, 287 , 287 ,100.00%, 283 ,101.41%
미용실,전라남도,구례군, 36 , 36 ,100.00%, 34 ,105.88%
미용실,전라남도,나주시, 179 , 178 ,100.56%, 166 ,107.83%
미용실,전라남도,담양군, 49 , 48 ,102.08%, 45 ,108.89%
미용실,전라남도,목포시, 607 , 603 ,100.66%, 585 ,103.76%
미용실,전라남도,무안군, 143 , 144 ,99.31%, 136 ,105.15%
미용실,전라남도,보성군, 62 , 62 ,100.00%, 58 ,106.90%
미용실,전라남도,순천시, 592 , 591 ,100.17%, 564 ,104.96%
미용실,전라남도,신안군, 23 , 23 ,100.00%, 20 ,115.00%
미용실,전라남도,여수시, 674 , 669 ,100.75%, 661 ,101.97%
미용실,전라남도,영광군, 96 , 95 ,101.05%, 86 ,111.63%
미용실,전라남도,영암군, 92 , 91 ,101.10%, 81 ,113.58%
미용실,전라남도,완도군, 79 , 78 ,101.28%, 83 ,95.18%
미용실,전라남도,장성군, 62 , 60 ,103.33%, 59 ,105.08%
미용실,전라남도,장흥군, 57 , 57 ,100.00%, 57 ,100.00%
미용실,전라남도,진도군, 47 , 47 ,100.00%, 41 ,114.63%
미용실,전라남도,함평군, 38 , 38 ,100.00%, 37 ,102.70%
미용실,전라남도,해남군, 113 , 113 ,100.00%, 106 ,106.60%
미용실,전라남도,화순군, 103 , 103 ,100.00%, 101 ,101.98%
미용실,대구광역시,합계," 5,414 "," 5,387 ",100.50%," 5,210 ",103.92%
미용실,대구광역시,중구, 325 , 330 ,98.48%, 319 ,101.88%
미용실,대구광역시,동구, 709 , 701 ,101.14%, 664 ,106.78%
미용실,대구광역시,남구, 404 , 401 ,100.75%, 388 ,104.12%
미용실,대구광역시,서구, 441 , 439 ,100.46%, 442 ,99.77%
미용실,대구광역시,달서구," 1,237 "," 1,235 ",100.16%," 1,190 ",103.95%
미용실,대구광역시,달성군, 411 , 410 ,100.24%, 376 ,109.31%
미용실,대구광역시,북구, 924 , 913 ,101.20%, 895 ,103.24%
미용실,대구광역시,수성구, 963 , 958 ,100.52%, 936 ,102.88%
미용실,경상북도,합계," 5,844 "," 5,818 ",100.45%," 5,655 ",103.34%
미용실,경상북도,경산시, 561 , 555 ,101.08%, 525 ,106.86%
미용실,경상북도,경주시, 547 , 545 ,100.37%, 527 ,103.80%
미용실,경상북도,고령군, 40 , 40 ,100.00%, 35 ,114.29%
미용실,경상북도,구미시," 1,077 "," 1,076 ",100.09%," 1,061 ",101.51%
미용실,경상북도,군위군, 24 , 24 ,100.00%, 26 ,92.31%
미용실,경상북도,김천시, 312 , 314 ,99.36%, 306 ,101.96%
미용실,경상북도,문경시, 177 , 177 ,100.00%, 176 ,100.57%
미용실,경상북도,봉화군, 51 , 51 ,100.00%, 48 ,106.25%
미용실,경상북도,상주시, 193 , 192 ,100.52%, 197 ,97.97%
미용실,경상북도,성주군, 54 , 54 ,100.00%, 53 ,101.89%
미용실,경상북도,안동시, 373 , 371 ,100.54%, 363 ,102.75%
미용실,경상북도,영덕군, 80 , 79 ,101.27%, 73 ,109.59%
미용실,경상북도,영양군, 19 , 19 ,100.00%, 20 ,95.00%
미용실,경상북도,영주시, 314 , 315 ,99.68%, 302 ,103.97%
미용실,경상북도,영천시, 192 , 189 ,101.59%, 186 ,103.23%
미용실,경상북도,예천군, 66 , 66 ,100.00%, 67 ,98.51%
미용실,경상북도,울릉군, 12 , 12 ,100.00%, 12 ,100.00%
미용실,경상북도,울진군, 99 , 98 ,101.02%, 94 ,105.32%
미용실,경상북도,의성군, 89 , 87 ,102.30%, 88 ,101.14%
미용실,경상북도,청도군, 46 , 45 ,102.22%, 38 ,121.05%
미용실,경상북도,청송군, 41 , 41 ,100.00%, 40 ,102.50%
미용실,경상북도,칠곡군, 260 , 258 ,100.78%, 256 ,101.56%
미용실,경상북도,포항시 남구, 566 , 563 ,100.53%, 546 ,103.66%
미용실,경상북도,포항시 북구, 651 , 647 ,100.62%, 616 ,105.68%
미용실,부산광역시,합계," 7,439 "," 7,431 ",100.11%," 7,260 ",102.47%
미용실,부산광역시,중구, 205 , 203 ,100.99%, 198 ,103.54%
미용실,부산광역시,강서구, 158 , 156 ,101.28%, 137 ,115.33%
미용실,부산광역시,동구, 199 , 198 ,100.51%, 195 ,102.05%
미용실,부산광역시,남구, 581 , 583 ,99.66%, 562 ,103.38%
미용실,부산광역시,서구, 256 , 257 ,99.61%, 256 ,100.00%
미용실,부산광역시,금정구, 556 , 558 ,99.64%, 552 ,100.72%
미용실,부산광역시,기장군, 295 , 294 ,100.34%, 279 ,105.73%
미용실,부산광역시,동래구, 637 , 638 ,99.84%, 629 ,101.27%
미용실,부산광역시,부산진구, 864 , 862 ,100.23%, 831 ,103.97%
미용실,부산광역시,북구, 547 , 547 ,100.00%, 540 ,101.30%
미용실,부산광역시,사상구, 407 , 408 ,99.75%, 396 ,102.78%
미용실,부산광역시,사하구, 711 , 709 ,100.28%, 700 ,101.57%
미용실,부산광역시,수영구, 479 , 479 ,100.00%, 478 ,100.21%
미용실,부산광역시,연제구, 491 , 489 ,100.41%, 477 ,102.94%
미용실,부산광역시,영도구, 264 , 264 ,100.00%, 266 ,99.25%
미용실,부산광역시,해운대구, 789 , 786 ,100.38%, 764 ,103.27%
미용실,울산광역시,합계," 2,596 "," 2,581 ",100.58%," 2,530 ",102.61%
미용실,울산광역시,중구, 583 , 579 ,100.69%, 580 ,100.52%
미용실,울산광역시,동구, 367 , 366 ,100.27%, 359 ,102.23%
미용실,울산광역시,남구, 912 , 903 ,101.00%, 895 ,101.90%
미용실,울산광역시,북구, 354 , 355 ,99.72%, 331 ,106.95%
미용실,울산광역시,울주군, 380 , 378 ,100.53%, 365 ,104.11%
미용실,경상남도,합계," 6,974 "," 6,956 ",100.26%," 6,703 ",104.04%
미용실,경상남도,고성군, 77 , 76 ,101.32%, 72 ,106.94%
미용실,경상남도,거제시, 504 , 508 ,99.21%, 489 ,103.07%
미용실,경상남도,거창군, 130 , 130 ,100.00%, 123 ,105.69%
미용실,경상남도,김해시," 1,147 "," 1,143 ",100.35%," 1,092 ",105.04%
미용실,경상남도,남해군, 77 , 77 ,100.00%, 79 ,97.47%
미용실,경상남도,밀양시, 226 , 224 ,100.89%, 226 ,100.00%
미용실,경상남도,사천시, 268 , 266 ,100.75%, 256 ,104.69%
미용실,경상남도,산청군, 31 , 31 ,100.00%, 31 ,100.00%
미용실,경상남도,양산시, 721 , 722 ,99.86%, 682 ,105.72%
미용실,경상남도,의령군, 25 , 25 ,100.00%, 26 ,96.15%
미용실,경상남도,진주시, 798 , 797 ,100.13%, 764 ,104.45%
미용실,경상남도,창녕군, 109 , 110 ,99.09%, 105 ,103.81%
미용실,경상남도,창원시 마산합포구, 433 , 430 ,100.70%, 416 ,104.09%
미용실,경상남도,창원시 마산회원구, 455 , 457 ,99.56%, 445 ,102.25%
미용실,경상남도,창원시 성산구, 491 , 489 ,100.41%, 467 ,105.14%
미용실,경상남도,창원시 의창구, 548 , 543 ,100.92%, 537 ,102.05%
미용실,경상남도,창원시 진해구, 380 , 378 ,100.53%, 359 ,105.85%
미용실,경상남도,통영시, 299 , 297 ,100.67%, 287 ,104.18%
미용실,경상남도,하동군, 64 , 62 ,103.23%, 61 ,104.92%
미용실,경상남도,함안군, 90 , 89 ,101.12%, 85 ,105.88%
미용실,경상남도,함양군, 43 , 44 ,97.73%, 44 ,97.73%
미용실,경상남도,합천군, 58 , 58 ,100.00%, 57 ,101.75%
미용실,제주특별자치도,합계," 1,363 "," 1,358 ",100.37%," 1,315 ",103.65%
미용실,제주특별자치도,서귀포시, 326 , 325 ,100.31%, 306 ,106.54%
미용실,제주특별자치도,제주시," 1,037 "," 1,033 ",100.39%," 1,009 ",102.78%
법무사,합계,합계," 6,475 "," 6,476 ",99.98%," 6,376 ",101.55%
법무사,서울특별시,합계," 1,939 "," 1,940 ",99.95%," 1,923 ",100.83%
법무사,서울특별시,종로구, 40 , 38 ,105.26%, 37 ,108.11%
법무사,서울특별시,중구, 224 , 225 ,99.56%, 224 ,100.00%
법무사,서울특별시,용산구, 9 , 9 ,100.00%, 8 ,112.50%
법무사,서울특별시,성동구, 27 , 27 ,100.00%, 30 ,90.00%
법무사,서울특별시,광진구, 48 , 48 ,100.00%, 47 ,102.13%
법무사,서울특별시,동대문구, 19 , 20 ,95.00%, 18 ,105.56%
법무사,서울특별시,중랑구, 16 , 17 ,94.12%, 17 ,94.12%
법무사,서울특별시,성북구, 17 , 17 ,100.00%, 17 ,100.00%
법무사,서울특별시,강북구, 19 , 19 ,100.00%, 20 ,95.00%
법무사,서울특별시,도봉구, 62 , 62 ,100.00%, 62 ,100.00%
법무사,서울특별시,노원구, 42 , 42 ,100.00%, 46 ,91.30%
법무사,서울특별시,은평구, 35 , 35 ,100.00%, 35 ,100.00%
법무사,서울특별시,서대문구, 8 , 8 ,100.00%, 8 ,100.00%
법무사,서울특별시,마포구, 75 , 76 ,98.68%, 70 ,107.14%
법무사,서울특별시,양천구, 108 , 108 ,100.00%, 111 ,97.30%
법무사,서울특별시,강서구, 53 , 52 ,101.92%, 46 ,115.22%
법무사,서울특별시,구로구, 45 , 44 ,102.27%, 46 ,97.83%
법무사,서울특별시,금천구, 33 , 33 ,100.00%, 33 ,100.00%
법무사,서울특별시,영등포구, 68 , 68 ,100.00%, 67 ,101.49%
법무사,서울특별시,동작구, 27 , 27 ,100.00%, 29 ,93.10%
법무사,서울특별시,관악구, 47 , 46 ,102.17%, 45 ,104.44%
법무사,서울특별시,서초구, 602 , 601 ,100.17%, 611 ,98.53%
법무사,서울특별시,강남구, 174 , 175 ,99.43%, 161 ,108.07%
법무사,서울특별시,송파구, 103 , 104 ,99.04%, 99 ,104.04%
법무사,서울특별시,강동구, 38 , 39 ,97.44%, 36 ,105.56%
법무사,인천광역시,합계, 280 , 280 ,100.00%, 280 ,100.00%
법무사,인천광역시,중구, 4 , 4 ,100.00%, 6 ,66.67%
법무사,인천광역시,동구, * , * ,, * ,
법무사,인천광역시,연수구, 6 , 6 ,100.00%, 5 ,120.00%
법무사,인천광역시,남동구, 39 , 39 ,100.00%, 37 ,105.41%
법무사,인천광역시,부평구, 33 , 33 ,100.00%, 37 ,89.19%
법무사,인천광역시,계양구, 22 , 22 ,100.00%, 23 ,95.65%
법무사,인천광역시,서구, 24 , 24 ,100.00%, 23 ,104.35%
법무사,인천광역시,강화군, 7 , 7 ,100.00%, 7 ,100.00%
법무사,인천광역시,미추홀구, 143 , 143 ,100.00%, 140 ,102.14%
법무사,경기도,합계," 1,222 "," 1,218 ",100.33%," 1,194 ",102.35%
법무사,경기도,수원시 장안구, 6 , 6 ,100.00%, 6 ,100.00%
법무사,경기도,수원시 권선구, 16 , 17 ,94.12%, 17 ,94.12%
법무사,경기도,수원시 팔달구, 21 , 21 ,100.00%, 22 ,95.45%
법무사,경기도,수원시 영통구, 111 , 111 ,100.00%, 106 ,104.72%
법무사,경기도,성남시 수정구, 22 , 22 ,100.00%, 21 ,104.76%
법무사,경기도,성남시 중원구, 28 , 28 ,100.00%, 30 ,93.33%
법무사,경기도,성남시 분당구, 49 , 49 ,100.00%, 47 ,104.26%
법무사,경기도,의정부시, 60 , 60 ,100.00%, 60 ,100.00%
법무사,경기도,안양시 만안구, 12 , 12 ,100.00%, 14 ,85.71%
법무사,경기도,안양시 동안구, 64 , 63 ,101.59%, 57 ,112.28%
법무사,경기도,부천시, 118 , 118 ,100.00%, 117 ,100.85%
법무사,경기도,광명시, 19 , 19 ,100.00%, 18 ,105.56%
법무사,경기도,평택시, 68 , 66 ,103.03%, 65 ,104.62%
법무사,경기도,동두천시, 4 , 4 ,100.00%, 4 ,100.00%
법무사,경기도,안산시 상록구, 3 , 3 ,100.00%, 3 ,100.00%
법무사,경기도,안산시 단원구, 92 , 92 ,100.00%, 96 ,95.83%
법무사,경기도,고양시 덕양구, 20 , 20 ,100.00%, 19 ,105.26%
법무사,경기도,고양시 일산동구, 58 , 56 ,103.57%, 56 ,103.57%
법무사,경기도,고양시 일산서구, 11 , 11 ,100.00%, 11 ,100.00%
법무사,경기도,과천시, 7 , 7 ,100.00%, 7 ,100.00%
법무사,경기도,구리시, 19 , 19 ,100.00%, 21 ,90.48%
법무사,경기도,남양주시, 46 , 46 ,100.00%, 44 ,104.55%
법무사,경기도,오산시, 17 , 17 ,100.00%, 16 ,106.25%
법무사,경기도,시흥시, 28 , 28 ,100.00%, 27 ,103.70%
법무사,경기도,군포시, 18 , 18 ,100.00%, 18 ,100.00%
법무사,경기도,의왕시, 3 , 3 ,100.00%, 4 ,75.00%
법무사,경기도,하남시, 11 , 11 ,100.00%, 10 ,110.00%
법무사,경기도,용인시 처인구, 25 , 25 ,100.00%, 23 ,108.70%
법무사,경기도,용인시 기흥구, 18 , 18 ,100.00%, 16 ,112.50%
법무사,경기도,용인시 수지구, 20 , 20 ,100.00%, 18 ,111.11%
법무사,경기도,파주시, 29 , 29 ,100.00%, 28 ,103.57%
법무사,경기도,이천시, 27 , 27 ,100.00%, 25 ,108.00%
법무사,경기도,안성시, 15 , 15 ,100.00%, 14 ,107.14%
법무사,경기도,김포시, 27 , 27 ,100.00%, 27 ,100.00%
법무사,경기도,화성시, 41 , 41 ,100.00%, 40 ,102.50%
법무사,경기도,광주시, 23 , 22 ,104.55%, 22 ,104.55%
법무사,경기도,양주시, 7 , 7 ,100.00%, 7 ,100.00%
법무사,경기도,포천시, 12 , 13 ,92.31%, 13 ,92.31%
법무사,경기도,여주시, 20 , 20 ,100.00%, 20 ,100.00%
법무사,경기도,가평군, 10 , 10 ,100.00%, 10 ,100.00%
법무사,경기도,양평군, 12 , 12 ,100.00%, 11 ,109.09%
법무사,경기도,연천군, 5 , 5 ,100.00%, 4 ,125.00%
법무사,강원도,합계, 188 , 188 ,100.00%, 189 ,99.47%
법무사,강원도,춘천시, 39 , 39 ,100.00%, 39 ,100.00%
법무사,강원도,원주시, 40 , 40 ,100.00%, 38 ,105.26%
법무사,강원도,강릉시, 24 , 24 ,100.00%, 25 ,96.00%
법무사,강원도,동해시, 7 , 7 ,100.00%, 7 ,100.00%
법무사,강원도,태백시, 3 , 3 ,100.00%, 3 ,100.00%
법무사,강원도,속초시, 10 , 10 ,100.00%, 10 ,100.00%
법무사,강원도,삼척시, 5 , 5 ,100.00%, 5 ,100.00%
법무사,강원도,홍천군, 10 , 10 ,100.00%, 10 ,100.00%
법무사,강원도,횡성군, 6 , 6 ,100.00%, 8 ,75.00%
법무사,강원도,영월군, 8 , 8 ,100.00%, 8 ,100.00%
법무사,강원도,평창군, 9 , 9 ,100.00%, 9 ,100.00%
법무사,강원도,정선군, 4 , 4 ,100.00%, 4 ,100.00%
법무사,강원도,철원군, 5 , 5 ,100.00%, 5 ,100.00%
법무사,강원도,화천군, * , * ,, * ,
법무사,강원도,양구군, 4 , 4 ,100.00%, 4 ,100.00%
법무사,강원도,인제군, 4 , 4 ,100.00%, 4 ,100.00%
법무사,강원도,고성군, 4 , 4 ,100.00%, 4 ,100.00%
법무사,강원도,양양군, 4 , 4 ,100.00%, 4 ,100.00%
법무사,대전광역시,합계, 167 , 169 ,98.82%, 153 ,109.15%
법무사,대전광역시,중구, 9 , 9 ,100.00%, 12 ,75.00%
법무사,대전광역시,동구, 3 , 3 ,100.00%, * ,
법무사,대전광역시,서구, 139 , 141 ,98.58%, 127 ,109.45%
법무사,대전광역시,대덕구, 6 , 6 ,100.00%, 5 ,120.00%
법무사,대전광역시,유성구, 10 , 10 ,100.00%, 7 ,142.86%
법무사,충청북도,합계, 170 , 170 ,100.00%, 165 ,103.03%
법무사,충청북도,괴산군, 5 , 5 ,100.00%, 5 ,100.00%
법무사,충청북도,단양군, 4 , 4 ,100.00%, 4 ,100.00%
법무사,충청북도,보은군, 4 , 4 ,100.00%, 4 ,100.00%
법무사,충청북도,영동군, 6 , 6 ,100.00%, 5 ,120.00%
법무사,충청북도,옥천군, 6 , 6 ,100.00%, 6 ,100.00%
법무사,충청북도,음성군, 13 , 13 ,100.00%, 13 ,100.00%
법무사,충청북도,제천시, 12 , 12 ,100.00%, 12 ,100.00%
법무사,충청북도,증평군, 4 , 4 ,100.00%, 4 ,100.00%
법무사,충청북도,진천군, 8 , 8 ,100.00%, 8 ,100.00%
법무사,충청북도,청주시 상당구, 9 , 9 ,100.00%, 9 ,100.00%
법무사,충청북도,청주시 서원구, 66 , 66 ,100.00%, 63 ,104.76%
법무사,충청북도,청주시 청원구, 4 , 4 ,100.00%, 4 ,100.00%
법무사,충청북도,청주시 흥덕구, 5 , 5 ,100.00%, 5 ,100.00%
법무사,충청북도,충주시, 24 , 24 ,100.00%, 23 ,104.35%
법무사,충청남도,합계, 217 , 216 ,100.46%, 211 ,102.84%
법무사,충청남도,계룡시, * , * ,, * ,
법무사,충청남도,공주시, 12 , 12 ,100.00%, 13 ,92.31%
법무사,충청남도,금산군, 7 , 6 ,116.67%, 6 ,116.67%
법무사,충청남도,논산시, 10 , 10 ,100.00%, 10 ,100.00%
법무사,충청남도,당진시, 22 , 22 ,100.00%, 22 ,100.00%
법무사,충청남도,보령시, 13 , 13 ,100.00%, 13 ,100.00%
법무사,충청남도,부여군, 7 , 7 ,100.00%, 7 ,100.00%
법무사,충청남도,서산시, 22 , 22 ,100.00%, 24 ,91.67%
법무사,충청남도,서천군, 5 , 5 ,100.00%, 5 ,100.00%
법무사,충청남도,아산시, 13 , 13 ,100.00%, 13 ,100.00%
법무사,충청남도,예산군, 11 , 11 ,100.00%, 10 ,110.00%
법무사,충청남도,천안시 동남구, 61 , 61 ,100.00%, 55 ,110.91%
법무사,충청남도,천안시 서북구, 11 , 11 ,100.00%, 11 ,100.00%
법무사,충청남도,청양군, 3 , 3 ,100.00%, * ,
법무사,충청남도,태안군, 7 , 7 ,100.00%, 7 ,100.00%
법무사,충청남도,홍성군, 11 , 11 ,100.00%, 11 ,100.00%
법무사,세종특별자치시,합계, 22 , 22 ,100.00%, 21 ,104.76%
법무사,세종특별자치시,세종시, 22 , 22 ,100.00%, 21 ,104.76%
법무사,광주광역시,합계, 221 , 220 ,100.45%, 216 ,102.31%
법무사,광주광역시,동구, 139 , 139 ,100.00%, 137 ,101.46%
법무사,광주광역시,남구, * , * ,, * ,
법무사,광주광역시,서구, 60 , 60 ,100.00%, 57 ,105.26%
법무사,광주광역시,광산구, 6 , 6 ,100.00%, 7 ,85.71%
법무사,광주광역시,북구, 14 , 13 ,107.69%, 13 ,107.69%
법무사,전라북도,합계, 234 , 232 ,100.86%, 229 ,102.18%
법무사,전라북도,고창군, 5 , 5 ,100.00%, 6 ,83.33%
법무사,전라북도,군산시, 30 , 30 ,100.00%, 31 ,96.77%
법무사,전라북도,김제시, 8 , 8 ,100.00%, 7 ,114.29%
법무사,전라북도,남원시, 15 , 15 ,100.00%, 14 ,107.14%
법무사,전라북도,무주군, 4 , 4 ,100.00%, 4 ,100.00%
법무사,전라북도,부안군, 9 , 9 ,100.00%, 9 ,100.00%
법무사,전라북도,순창군, 4 , 4 ,100.00%, 4 ,100.00%
법무사,전라북도,완주군, * , * ,, * ,
법무사,전라북도,익산시, 25 , 25 ,100.00%, 24 ,104.17%
법무사,전라북도,임실군, 3 , 3 ,100.00%, 3 ,100.00%
법무사,전라북도,장수군, 3 , 3 ,100.00%, 3 ,100.00%
법무사,전라북도,전주시 덕진구, 76 , 74 ,102.70%, 73 ,104.11%
법무사,전라북도,전주시 완산구, 34 , 34 ,100.00%, 35 ,97.14%
법무사,전라북도,정읍시, 13 , 13 ,100.00%, 12 ,108.33%
법무사,전라북도,진안군, 4 , 4 ,100.00%, 3 ,133.33%
법무사,전라남도,합계, 212 , 214 ,99.07%, 204 ,103.92%
법무사,전라남도,강진군, 5 , 5 ,100.00%, 5 ,100.00%
법무사,전라남도,고흥군, 8 , 8 ,100.00%, 8 ,100.00%
법무사,전라남도,곡성군, 3 , 3 ,100.00%, 3 ,100.00%
법무사,전라남도,광양시, 16 , 16 ,100.00%, 16 ,100.00%
법무사,전라남도,구례군, 4 , 4 ,100.00%, 4 ,100.00%
법무사,전라남도,나주시, 12 , 12 ,100.00%, 12 ,100.00%
법무사,전라남도,담양군, 5 , 5 ,100.00%, 4 ,125.00%
법무사,전라남도,목포시, 32 , 32 ,100.00%, 31 ,103.23%
법무사,전라남도,무안군, 4 , 5 ,80.00%, 5 ,80.00%
법무사,전라남도,보성군, 5 , 5 ,100.00%, 5 ,100.00%
법무사,전라남도,순천시, 36 , 36 ,100.00%, 34 ,105.88%
법무사,전라남도,여수시, 20 , 20 ,100.00%, 17 ,117.65%
법무사,전라남도,영광군, 6 , 6 ,100.00%, 6 ,100.00%
법무사,전라남도,영암군, 7 , 7 ,100.00%, 7 ,100.00%
법무사,전라남도,완도군, 5 , 5 ,100.00%, 5 ,100.00%
법무사,전라남도,장성군, 7 , 7 ,100.00%, 7 ,100.00%
법무사,전라남도,장흥군, 8 , 9 ,88.89%, 8 ,100.00%
법무사,전라남도,진도군, 3 , 3 ,100.00%, 3 ,100.00%
법무사,전라남도,함평군, 6 , 6 ,100.00%, 6 ,100.00%
법무사,전라남도,해남군, 12 , 12 ,100.00%, 12 ,100.00%
법무사,전라남도,화순군, 8 , 8 ,100.00%, 6 ,133.33%
법무사,대구광역시,합계, 298 , 299 ,99.67%, 293 ,101.71%
법무사,대구광역시,중구, 5 , 5 ,100.00%, 7 ,71.43%
법무사,대구광역시,동구, 16 , 16 ,100.00%, 16 ,100.00%
법무사,대구광역시,남구, 10 , 10 ,100.00%, 9 ,111.11%
법무사,대구광역시,서구, 11 , 11 ,100.00%, 11 ,100.00%
법무사,대구광역시,달서구, 50 , 51 ,98.04%, 45 ,111.11%
법무사,대구광역시,달성군, 8 , 8 ,100.00%, 8 ,100.00%
법무사,대구광역시,북구, 12 , 11 ,109.09%, 12 ,100.00%
법무사,대구광역시,수성구, 186 , 187 ,99.47%, 185 ,100.54%
법무사,경상북도,합계, 261 , 261 ,100.00%, 259 ,100.77%
법무사,경상북도,경산시, 15 , 15 ,100.00%, 16 ,93.75%
법무사,경상북도,경주시, 26 , 26 ,100.00%, 26 ,100.00%
법무사,경상북도,고령군, 4 , 4 ,100.00%, 3 ,133.33%
법무사,경상북도,구미시, 34 , 33 ,103.03%, 34 ,100.00%
법무사,경상북도,군위군, 6 , 6 ,100.00%, 5 ,120.00%
법무사,경상북도,김천시, 11 , 11 ,100.00%, 10 ,110.00%
법무사,경상북도,문경시, 7 , 7 ,100.00%, 7 ,100.00%
법무사,경상북도,봉화군, 5 , 5 ,100.00%, 4 ,125.00%
법무사,경상북도,상주시, 15 , 15 ,100.00%, 15 ,100.00%
법무사,경상북도,성주군, 6 , 6 ,100.00%, 7 ,85.71%
법무사,경상북도,안동시, 21 , 22 ,95.45%, 24 ,87.50%
법무사,경상북도,영덕군, 4 , 4 ,100.00%, 3 ,133.33%
법무사,경상북도,영양군, * , * ,, 3 ,
법무사,경상북도,영주시, 7 , 7 ,100.00%, 7 ,100.00%
법무사,경상북도,영천시, 11 , 11 ,100.00%, 12 ,91.67%
법무사,경상북도,예천군, 6 , 6 ,100.00%, 5 ,120.00%
법무사,경상북도,울릉군, * , * ,, * ,
법무사,경상북도,울진군, 8 , 8 ,100.00%, 8 ,100.00%
법무사,경상북도,의성군, 7 , 7 ,100.00%, 5 ,140.00%
법무사,경상북도,청도군, 8 , 8 ,100.00%, 8 ,100.00%
법무사,경상북도,청송군, 3 , 3 ,100.00%, 3 ,100.00%
법무사,경상북도,칠곡군, 7 , 7 ,100.00%, 7 ,100.00%
법무사,경상북도,포항시 남구, 7 , 7 ,100.00%, 7 ,100.00%
법무사,경상북도,포항시 북구, 40 , 40 ,100.00%, 39 ,102.56%
