사업자 현황 (6월/100대 생활업종),,,,,,,,,,,,,,,,
*조회년월,,2019년 6월,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,"(단위 : 인원수, %)",,,,,,,,,,,,,
구분,,, 사업자 수,,,,,,,,,,,,,
업종,시도,시군구,당월①,전월②,증감율(①/②),전년동월③,증감율(①/③),,,,,,,,,
기타 일반의원,강원도,속초시,7,6,116.67%,7,100.00%,,,,,,,,,
기타 일반의원,강원도,삼척시,*,*,100.00%,*,100.00%,,,,,,,,,
기타 일반의원,강원도,홍천군,*,*,100.00%,*,100.00%,,,,,,,,,
기타 일반의원,강원도,평창군,3,3,100.00%,3,100.00%,,,,,,,,,
기타 일반의원,강원도,철원군,*,*,100.00%,*,100.00%,,,,,,,,,
기타 일반의원,강원도,양구군,*,*,100.00%,*,100.00%,,,,,,,,,
기타 일반의원,대전광역시,합계,142,142,100.00%,132,107.58%,,,,,,,,,
기타 일반의원,대전광역시,동구,23,23,100.00%,22,104.55%,,,,,,,,,
기타 일반의원,대전광역시,중구,22,22,100.00%,18,122.22%,,,,,,,,,
기타 일반의원,대전광역시,서구,53,53,100.00%,50,106.00%,,,,,,,,,
기타 일반의원,대전광역시,대덕구,19,19,100.00%,16,118.75%,,,,,,,,,
기타 일반의원,대전광역시,유성구,25,25,100.00%,26,96.15%,,,,,,,,,
기타 일반의원,충청북도,합계,95,95,100.00%,94,101.06%,,,,,,,,,
기타 일반의원,충청북도,괴산군,*,*,100.00%,*,100.00%,,,,,,,,,
기타 일반의원,충청북도,보은군,3,3,100.00%,3,100.00%,,,,,,,,,
기타 일반의원,충청북도,영동군,6,6,100.00%,6,100.00%,,,,,,,,,
기타 일반의원,충청북도,옥천군,4,3,133.33%,3,133.33%,,,,,,,,,
기타 일반의원,충청북도,음성군,3,3,100.00%,3,100.00%,,,,,,,,,
기타 일반의원,충청북도,제천시,3,3,100.00%,3,100.00%,,,,,,,,,
기타 일반의원,충청북도,증평군,4,4,100.00%,6,66.67%,,,,,,,,,
기타 일반의원,충청북도,진천군,5,5,100.00%,5,100.00%,,,,,,,,,
기타 일반의원,충청북도,청주시 상당구,11,11,100.00%,12,91.67%,,,,,,,,,
기타 일반의원,충청북도,청주시 서원구,17,18,94.44%,17,100.00%,,,,,,,,,
기타 일반의원,충청북도,청주시 청원구,14,14,100.00%,12,116.67%,,,,,,,,,
기타 일반의원,충청북도,청주시 흥덕구,15,15,100.00%,14,107.14%,,,,,,,,,
기타 일반의원,충청북도,충주시,9,9,100.00%,9,100.00%,,,,,,,,,
기타 일반의원,충청남도,합계,102,102,100.00%,98,104.08%,,,,,,,,,
기타 일반의원,충청남도,계룡시,*,*,100.00%,*,100.00%,,,,,,,,,
기타 일반의원,충청남도,공주시,4,4,100.00%,4,100.00%,,,,,,,,,
기타 일반의원,충청남도,금산군,4,4,100.00%,4,100.00%,,,,,,,,,
기타 일반의원,충청남도,논산시,13,13,100.00%,12,108.33%,,,,,,,,,
기타 일반의원,충청남도,당진시,6,6,100.00%,6,100.00%,,,,,,,,,
기타 일반의원,충청남도,보령시,*,*,100.00%,*,100.00%,,,,,,,,,
기타 일반의원,충청남도,부여군,*,*,100.00%,*,100.00%,,,,,,,,,
기타 일반의원,충청남도,서산시,7,7,100.00%,7,100.00%,,,,,,,,,
기타 일반의원,충청남도,서천군,3,3,100.00%,3,100.00%,,,,,,,,,
기타 일반의원,충청남도,아산시,11,11,100.00%,11,100.00%,,,,,,,,,
기타 일반의원,충청남도,예산군,4,4,100.00%,4,100.00%,,,,,,,,,
기타 일반의원,충청남도,천안시 동남구,11,11,100.00%,10,110.00%,,,,,,,,,
기타 일반의원,충청남도,천안시 서북구,24,24,100.00%,23,104.35%,,,,,,,,,
기타 일반의원,충청남도,청양군,3,3,100.00%,3,100.00%,,,,,,,,,
기타 일반의원,충청남도,태안군,4,4,100.00%,4,100.00%,,,,,,,,,
기타 일반의원,충청남도,홍성군,3,3,100.00%,*,150.00%,,,,,,,,,
기타 일반의원,세종특별자치시,합계,19,19,100.00%,18,105.56%,,,,,,,,,
기타 일반의원,세종특별자치시,세종시,19,19,100.00%,18,105.56%,,,,,,,,,
기타 일반의원,광주광역시,합계,126,126,100.00%,125,100.80%,,,,,,,,,
기타 일반의원,광주광역시,동구,13,13,100.00%,13,100.00%,,,,,,,,,
기타 일반의원,광주광역시,남구,19,19,100.00%,21,90.48%,,,,,,,,,
기타 일반의원,광주광역시,서구,25,25,100.00%,26,96.15%,,,,,,,,,
기타 일반의원,광주광역시,광산구,30,30,100.00%,29,103.45%,,,,,,,,,
기타 일반의원,광주광역시,북구,39,39,100.00%,36,108.33%,,,,,,,,,
기타 일반의원,전라북도,합계,171,171,100.00%,165,103.64%,,,,,,,,,
기타 일반의원,전라북도,고창군,9,9,100.00%,9,100.00%,,,,,,,,,
기타 일반의원,전라북도,군산시,20,20,100.00%,20,100.00%,,,,,,,,,
기타 일반의원,전라북도,김제시,11,11,100.00%,9,122.22%,,,,,,,,,
기타 일반의원,전라북도,남원시,7,7,100.00%,7,100.00%,,,,,,,,,
기타 일반의원,전라북도,무주군,*,*,100.00%,*,100.00%,,,,,,,,,
기타 일반의원,전라북도,부안군,*,*,100.00%,*,100.00%,,,,,,,,,
기타 일반의원,전라북도,순창군,3,3,100.00%,*,150.00%,,,,,,,,,
기타 일반의원,전라북도,완주군,12,12,100.00%,13,92.31%,,,,,,,,,
기타 일반의원,전라북도,익산시,17,17,100.00%,15,113.33%,,,,,,,,,
기타 일반의원,전라북도,임실군,5,5,100.00%,5,100.00%,,,,,,,,,
기타 일반의원,전라북도,장수군,3,3,100.00%,4,75.00%,,,,,,,,,
기타 일반의원,전라북도,전주시 덕진구,33,33,100.00%,31,106.45%,,,,,,,,,
기타 일반의원,전라북도,전주시 완산구,38,38,100.00%,37,102.70%,,,,,,,,,
기타 일반의원,전라북도,정읍시,6,6,100.00%,6,100.00%,,,,,,,,,
기타 일반의원,전라북도,진안군,4,4,100.00%,4,100.00%,,,,,,,,,
기타 일반의원,전라남도,합계,106,106,100.00%,106,100.00%,,,,,,,,,
기타 일반의원,전라남도,강진군,*,*,100.00%,*,100.00%,,,,,,,,,
기타 일반의원,전라남도,고흥군,*,*,100.00%,*,100.00%,,,,,,,,,
기타 일반의원,전라남도,곡성군,3,3,100.00%,*,150.00%,,,,,,,,,
기타 일반의원,전라남도,광양시,7,7,100.00%,7,100.00%,,,,,,,,,
기타 일반의원,전라남도,구례군,3,3,100.00%,3,100.00%,,,,,,,,,
기타 일반의원,전라남도,나주시,7,7,100.00%,8,87.50%,,,,,,,,,
기타 일반의원,전라남도,목포시,12,12,100.00%,13,92.31%,,,,,,,,,
기타 일반의원,전라남도,무안군,5,5,100.00%,5,100.00%,,,,,,,,,
기타 일반의원,전라남도,보성군,4,4,100.00%,5,80.00%,,,,,,,,,
기타 일반의원,전라남도,순천시,15,15,100.00%,14,107.14%,,,,,,,,,
기타 일반의원,전라남도,신안군,*,*,100.00%,*,100.00%,,,,,,,,,
기타 일반의원,전라남도,여수시,13,13,100.00%,13,100.00%,,,,,,,,,
기타 일반의원,전라남도,영광군,7,7,100.00%,5,140.00%,,,,,,,,,
기타 일반의원,전라남도,영암군,3,3,100.00%,3,100.00%,,,,,,,,,
기타 일반의원,전라남도,완도군,4,4,100.00%,5,80.00%,,,,,,,,,
기타 일반의원,전라남도,장성군,*,*,100.00%,*,100.00%,,,,,,,,,
기타 일반의원,전라남도,장흥군,*,*,100.00%,*,100.00%,,,,,,,,,
기타 일반의원,전라남도,함평군,3,3,100.00%,3,100.00%,,,,,,,,,
기타 일반의원,전라남도,해남군,6,6,100.00%,6,100.00%,,,,,,,,,
기타 일반의원,전라남도,화순군,5,5,100.00%,5,100.00%,,,,,,,,,
기타 일반의원,대구광역시,합계,159,157,101.27%,150,106.00%,,,,,,,,,
기타 일반의원,대구광역시,동구,24,24,100.00%,24,100.00%,,,,,,,,,
기타 일반의원,대구광역시,중구,12,12,100.00%,10,120.00%,,,,,,,,,
기타 일반의원,대구광역시,남구,14,14,100.00%,14,100.00%,,,,,,,,,
기타 일반의원,대구광역시,서구,16,16,100.00%,18,88.89%,,,,,,,,,
기타 일반의원,대구광역시,달서구,32,30,106.67%,27,118.52%,,,,,,,,,
기타 일반의원,대구광역시,달성군,8,8,100.00%,8,100.00%,,,,,,,,,
기타 일반의원,대구광역시,북구,23,23,100.00%,21,109.52%,,,,,,,,,
기타 일반의원,대구광역시,수성구,30,30,100.00%,28,107.14%,,,,,,,,,
기타 일반의원,경상북도,합계,107,106,100.94%,107,100.00%,,,,,,,,,
기타 일반의원,경상북도,경산시,9,9,100.00%,10,90.00%,,,,,,,,,
기타 일반의원,경상북도,경주시,14,14,100.00%,12,116.67%,,,,,,,,,
기타 일반의원,경상북도,구미시,15,15,100.00%,14,107.14%,,,,,,,,,
기타 일반의원,경상북도,군위군,*,*,100.00%,*,100.00%,,,,,,,,,
기타 일반의원,경상북도,김천시,5,4,125.00%,5,100.00%,,,,,,,,,
기타 일반의원,경상북도,문경시,5,5,100.00%,5,100.00%,,,,,,,,,
기타 일반의원,경상북도,상주시,4,4,100.00%,5,80.00%,,,,,,,,,
기타 일반의원,경상북도,성주군,*,*,100.00%,*,50.00%,,,,,,,,,
기타 일반의원,경상북도,안동시,8,8,100.00%,8,100.00%,,,,,,,,,
기타 일반의원,경상북도,영덕군,*,*,100.00%,3,66.67%,,,,,,,,,
기타 일반의원,경상북도,영양군,*,*,100.00%,*,100.00%,,,,,,,,,
기타 일반의원,경상북도,영주시,5,5,100.00%,4,125.00%,,,,,,,,,
기타 일반의원,경상북도,영천시,4,4,100.00%,4,100.00%,,,,,,,,,
기타 일반의원,경상북도,예천군,*,*,100.00%,*,100.00%,,,,,,,,,
기타 일반의원,경상북도,울진군,*,*,100.00%,*,100.00%,,,,,,,,,
기타 일반의원,경상북도,의성군,*,*,100.00%,*,50.00%,,,,,,,,,
기타 일반의원,경상북도,칠곡군,6,6,100.00%,6,100.00%,,,,,,,,,
기타 일반의원,경상북도,포항시 남구,4,4,100.00%,4,100.00%,,,,,,,,,
기타 일반의원,경상북도,포항시 북구,19,19,100.00%,18,105.56%,,,,,,,,,
기타 일반의원,부산광역시,합계,230,229,100.44%,216,106.48%,,,,,,,,,
기타 일반의원,부산광역시,동구,9,10,90.00%,9,100.00%,,,,,,,,,
기타 일반의원,부산광역시,중구,9,9,100.00%,9,100.00%,,,,,,,,,
기타 일반의원,부산광역시,강서구,*,*,100.00%,*,100.00%,,,,,,,,,
기타 일반의원,부산광역시,남구,17,16,106.25%,16,106.25%,,,,,,,,,
기타 일반의원,부산광역시,서구,4,4,100.00%,3,133.33%,,,,,,,,,
기타 일반의원,부산광역시,금정구,13,13,100.00%,13,100.00%,,,,,,,,,
기타 일반의원,부산광역시,기장군,8,8,100.00%,8,100.00%,,,,,,,,,
기타 일반의원,부산광역시,동래구,23,23,100.00%,23,100.00%,,,,,,,,,
기타 일반의원,부산광역시,부산진구,25,25,100.00%,25,100.00%,,,,,,,,,
기타 일반의원,부산광역시,북구,16,16,100.00%,14,114.29%,,,,,,,,,
기타 일반의원,부산광역시,사상구,8,8,100.00%,7,114.29%,,,,,,,,,
기타 일반의원,부산광역시,사하구,16,15,106.67%,16,100.00%,,,,,,,,,
기타 일반의원,부산광역시,수영구,20,20,100.00%,18,111.11%,,,,,,,,,
기타 일반의원,부산광역시,연제구,16,16,100.00%,15,106.67%,,,,,,,,,
기타 일반의원,부산광역시,영도구,11,11,100.00%,10,110.00%,,,,,,,,,
기타 일반의원,부산광역시,해운대구,33,33,100.00%,28,117.86%,,,,,,,,,
기타 일반의원,울산광역시,합계,50,50,100.00%,52,96.15%,,,,,,,,,
기타 일반의원,울산광역시,동구,8,8,100.00%,8,100.00%,,,,,,,,,
기타 일반의원,울산광역시,중구,8,8,100.00%,8,100.00%,,,,,,,,,
기타 일반의원,울산광역시,남구,20,20,100.00%,22,90.91%,,,,,,,,,
기타 일반의원,울산광역시,북구,8,8,100.00%,8,100.00%,,,,,,,,,
기타 일반의원,울산광역시,울주군,6,6,100.00%,6,100.00%,,,,,,,,,
기타 일반의원,경상남도,합계,145,145,100.00%,137,105.84%,,,,,,,,,
기타 일반의원,경상남도,고성군,4,4,100.00%,4,100.00%,,,,,,,,,
기타 일반의원,경상남도,거제시,10,10,100.00%,10,100.00%,,,,,,,,,
기타 일반의원,경상남도,거창군,*,*,100.00%,*,100.00%,,,,,,,,,
기타 일반의원,경상남도,김해시,14,14,100.00%,16,87.50%,,,,,,,,,
기타 일반의원,경상남도,남해군,3,3,100.00%,3,100.00%,,,,,,,,,
기타 일반의원,경상남도,밀양시,*,*,100.00%,*,100.00%,,,,,,,,,
기타 일반의원,경상남도,사천시,10,10,100.00%,9,111.11%,,,,,,,,,
기타 일반의원,경상남도,산청군,3,3,100.00%,3,100.00%,,,,,,,,,
기타 일반의원,경상남도,양산시,15,16,93.75%,14,107.14%,,,,,,,,,
기타 일반의원,경상남도,의령군,*,*,200.00%,*,200.00%,,,,,,,,,
기타 일반의원,경상남도,진주시,30,30,100.00%,27,111.11%,,,,,,,,,
기타 일반의원,경상남도,창녕군,4,4,100.00%,4,100.00%,,,,,,,,,
기타 일반의원,경상남도,창원시 마산합포구,4,4,100.00%,5,80.00%,,,,,,,,,
기타 일반의원,경상남도,창원시 마산회원구,5,5,100.00%,4,125.00%,,,,,,,,,
기타 일반의원,경상남도,창원시 성산구,13,13,100.00%,11,118.18%,,,,,,,,,
기타 일반의원,경상남도,창원시 의창구,5,5,100.00%,5,100.00%,,,,,,,,,
기타 일반의원,경상남도,창원시 진해구,5,5,100.00%,4,125.00%,,,,,,,,,
기타 일반의원,경상남도,통영시,4,4,100.00%,4,100.00%,,,,,,,,,
기타 일반의원,경상남도,하동군,3,3,100.00%,3,100.00%,,,,,,,,,
기타 일반의원,경상남도,함안군,3,3,100.00%,*,150.00%,,,,,,,,,
기타 일반의원,경상남도,함양군,5,5,100.00%,5,100.00%,,,,,,,,,
기타 일반의원,제주특별자치도,합계,53,55,96.36%,53,100.00%,,,,,,,,,
기타 일반의원,제주특별자치도,서귀포시,16,15,106.67%,12,133.33%,,,,,,,,,
기타 일반의원,제주특별자치도,제주시,37,40,92.50%,41,90.24%,,,,,,,,,
기타외국식전문점,합계,합계,"23,337","23,279",100.25%,"21,785",107.12%,,,,,,,,,
기타외국식전문점,서울특별시,합계,"7,101","7,133",99.55%,"6,749",105.22%,,,,,,,,,
기타외국식전문점,서울특별시,종로구,545,547,99.63%,515,105.83%,,,,,,,,,
기타외국식전문점,서울특별시,중구,339,342,99.12%,330,102.73%,,,,,,,,,
기타외국식전문점,서울특별시,용산구,816,828,98.55%,840,97.14%,,,,,,,,,
기타외국식전문점,서울특별시,성동구,206,207,99.52%,182,113.19%,,,,,,,,,
기타외국식전문점,서울특별시,광진구,212,213,99.53%,203,104.43%,,,,,,,,,
기타외국식전문점,서울특별시,동대문구,137,138,99.28%,126,108.73%,,,,,,,,,
기타외국식전문점,서울특별시,중랑구,61,60,101.67%,60,101.67%,,,,,,,,,
기타외국식전문점,서울특별시,성북구,185,184,100.54%,182,101.65%,,,,,,,,,
기타외국식전문점,서울특별시,강북구,75,75,100.00%,65,115.38%,,,,,,,,,
기타외국식전문점,서울특별시,도봉구,60,60,100.00%,59,101.69%,,,,,,,,,
기타외국식전문점,서울특별시,노원구,114,116,98.28%,110,103.64%,,,,,,,,,
기타외국식전문점,서울특별시,은평구,120,122,98.36%,106,113.21%,,,,,,,,,
기타외국식전문점,서울특별시,서대문구,231,231,100.00%,201,114.93%,,,,,,,,,
기타외국식전문점,서울특별시,마포구,915,917,99.78%,891,102.69%,,,,,,,,,
기타외국식전문점,서울특별시,양천구,99,100,99.00%,80,123.75%,,,,,,,,,
기타외국식전문점,서울특별시,강서구,182,179,101.68%,159,114.47%,,,,,,,,,
기타외국식전문점,서울특별시,구로구,93,94,98.94%,89,104.49%,,,,,,,,,
기타외국식전문점,서울특별시,금천구,77,78,98.72%,69,111.59%,,,,,,,,,
기타외국식전문점,서울특별시,영등포구,254,255,99.61%,235,108.09%,,,,,,,,,
기타외국식전문점,서울특별시,동작구,105,107,98.13%,109,96.33%,,,,,,,,,
기타외국식전문점,서울특별시,관악구,186,191,97.38%,153,121.57%,,,,,,,,,
기타외국식전문점,서울특별시,서초구,476,478,99.58%,476,100.00%,,,,,,,,,
기타외국식전문점,서울특별시,강남구,"1,098","1,105",99.37%,"1,047",104.87%,,,,,,,,,
기타외국식전문점,서울특별시,송파구,371,361,102.77%,320,115.94%,,,,,,,,,
기타외국식전문점,서울특별시,강동구,144,145,99.31%,142,101.41%,,,,,,,,,
기타외국식전문점,인천광역시,합계,776,769,100.91%,671,115.65%,,,,,,,,,
기타외국식전문점,인천광역시,동구,*,*,100.00%,3,66.67%,,,,,,,,,
기타외국식전문점,인천광역시,중구,90,88,102.27%,71,126.76%,,,,,,,,,
기타외국식전문점,인천광역시,연수구,174,170,102.35%,148,117.57%,,,,,,,,,
기타외국식전문점,인천광역시,남동구,142,139,102.16%,126,112.70%,,,,,,,,,
기타외국식전문점,인천광역시,부평구,97,98,98.98%,88,110.23%,,,,,,,,,
기타외국식전문점,인천광역시,계양구,33,34,97.06%,36,91.67%,,,,,,,,,
기타외국식전문점,인천광역시,서구,128,125,102.40%,97,131.96%,,,,,,,,,
기타외국식전문점,인천광역시,강화군,34,34,100.00%,35,97.14%,,,,,,,,,
기타외국식전문점,인천광역시,옹진군,6,6,100.00%,7,85.71%,,,,,,,,,
기타외국식전문점,인천광역시,미추홀구,70,73,95.89%,60,116.67%,,,,,,,,,
기타외국식전문점,경기도,합계,"4,755","4,707",101.02%,"4,295",110.71%,,,,,,,,,
기타외국식전문점,경기도,수원시 장안구,63,61,103.28%,65,96.92%,,,,,,,,,
기타외국식전문점,경기도,수원시 권선구,62,63,98.41%,66,93.94%,,,,,,,,,
기타외국식전문점,경기도,수원시 팔달구,146,143,102.10%,149,97.99%,,,,,,,,,
기타외국식전문점,경기도,수원시 영통구,202,197,102.54%,162,124.69%,,,,,,,,,
기타외국식전문점,경기도,성남시 수정구,86,90,95.56%,72,119.44%,,,,,,,,,
기타외국식전문점,경기도,성남시 중원구,62,60,103.33%,47,131.91%,,,,,,,,,
기타외국식전문점,경기도,성남시 분당구,435,429,101.40%,420,103.57%,,,,,,,,,
기타외국식전문점,경기도,의정부시,175,177,98.87%,168,104.17%,,,,,,,,,
기타외국식전문점,경기도,안양시 만안구,74,73,101.37%,67,110.45%,,,,,,,,,
기타외국식전문점,경기도,안양시 동안구,133,133,100.00%,123,108.13%,,,,,,,,,
기타외국식전문점,경기도,부천시,202,198,102.02%,185,109.19%,,,,,,,,,
기타외국식전문점,경기도,광명시,51,49,104.08%,45,113.33%,,,,,,,,,
기타외국식전문점,경기도,평택시,272,273,99.63%,257,105.84%,,,,,,,,,
기타외국식전문점,경기도,동두천시,64,64,100.00%,62,103.23%,,,,,,,,,
기타외국식전문점,경기도,안산시 상록구,65,63,103.17%,57,114.04%,,,,,,,,,
기타외국식전문점,경기도,안산시 단원구,137,140,97.86%,117,117.09%,,,,,,,,,
기타외국식전문점,경기도,고양시 덕양구,151,150,100.67%,140,107.86%,,,,,,,,,
기타외국식전문점,경기도,고양시 일산동구,251,250,100.40%,234,107.26%,,,,,,,,,
기타외국식전문점,경기도,고양시 일산서구,97,97,100.00%,90,107.78%,,,,,,,,,
기타외국식전문점,경기도,과천시,17,17,100.00%,17,100.00%,,,,,,,,,
기타외국식전문점,경기도,구리시,45,44,102.27%,42,107.14%,,,,,,,,,
기타외국식전문점,경기도,남양주시,148,144,102.78%,140,105.71%,,,,,,,,,
기타외국식전문점,경기도,오산시,60,58,103.45%,45,133.33%,,,,,,,,,
기타외국식전문점,경기도,시흥시,89,85,104.71%,80,111.25%,,,,,,,,,
기타외국식전문점,경기도,군포시,58,59,98.31%,57,101.75%,,,,,,,,,
기타외국식전문점,경기도,의왕시,38,38,100.00%,40,95.00%,,,,,,,,,
기타외국식전문점,경기도,하남시,105,104,100.96%,86,122.09%,,,,,,,,,
기타외국식전문점,경기도,용인시 처인구,65,64,101.56%,38,171.05%,,,,,,,,,
기타외국식전문점,경기도,용인시 기흥구,142,142,100.00%,109,130.28%,,,,,,,,,
기타외국식전문점,경기도,용인시 수지구,101,99,102.02%,73,138.36%,,,,,,,,,
기타외국식전문점,경기도,파주시,153,145,105.52%,116,131.90%,,,,,,,,,
기타외국식전문점,경기도,이천시,58,57,101.75%,63,92.06%,,,,,,,,,
기타외국식전문점,경기도,안성시,76,77,98.70%,66,115.15%,,,,,,,,,
기타외국식전문점,경기도,김포시,146,144,101.39%,140,104.29%,,,,,,,,,
기타외국식전문점,경기도,화성시,297,295,100.68%,261,113.79%,,,,,,,,,
기타외국식전문점,경기도,광주시,123,120,102.50%,94,130.85%,,,,,,,,,
기타외국식전문점,경기도,양주시,72,71,101.41%,59,122.03%,,,,,,,,,
기타외국식전문점,경기도,포천시,75,77,97.40%,84,89.29%,,,,,,,,,
기타외국식전문점,경기도,여주시,32,29,110.34%,26,123.08%,,,,,,,,,
기타외국식전문점,경기도,가평군,52,52,100.00%,52,100.00%,,,,,,,,,
기타외국식전문점,경기도,양평군,63,64,98.44%,70,90.00%,,,,,,,,,
기타외국식전문점,경기도,연천군,12,12,100.00%,11,109.09%,,,,,,,,,
기타외국식전문점,강원도,합계,759,763,99.48%,741,102.43%,,,,,,,,,
기타외국식전문점,강원도,춘천시,168,170,98.82%,167,100.60%,,,,,,,,,
기타외국식전문점,강원도,원주시,176,174,101.15%,181,97.24%,,,,,,,,,
기타외국식전문점,강원도,강릉시,132,133,99.25%,120,110.00%,,,,,,,,,
기타외국식전문점,강원도,동해시,32,33,96.97%,28,114.29%,,,,,,,,,
기타외국식전문점,강원도,태백시,16,17,94.12%,17,94.12%,,,,,,,,,
기타외국식전문점,강원도,속초시,46,47,97.87%,36,127.78%,,,,,,,,,
기타외국식전문점,강원도,삼척시,12,12,100.00%,12,100.00%,,,,,,,,,
기타외국식전문점,강원도,홍천군,26,28,92.86%,32,81.25%,,,,,,,,,
기타외국식전문점,강원도,횡성군,16,16,100.00%,19,84.21%,,,,,,,,,
기타외국식전문점,강원도,영월군,9,8,112.50%,7,128.57%,,,,,,,,,
기타외국식전문점,강원도,평창군,20,19,105.26%,17,117.65%,,,,,,,,,
기타외국식전문점,강원도,정선군,18,18,100.00%,16,112.50%,,,,,,,,,
기타외국식전문점,강원도,철원군,14,14,100.00%,14,100.00%,,,,,,,,,
기타외국식전문점,강원도,화천군,10,10,100.00%,10,100.00%,,,,,,,,,
기타외국식전문점,강원도,양구군,5,5,100.00%,7,71.43%,,,,,,,,,
기타외국식전문점,강원도,인제군,18,17,105.88%,17,105.88%,,,,,,,,,
기타외국식전문점,강원도,고성군,13,13,100.00%,16,81.25%,,,,,,,,,
기타외국식전문점,강원도,양양군,28,29,96.55%,25,112.00%,,,,,,,,,
기타외국식전문점,대전광역시,합계,600,594,101.01%,562,106.76%,,,,,,,,,
기타외국식전문점,대전광역시,동구,61,60,101.67%,47,129.79%,,,,,,,,,
기타외국식전문점,대전광역시,중구,79,74,106.76%,75,105.33%,,,,,,,,,
기타외국식전문점,대전광역시,서구,208,209,99.52%,204,101.96%,,,,,,,,,
기타외국식전문점,대전광역시,대덕구,22,22,100.00%,23,95.65%,,,,,,,,,
기타외국식전문점,대전광역시,유성구,230,229,100.44%,213,107.98%,,,,,,,,,
기타외국식전문점,충청북도,합계,481,476,101.05%,425,113.18%,,,,,,,,,
기타외국식전문점,충청북도,괴산군,3,3,100.00%,*,300.00%,,,,,,,,,
기타외국식전문점,충청북도,단양군,6,6,100.00%,6,100.00%,,,,,,,,,
기타외국식전문점,충청북도,보은군,9,9,100.00%,5,180.00%,,,,,,,,,
기타외국식전문점,충청북도,영동군,18,18,100.00%,16,112.50%,,,,,,,,,
기타외국식전문점,충청북도,옥천군,9,9,100.00%,5,180.00%,,,,,,,,,
기타외국식전문점,충청북도,음성군,25,24,104.17%,23,108.70%,,,,,,,,,
기타외국식전문점,충청북도,제천시,39,40,97.50%,43,90.70%,,,,,,,,,
기타외국식전문점,충청북도,증평군,9,10,90.00%,7,128.57%,,,,,,,,,
기타외국식전문점,충청북도,진천군,22,21,104.76%,21,104.76%,,,,,,,,,
기타외국식전문점,충청북도,청주시 상당구,72,69,104.35%,61,118.03%,,,,,,,,,
기타외국식전문점,충청북도,청주시 서원구,65,65,100.00%,62,104.84%,,,,,,,,,
기타외국식전문점,충청북도,청주시 청원구,58,56,103.57%,51,113.73%,,,,,,,,,
기타외국식전문점,충청북도,청주시 흥덕구,77,76,101.32%,65,118.46%,,,,,,,,,
기타외국식전문점,충청북도,충주시,69,70,98.57%,59,116.95%,,,,,,,,,
기타외국식전문점,충청남도,합계,678,687,98.69%,611,110.97%,,,,,,,,,
기타외국식전문점,충청남도,계룡시,12,13,92.31%,13,92.31%,,,,,,,,,
기타외국식전문점,충청남도,공주시,33,34,97.06%,34,97.06%,,,,,,,,,
기타외국식전문점,충청남도,금산군,10,11,90.91%,14,71.43%,,,,,,,,,
기타외국식전문점,충청남도,논산시,30,30,100.00%,30,100.00%,,,,,,,,,
기타외국식전문점,충청남도,당진시,38,35,108.57%,39,97.44%,,,,,,,,,
기타외국식전문점,충청남도,보령시,18,21,85.71%,21,85.71%,,,,,,,,,
기타외국식전문점,충청남도,부여군,14,12,116.67%,8,175.00%,,,,,,,,,
기타외국식전문점,충청남도,서산시,28,26,107.69%,24,116.67%,,,,,,,,,
기타외국식전문점,충청남도,서천군,10,10,100.00%,10,100.00%,,,,,,,,,
기타외국식전문점,충청남도,아산시,109,112,97.32%,89,122.47%,,,,,,,,,
기타외국식전문점,충청남도,예산군,27,27,100.00%,31,87.10%,,,,,,,,,
기타외국식전문점,충청남도,천안시 동남구,126,130,96.92%,115,109.57%,,,,,,,,,
기타외국식전문점,충청남도,천안시 서북구,164,168,97.62%,132,124.24%,,,,,,,,,
기타외국식전문점,충청남도,청양군,6,6,100.00%,5,120.00%,,,,,,,,,
기타외국식전문점,충청남도,태안군,12,12,100.00%,10,120.00%,,,,,,,,,
기타외국식전문점,충청남도,홍성군,41,40,102.50%,36,113.89%,,,,,,,,,
기타외국식전문점,세종특별자치시,합계,167,166,100.60%,130,128.46%,,,,,,,,,
기타외국식전문점,세종특별자치시,세종시,167,166,100.60%,130,128.46%,,,,,,,,,
기타외국식전문점,광주광역시,합계,383,382,100.26%,326,117.48%,,,,,,,,,
기타외국식전문점,광주광역시,동구,88,87,101.15%,84,104.76%,,,,,,,,,
기타외국식전문점,광주광역시,남구,52,52,100.00%,38,136.84%,,,,,,,,,
기타외국식전문점,광주광역시,서구,77,79,97.47%,64,120.31%,,,,,,,,,
기타외국식전문점,광주광역시,광산구,98,98,100.00%,86,113.95%,,,,,,,,,
기타외국식전문점,광주광역시,북구,68,66,103.03%,54,125.93%,,,,,,,,,
기타외국식전문점,전라북도,합계,737,737,100.00%,727,101.38%,,,,,,,,,
기타외국식전문점,전라북도,고창군,13,13,100.00%,10,130.00%,,,,,,,,,
기타외국식전문점,전라북도,군산시,68,67,101.49%,64,106.25%,,,,,,,,,
기타외국식전문점,전라북도,김제시,10,10,100.00%,10,100.00%,,,,,,,,,
기타외국식전문점,전라북도,남원시,12,12,100.00%,15,80.00%,,,,,,,,,
기타외국식전문점,전라북도,무주군,10,9,111.11%,8,125.00%,,,,,,,,,
기타외국식전문점,전라북도,부안군,12,12,100.00%,11,109.09%,,,,,,,,,
기타외국식전문점,전라북도,순창군,4,4,100.00%,6,66.67%,,,,,,,,,
