사업자 현황 (6월/100대 생활업종),,,,,,,,,,,,,,,,
*조회년월,,2019년 6월,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,"(단위 : 인원수, %)",,,,,,,,,,,,,
구분,,, 사업자 수,,,,,,,,,,,,,
업종,시도,시군구,당월①,전월②,증감율(①/②),전년동월③,증감율(①/③),,,,,,,,,
중식전문점,경기도,안성시,109,108,100.93%,103,105.83%,,,,,,,,,
중식전문점,경기도,김포시,155,157,98.73%,142,109.15%,,,,,,,,,
중식전문점,경기도,화성시,302,293,103.07%,254,118.90%,,,,,,,,,
중식전문점,경기도,광주시,128,129,99.22%,127,100.79%,,,,,,,,,
중식전문점,경기도,양주시,97,96,101.04%,95,102.11%,,,,,,,,,
중식전문점,경기도,포천시,104,103,100.97%,109,95.41%,,,,,,,,,
중식전문점,경기도,여주시,63,62,101.61%,60,105.00%,,,,,,,,,
중식전문점,경기도,가평군,42,41,102.44%,38,110.53%,,,,,,,,,
중식전문점,경기도,양평군,44,45,97.78%,44,100.00%,,,,,,,,,
중식전문점,경기도,연천군,26,25,104.00%,22,118.18%,,,,,,,,,
중식전문점,강원도,합계,"1,011","1,008",100.30%,953,106.09%,,,,,,,,,
중식전문점,강원도,춘천시,182,185,98.38%,175,104.00%,,,,,,,,,
중식전문점,강원도,원주시,202,199,101.51%,179,112.85%,,,,,,,,,
중식전문점,강원도,강릉시,145,144,100.69%,134,108.21%,,,,,,,,,
중식전문점,강원도,동해시,53,52,101.92%,51,103.92%,,,,,,,,,
중식전문점,강원도,태백시,28,28,100.00%,27,103.70%,,,,,,,,,
중식전문점,강원도,속초시,51,50,102.00%,51,100.00%,,,,,,,,,
중식전문점,강원도,삼척시,35,34,102.94%,33,106.06%,,,,,,,,,
중식전문점,강원도,홍천군,42,42,100.00%,42,100.00%,,,,,,,,,
중식전문점,강원도,횡성군,28,29,96.55%,27,103.70%,,,,,,,,,
중식전문점,강원도,영월군,24,24,100.00%,24,100.00%,,,,,,,,,
중식전문점,강원도,평창군,30,31,96.77%,31,96.77%,,,,,,,,,
중식전문점,강원도,정선군,29,29,100.00%,29,100.00%,,,,,,,,,
중식전문점,강원도,철원군,38,38,100.00%,37,102.70%,,,,,,,,,
중식전문점,강원도,화천군,30,30,100.00%,25,120.00%,,,,,,,,,
중식전문점,강원도,양구군,18,18,100.00%,17,105.88%,,,,,,,,,
중식전문점,강원도,인제군,23,23,100.00%,23,100.00%,,,,,,,,,
중식전문점,강원도,고성군,29,28,103.57%,25,116.00%,,,,,,,,,
중식전문점,강원도,양양군,24,24,100.00%,23,104.35%,,,,,,,,,
중식전문점,대전광역시,합계,554,550,100.73%,553,100.18%,,,,,,,,,
중식전문점,대전광역시,동구,95,96,98.96%,97,97.94%,,,,,,,,,
중식전문점,대전광역시,중구,109,109,100.00%,109,100.00%,,,,,,,,,
중식전문점,대전광역시,서구,154,153,100.65%,160,96.25%,,,,,,,,,
중식전문점,대전광역시,대덕구,62,60,103.33%,59,105.08%,,,,,,,,,
중식전문점,대전광역시,유성구,134,132,101.52%,128,104.69%,,,,,,,,,
중식전문점,충청북도,합계,887,892,99.44%,867,102.31%,,,,,,,,,
중식전문점,충청북도,괴산군,19,20,95.00%,20,95.00%,,,,,,,,,
중식전문점,충청북도,단양군,21,22,95.45%,20,105.00%,,,,,,,,,
중식전문점,충청북도,보은군,21,21,100.00%,23,91.30%,,,,,,,,,
중식전문점,충청북도,영동군,26,27,96.30%,28,92.86%,,,,,,,,,
중식전문점,충청북도,옥천군,21,20,105.00%,18,116.67%,,,,,,,,,
중식전문점,충청북도,음성군,73,72,101.39%,72,101.39%,,,,,,,,,
중식전문점,충청북도,제천시,84,83,101.20%,82,102.44%,,,,,,,,,
중식전문점,충청북도,증평군,25,26,96.15%,24,104.17%,,,,,,,,,
중식전문점,충청북도,진천군,49,49,100.00%,42,116.67%,,,,,,,,,
중식전문점,충청북도,청주시 상당구,80,80,100.00%,82,97.56%,,,,,,,,,
중식전문점,충청북도,청주시 서원구,87,87,100.00%,78,111.54%,,,,,,,,,
중식전문점,충청북도,청주시 청원구,88,90,97.78%,94,93.62%,,,,,,,,,
중식전문점,충청북도,청주시 흥덕구,135,138,97.83%,128,105.47%,,,,,,,,,
중식전문점,충청북도,충주시,158,157,100.64%,156,101.28%,,,,,,,,,
중식전문점,충청남도,합계,"1,209","1,207",100.17%,"1,126",107.37%,,,,,,,,,
중식전문점,충청남도,계룡시,14,15,93.33%,12,116.67%,,,,,,,,,
중식전문점,충청남도,공주시,84,86,97.67%,81,103.70%,,,,,,,,,
중식전문점,충청남도,금산군,46,45,102.22%,45,102.22%,,,,,,,,,
중식전문점,충청남도,논산시,86,87,98.85%,83,103.61%,,,,,,,,,
중식전문점,충청남도,당진시,90,91,98.90%,87,103.45%,,,,,,,,,
중식전문점,충청남도,보령시,65,66,98.48%,64,101.56%,,,,,,,,,
중식전문점,충청남도,부여군,34,34,100.00%,30,113.33%,,,,,,,,,
중식전문점,충청남도,서산시,93,92,101.09%,90,103.33%,,,,,,,,,
중식전문점,충청남도,서천군,31,31,100.00%,31,100.00%,,,,,,,,,
중식전문점,충청남도,아산시,183,182,100.55%,165,110.91%,,,,,,,,,
중식전문점,충청남도,예산군,59,59,100.00%,55,107.27%,,,,,,,,,
중식전문점,충청남도,천안시 동남구,143,141,101.42%,130,110.00%,,,,,,,,,
중식전문점,충청남도,천안시 서북구,151,147,102.72%,127,118.90%,,,,,,,,,
중식전문점,충청남도,청양군,26,26,100.00%,27,96.30%,,,,,,,,,
중식전문점,충청남도,태안군,37,37,100.00%,35,105.71%,,,,,,,,,
중식전문점,충청남도,홍성군,67,68,98.53%,64,104.69%,,,,,,,,,
중식전문점,세종특별자치시,합계,144,141,102.13%,117,123.08%,,,,,,,,,
중식전문점,세종특별자치시,세종시,144,141,102.13%,117,123.08%,,,,,,,,,
중식전문점,광주광역시,합계,486,487,99.79%,492,98.78%,,,,,,,,,
중식전문점,광주광역시,동구,68,67,101.49%,65,104.62%,,,,,,,,,
중식전문점,광주광역시,남구,50,52,96.15%,56,89.29%,,,,,,,,,
중식전문점,광주광역시,서구,96,97,98.97%,99,96.97%,,,,,,,,,
중식전문점,광주광역시,광산구,131,130,100.77%,125,104.80%,,,,,,,,,
중식전문점,광주광역시,북구,141,141,100.00%,147,95.92%,,,,,,,,,
중식전문점,전라북도,합계,"1,033","1,030",100.29%,"1,001",103.20%,,,,,,,,,
중식전문점,전라북도,고창군,25,25,100.00%,25,100.00%,,,,,,,,,
중식전문점,전라북도,군산시,182,182,100.00%,177,102.82%,,,,,,,,,
중식전문점,전라북도,김제시,53,53,100.00%,51,103.92%,,,,,,,,,
중식전문점,전라북도,남원시,51,51,100.00%,50,102.00%,,,,,,,,,
중식전문점,전라북도,무주군,22,22,100.00%,24,91.67%,,,,,,,,,
중식전문점,전라북도,부안군,33,33,100.00%,31,106.45%,,,,,,,,,
중식전문점,전라북도,순창군,11,12,91.67%,14,78.57%,,,,,,,,,
중식전문점,전라북도,완주군,60,58,103.45%,54,111.11%,,,,,,,,,
중식전문점,전라북도,익산시,171,172,99.42%,167,102.40%,,,,,,,,,
중식전문점,전라북도,임실군,15,15,100.00%,16,93.75%,,,,,,,,,
중식전문점,전라북도,장수군,20,19,105.26%,21,95.24%,,,,,,,,,
중식전문점,전라북도,전주시 덕진구,139,139,100.00%,132,105.30%,,,,,,,,,
중식전문점,전라북도,전주시 완산구,165,164,100.61%,157,105.10%,,,,,,,,,
중식전문점,전라북도,정읍시,71,70,101.43%,69,102.90%,,,,,,,,,
중식전문점,전라북도,진안군,15,15,100.00%,13,115.38%,,,,,,,,,
중식전문점,전라남도,합계,820,813,100.86%,794,103.27%,,,,,,,,,
중식전문점,전라남도,강진군,13,12,108.33%,11,118.18%,,,,,,,,,
중식전문점,전라남도,고흥군,25,24,104.17%,24,104.17%,,,,,,,,,
중식전문점,전라남도,곡성군,22,22,100.00%,21,104.76%,,,,,,,,,
중식전문점,전라남도,광양시,60,59,101.69%,62,96.77%,,,,,,,,,
중식전문점,전라남도,구례군,15,15,100.00%,15,100.00%,,,,,,,,,
중식전문점,전라남도,나주시,46,46,100.00%,43,106.98%,,,,,,,,,
중식전문점,전라남도,담양군,25,26,96.15%,25,100.00%,,,,,,,,,
중식전문점,전라남도,목포시,105,104,100.96%,106,99.06%,,,,,,,,,
중식전문점,전라남도,무안군,39,39,100.00%,39,100.00%,,,,,,,,,
중식전문점,전라남도,보성군,14,15,93.33%,14,100.00%,,,,,,,,,
중식전문점,전라남도,순천시,110,110,100.00%,107,102.80%,,,,,,,,,
중식전문점,전라남도,신안군,22,22,100.00%,19,115.79%,,,,,,,,,
중식전문점,전라남도,여수시,120,118,101.69%,116,103.45%,,,,,,,,,
중식전문점,전라남도,영광군,22,22,100.00%,20,110.00%,,,,,,,,,
중식전문점,전라남도,영암군,45,44,102.27%,41,109.76%,,,,,,,,,
중식전문점,전라남도,완도군,24,24,100.00%,23,104.35%,,,,,,,,,
중식전문점,전라남도,장성군,18,18,100.00%,15,120.00%,,,,,,,,,
중식전문점,전라남도,장흥군,12,12,100.00%,12,100.00%,,,,,,,,,
중식전문점,전라남도,진도군,16,16,100.00%,14,114.29%,,,,,,,,,
중식전문점,전라남도,함평군,16,16,100.00%,17,94.12%,,,,,,,,,
중식전문점,전라남도,해남군,30,28,107.14%,30,100.00%,,,,,,,,,
중식전문점,전라남도,화순군,21,21,100.00%,20,105.00%,,,,,,,,,
중식전문점,대구광역시,합계,"1,242","1,240",100.16%,"1,228",101.14%,,,,,,,,,
중식전문점,대구광역시,동구,168,171,98.25%,175,96.00%,,,,,,,,,
중식전문점,대구광역시,중구,107,108,99.07%,105,101.90%,,,,,,,,,
중식전문점,대구광역시,남구,92,93,98.92%,98,93.88%,,,,,,,,,
중식전문점,대구광역시,서구,116,115,100.87%,117,99.15%,,,,,,,,,
중식전문점,대구광역시,달서구,243,240,101.25%,248,97.98%,,,,,,,,,
중식전문점,대구광역시,달성군,135,135,100.00%,115,117.39%,,,,,,,,,
중식전문점,대구광역시,북구,216,214,100.93%,212,101.89%,,,,,,,,,
중식전문점,대구광역시,수성구,165,164,100.61%,158,104.43%,,,,,,,,,
중식전문점,경상북도,합계,"1,454","1,457",99.79%,"1,433",101.47%,,,,,,,,,
중식전문점,경상북도,경산시,93,92,101.09%,85,109.41%,,,,,,,,,
중식전문점,경상북도,경주시,168,168,100.00%,154,109.09%,,,,,,,,,
중식전문점,경상북도,고령군,26,26,100.00%,29,89.66%,,,,,,,,,
중식전문점,경상북도,구미시,154,152,101.32%,148,104.05%,,,,,,,,,
중식전문점,경상북도,군위군,13,13,100.00%,13,100.00%,,,,,,,,,
중식전문점,경상북도,김천시,95,96,98.96%,91,104.40%,,,,,,,,,
중식전문점,경상북도,문경시,28,28,100.00%,30,93.33%,,,,,,,,,
중식전문점,경상북도,봉화군,18,18,100.00%,21,85.71%,,,,,,,,,
중식전문점,경상북도,상주시,68,69,98.55%,63,107.94%,,,,,,,,,
중식전문점,경상북도,성주군,40,40,100.00%,40,100.00%,,,,,,,,,
중식전문점,경상북도,안동시,103,103,100.00%,95,108.42%,,,,,,,,,
중식전문점,경상북도,영덕군,25,25,100.00%,24,104.17%,,,,,,,,,
중식전문점,경상북도,영양군,15,15,100.00%,14,107.14%,,,,,,,,,
중식전문점,경상북도,영주시,66,66,100.00%,71,92.96%,,,,,,,,,
중식전문점,경상북도,영천시,64,64,100.00%,72,88.89%,,,,,,,,,
중식전문점,경상북도,예천군,25,25,100.00%,25,100.00%,,,,,,,,,
중식전문점,경상북도,울릉군,8,8,100.00%,5,160.00%,,,,,,,,,
중식전문점,경상북도,울진군,38,38,100.00%,38,100.00%,,,,,,,,,
중식전문점,경상북도,의성군,35,34,102.94%,34,102.94%,,,,,,,,,
중식전문점,경상북도,청도군,15,15,100.00%,13,115.38%,,,,,,,,,
중식전문점,경상북도,청송군,19,19,100.00%,20,95.00%,,,,,,,,,
중식전문점,경상북도,칠곡군,64,69,92.75%,69,92.75%,,,,,,,,,
중식전문점,경상북도,포항시 남구,141,141,100.00%,144,97.92%,,,,,,,,,
중식전문점,경상북도,포항시 북구,133,133,100.00%,135,98.52%,,,,,,,,,
중식전문점,부산광역시,합계,"1,740","1,737",100.17%,"1,707",101.93%,,,,,,,,,
중식전문점,부산광역시,동구,73,73,100.00%,72,101.39%,,,,,,,,,
중식전문점,부산광역시,중구,55,53,103.77%,52,105.77%,,,,,,,,,
중식전문점,부산광역시,강서구,78,79,98.73%,80,97.50%,,,,,,,,,
중식전문점,부산광역시,남구,126,123,102.44%,116,108.62%,,,,,,,,,
중식전문점,부산광역시,서구,46,46,100.00%,47,97.87%,,,,,,,,,
중식전문점,부산광역시,금정구,123,117,105.13%,112,109.82%,,,,,,,,,
중식전문점,부산광역시,기장군,85,86,98.84%,82,103.66%,,,,,,,,,
중식전문점,부산광역시,동래구,116,117,99.15%,115,100.87%,,,,,,,,,
중식전문점,부산광역시,부산진구,221,222,99.55%,209,105.74%,,,,,,,,,
중식전문점,부산광역시,북구,106,107,99.07%,104,101.92%,,,,,,,,,
중식전문점,부산광역시,사상구,155,155,100.00%,154,100.65%,,,,,,,,,
중식전문점,부산광역시,사하구,143,143,100.00%,149,95.97%,,,,,,,,,
중식전문점,부산광역시,수영구,91,93,97.85%,92,98.91%,,,,,,,,,
중식전문점,부산광역시,연제구,94,96,97.92%,92,102.17%,,,,,,,,,
중식전문점,부산광역시,영도구,61,61,100.00%,62,98.39%,,,,,,,,,
중식전문점,부산광역시,해운대구,167,166,100.60%,169,98.82%,,,,,,,,,
중식전문점,울산광역시,합계,470,473,99.37%,479,98.12%,,,,,,,,,
중식전문점,울산광역시,동구,72,72,100.00%,74,97.30%,,,,,,,,,
중식전문점,울산광역시,중구,74,74,100.00%,82,90.24%,,,,,,,,,
중식전문점,울산광역시,남구,167,170,98.24%,167,100.00%,,,,,,,,,
중식전문점,울산광역시,북구,46,45,102.22%,44,104.55%,,,,,,,,,
중식전문점,울산광역시,울주군,111,112,99.11%,112,99.11%,,,,,,,,,
중식전문점,경상남도,합계,"1,641","1,648",99.58%,"1,612",101.80%,,,,,,,,,
중식전문점,경상남도,고성군,31,31,100.00%,29,106.90%,,,,,,,,,
중식전문점,경상남도,거제시,94,94,100.00%,106,88.68%,,,,,,,,,
중식전문점,경상남도,거창군,51,52,98.08%,51,100.00%,,,,,,,,,
중식전문점,경상남도,김해시,216,216,100.00%,213,101.41%,,,,,,,,,
중식전문점,경상남도,남해군,30,30,100.00%,26,115.38%,,,,,,,,,
중식전문점,경상남도,밀양시,69,69,100.00%,66,104.55%,,,,,,,,,
중식전문점,경상남도,사천시,71,71,100.00%,71,100.00%,,,,,,,,,
중식전문점,경상남도,산청군,19,19,100.00%,22,86.36%,,,,,,,,,
중식전문점,경상남도,양산시,153,153,100.00%,145,105.52%,,,,,,,,,
중식전문점,경상남도,의령군,16,16,100.00%,15,106.67%,,,,,,,,,
중식전문점,경상남도,진주시,176,176,100.00%,179,98.32%,,,,,,,,,
중식전문점,경상남도,창녕군,54,52,103.85%,51,105.88%,,,,,,,,,
중식전문점,경상남도,창원시 마산합포구,104,106,98.11%,100,104.00%,,,,,,,,,
중식전문점,경상남도,창원시 마산회원구,80,80,100.00%,83,96.39%,,,,,,,,,
중식전문점,경상남도,창원시 성산구,76,77,98.70%,72,105.56%,,,,,,,,,
중식전문점,경상남도,창원시 의창구,117,119,98.32%,106,110.38%,,,,,,,,,
중식전문점,경상남도,창원시 진해구,85,86,98.84%,83,102.41%,,,,,,,,,
중식전문점,경상남도,통영시,72,72,100.00%,65,110.77%,,,,,,,,,
중식전문점,경상남도,하동군,28,28,100.00%,28,100.00%,,,,,,,,,
중식전문점,경상남도,함안군,44,46,95.65%,46,95.65%,,,,,,,,,
중식전문점,경상남도,함양군,28,28,100.00%,24,116.67%,,,,,,,,,
중식전문점,경상남도,합천군,27,27,100.00%,31,87.10%,,,,,,,,,
중식전문점,제주특별자치도,합계,385,380,101.32%,368,104.62%,,,,,,,,,
중식전문점,제주특별자치도,서귀포시,122,119,102.52%,113,107.96%,,,,,,,,,
중식전문점,제주특별자치도,제주시,263,261,100.77%,255,103.14%,,,,,,,,,
채소가게,합계,합계,"11,090","10,997",100.85%,"10,779",102.89%,,,,,,,,,
채소가게,서울특별시,합계,"1,535","1,526",100.59%,"1,520",100.99%,,,,,,,,,
채소가게,서울특별시,종로구,23,23,100.00%,23,100.00%,,,,,,,,,
채소가게,서울특별시,중구,34,34,100.00%,39,87.18%,,,,,,,,,
채소가게,서울특별시,용산구,34,34,100.00%,36,94.44%,,,,,,,,,
채소가게,서울특별시,성동구,32,33,96.97%,34,94.12%,,,,,,,,,
채소가게,서울특별시,광진구,36,35,102.86%,36,100.00%,,,,,,,,,
채소가게,서울특별시,동대문구,169,168,100.60%,176,96.02%,,,,,,,,,
채소가게,서울특별시,중랑구,75,71,105.63%,71,105.63%,,,,,,,,,
채소가게,서울특별시,성북구,55,55,100.00%,48,114.58%,,,,,,,,,
채소가게,서울특별시,강북구,66,65,101.54%,68,97.06%,,,,,,,,,
채소가게,서울특별시,도봉구,50,49,102.04%,44,113.64%,,,,,,,,,
채소가게,서울특별시,노원구,49,48,102.08%,51,96.08%,,,,,,,,,
채소가게,서울특별시,은평구,71,69,102.90%,70,101.43%,,,,,,,,,
채소가게,서울특별시,서대문구,56,55,101.82%,57,98.25%,,,,,,,,,
채소가게,서울특별시,마포구,47,48,97.92%,47,100.00%,,,,,,,,,
채소가게,서울특별시,양천구,62,60,103.33%,59,105.08%,,,,,,,,,
채소가게,서울특별시,강서구,72,72,100.00%,67,107.46%,,,,,,,,,
채소가게,서울특별시,구로구,73,74,98.65%,70,104.29%,,,,,,,,,
채소가게,서울특별시,금천구,44,42,104.76%,37,118.92%,,,,,,,,,
채소가게,서울특별시,영등포구,79,82,96.34%,79,100.00%,,,,,,,,,
채소가게,서울특별시,동작구,52,52,100.00%,48,108.33%,,,,,,,,,
채소가게,서울특별시,관악구,74,77,96.10%,81,91.36%,,,,,,,,,
채소가게,서울특별시,서초구,28,26,107.69%,29,96.55%,,,,,,,,,
채소가게,서울특별시,강남구,61,62,98.39%,64,95.31%,,,,,,,,,
채소가게,서울특별시,송파구,121,120,100.83%,116,104.31%,,,,,,,,,
채소가게,서울특별시,강동구,72,72,100.00%,70,102.86%,,,,,,,,,
채소가게,인천광역시,합계,529,516,102.52%,504,104.96%,,,,,,,,,
채소가게,인천광역시,동구,24,24,100.00%,25,96.00%,,,,,,,,,
채소가게,인천광역시,중구,17,17,100.00%,19,89.47%,,,,,,,,,
채소가게,인천광역시,연수구,16,16,100.00%,21,76.19%,,,,,,,,,
채소가게,인천광역시,남동구,68,65,104.62%,59,115.25%,,,,,,,,,
채소가게,인천광역시,부평구,106,103,102.91%,106,100.00%,,,,,,,,,
채소가게,인천광역시,계양구,53,50,106.00%,56,94.64%,,,,,,,,,
채소가게,인천광역시,서구,83,81,102.47%,74,112.16%,,,,,,,,,
채소가게,인천광역시,강화군,83,83,100.00%,81,102.47%,,,,,,,,,
채소가게,인천광역시,옹진군,5,5,100.00%,7,71.43%,,,,,,,,,
채소가게,인천광역시,미추홀구,74,72,102.78%,56,132.14%,,,,,,,,,
채소가게,경기도,합계,"1,935","1,914",101.10%,"1,847",104.76%,,,,,,,,,
채소가게,경기도,수원시 장안구,40,39,102.56%,36,111.11%,,,,,,,,,
채소가게,경기도,수원시 권선구,45,43,104.65%,42,107.14%,,,,,,,,,
채소가게,경기도,수원시 팔달구,66,67,98.51%,61,108.20%,,,,,,,,,
채소가게,경기도,수원시 영통구,25,25,100.00%,22,113.64%,,,,,,,,,
채소가게,경기도,성남시 수정구,47,46,102.17%,53,88.68%,,,,,,,,,
채소가게,경기도,성남시 중원구,67,66,101.52%,65,103.08%,,,,,,,,,
채소가게,경기도,성남시 분당구,38,38,100.00%,44,86.36%,,,,,,,,,
채소가게,경기도,의정부시,95,95,100.00%,100,95.00%,,,,,,,,,
채소가게,경기도,안양시 만안구,65,65,100.00%,66,98.48%,,,,,,,,,
채소가게,경기도,안양시 동안구,32,33,96.97%,34,94.12%,,,,,,,,,
채소가게,경기도,부천시,156,156,100.00%,146,106.85%,,,,,,,,,
채소가게,경기도,광명시,63,62,101.61%,57,110.53%,,,,,,,,,
채소가게,경기도,평택시,62,58,106.90%,63,98.41%,,,,,,,,,
채소가게,경기도,동두천시,20,20,100.00%,21,95.24%,,,,,,,,,
채소가게,경기도,안산시 상록구,50,48,104.17%,46,108.70%,,,,,,,,,
채소가게,경기도,안산시 단원구,42,42,100.00%,36,116.67%,,,,,,,,,
채소가게,경기도,고양시 덕양구,52,53,98.11%,47,110.64%,,,,,,,,,
채소가게,경기도,고양시 일산동구,29,30,96.67%,23,126.09%,,,,,,,,,
채소가게,경기도,고양시 일산서구,29,28,103.57%,26,111.54%,,,,,,,,,
채소가게,경기도,과천시,11,11,100.00%,9,122.22%,,,,,,,,,
채소가게,경기도,구리시,37,34,108.82%,29,127.59%,,,,,,,,,
채소가게,경기도,남양주시,118,117,100.85%,123,95.93%,,,,,,,,,
채소가게,경기도,오산시,20,20,100.00%,20,100.00%,,,,,,,,,
채소가게,경기도,시흥시,80,80,100.00%,73,109.59%,,,,,,,,,
채소가게,경기도,군포시,43,44,97.73%,43,100.00%,,,,,,,,,
채소가게,경기도,의왕시,17,17,100.00%,16,106.25%,,,,,,,,,
채소가게,경기도,하남시,47,47,100.00%,39,120.51%,,,,,,,,,
채소가게,경기도,용인시 처인구,43,43,100.00%,41,104.88%,,,,,,,,,
채소가게,경기도,용인시 기흥구,22,20,110.00%,22,100.00%,,,,,,,,,
채소가게,경기도,용인시 수지구,16,15,106.67%,14,114.29%,,,,,,,,,
채소가게,경기도,파주시,42,42,100.00%,46,91.30%,,,,,,,,,
채소가게,경기도,이천시,41,41,100.00%,38,107.89%,,,,,,,,,
채소가게,경기도,안성시,36,36,100.00%,27,133.33%,,,,,,,,,
채소가게,경기도,김포시,45,44,102.27%,37,121.62%,,,,,,,,,
채소가게,경기도,화성시,58,55,105.45%,55,105.45%,,,,,,,,,
채소가게,경기도,광주시,53,52,101.92%,50,106.00%,,,,,,,,,
채소가게,경기도,양주시,41,41,100.00%,43,95.35%,,,,,,,,,
채소가게,경기도,포천시,32,31,103.23%,30,106.67%,,,,,,,,,
채소가게,경기도,여주시,43,43,100.00%,46,93.48%,,,,,,,,,
채소가게,경기도,가평군,24,24,100.00%,20,120.00%,,,,,,,,,
채소가게,경기도,양평군,28,28,100.00%,25,112.00%,,,,,,,,,
채소가게,경기도,연천군,15,15,100.00%,13,115.38%,,,,,,,,,
채소가게,강원도,합계,765,760,100.66%,753,101.59%,,,,,,,,,
채소가게,강원도,춘천시,49,49,100.00%,43,113.95%,,,,,,,,,
채소가게,강원도,원주시,97,96,101.04%,91,106.59%,,,,,,,,,
채소가게,강원도,강릉시,48,47,102.13%,51,94.12%,,,,,,,,,
채소가게,강원도,동해시,16,16,100.00%,18,88.89%,,,,,,,,,
채소가게,강원도,태백시,16,16,100.00%,16,100.00%,,,,,,,,,
채소가게,강원도,속초시,14,14,100.00%,16,87.50%,,,,,,,,,
채소가게,강원도,삼척시,17,17,100.00%,18,94.44%,,,,,,,,,
채소가게,강원도,홍천군,67,68,98.53%,69,97.10%,,,,,,,,,
채소가게,강원도,횡성군,54,53,101.89%,53,101.89%,,,,,,,,,
채소가게,강원도,영월군,76,76,100.00%,76,100.00%,,,,,,,,,
채소가게,강원도,평창군,79,78,101.28%,75,105.33%,,,,,,,,,
채소가게,강원도,정선군,56,56,100.00%,53,105.66%,,,,,,,,,
채소가게,강원도,철원군,15,15,100.00%,16,93.75%,,,,,,,,,
채소가게,강원도,화천군,23,22,104.55%,21,109.52%,,,,,,,,,
채소가게,강원도,양구군,35,35,100.00%,27,129.63%,,,,,,,,,
채소가게,강원도,인제군,60,60,100.00%,66,90.91%,,,,,,,,,
채소가게,강원도,고성군,10,10,100.00%,11,90.91%,,,,,,,,,
채소가게,강원도,양양군,33,32,103.13%,33,100.00%,,,,,,,,,
채소가게,대전광역시,합계,269,266,101.13%,254,105.91%,,,,,,,,,
채소가게,대전광역시,동구,48,48,100.00%,43,111.63%,,,,,,,,,
채소가게,대전광역시,중구,44,44,100.00%,43,102.33%,,,,,,,,,
채소가게,대전광역시,서구,72,71,101.41%,73,98.63%,,,,,,,,,
채소가게,대전광역시,대덕구,57,56,101.79%,57,100.00%,,,,,,,,,
채소가게,대전광역시,유성구,48,47,102.13%,38,126.32%,,,,,,,,,
채소가게,충청북도,합계,493,490,100.61%,471,104.67%,,,,,,,,,
채소가게,충청북도,괴산군,51,51,100.00%,49,104.08%,,,,,,,,,
채소가게,충청북도,단양군,37,39,94.87%,38,97.37%,,,,,,,,,
채소가게,충청북도,보은군,13,13,100.00%,12,108.33%,,,,,,,,,
채소가게,충청북도,영동군,22,21,104.76%,19,115.79%,,,,,,,,,
채소가게,충청북도,옥천군,31,31,100.00%,32,96.88%,,,,,,,,,
채소가게,충청북도,음성군,19,20,95.00%,18,105.56%,,,,,,,,,
채소가게,충청북도,제천시,70,70,100.00%,73,95.89%,,,,,,,,,
채소가게,충청북도,증평군,10,10,100.00%,10,100.00%,,,,,,,,,
채소가게,충청북도,진천군,23,23,100.00%,23,100.00%,,,,,,,,,
채소가게,충청북도,청주시 상당구,61,60,101.67%,51,119.61%,,,,,,,,,
채소가게,충청북도,청주시 서원구,26,24,108.33%,26,100.00%,,,,,,,,,
채소가게,충청북도,청주시 청원구,26,25,104.00%,25,104.00%,,,,,,,,,
채소가게,충청북도,청주시 흥덕구,46,47,97.87%,37,124.32%,,,,,,,,,
채소가게,충청북도,충주시,58,56,103.57%,58,100.00%,,,,,,,,,
채소가게,충청남도,합계,677,671,100.89%,674,100.45%,,,,,,,,,
채소가게,충청남도,계룡시,6,7,85.71%,4,150.00%,,,,,,,,,
채소가게,충청남도,공주시,29,28,103.57%,30,96.67%,,,,,,,,,
채소가게,충청남도,금산군,28,28,100.00%,32,87.50%,,,,,,,,,
채소가게,충청남도,논산시,71,71,100.00%,71,100.00%,,,,,,,,,
채소가게,충청남도,당진시,40,38,105.26%,42,95.24%,,,,,,,,,
채소가게,충청남도,보령시,41,41,100.00%,45,91.11%,,,,,,,,,
채소가게,충청남도,부여군,36,35,102.86%,33,109.09%,,,,,,,,,
채소가게,충청남도,서산시,64,64,100.00%,64,100.00%,,,,,,,,,
채소가게,충청남도,서천군,20,20,100.00%,19,105.26%,,,,,,,,,
채소가게,충청남도,아산시,49,50,98.00%,47,104.26%,,,,,,,,,
채소가게,충청남도,예산군,24,22,109.09%,25,96.00%,,,,,,,,,
채소가게,충청남도,천안시 동남구,72,69,104.35%,68,105.88%,,,,,,,,,
채소가게,충청남도,천안시 서북구,35,37,94.59%,34,102.94%,,,,,,,,,
채소가게,충청남도,청양군,29,29,100.00%,28,103.57%,,,,,,,,,
채소가게,충청남도,태안군,85,84,101.19%,82,103.66%,,,,,,,,,
채소가게,충청남도,홍성군,48,48,100.00%,50,96.00%,,,,,,,,,
채소가게,세종특별자치시,합계,54,52,103.85%,47,114.89%,,,,,,,,,
채소가게,세종특별자치시,세종시,54,52,103.85%,47,114.89%,,,,,,,,,
채소가게,광주광역시,합계,219,217,100.92%,194,112.89%,,,,,,,,,
채소가게,광주광역시,동구,21,21,100.00%,20,105.00%,,,,,,,,,
채소가게,광주광역시,남구,32,32,100.00%,31,103.23%,,,,,,,,,
채소가게,광주광역시,서구,52,53,98.11%,51,101.96%,,,,,,,,,
채소가게,광주광역시,광산구,50,47,106.38%,40,125.00%,,,,,,,,,
