사업자 현황 ( 9월/100대 생활업종),,,,,,,
*조회년월,,2019년 9월,,,,,
,,,,,,,
,,,,,,,"(단위 : 인원수, %)"
업종전체,서울특별시,강남구," 45,040 "," 45,024 ",100.04%," 43,467 ",103.62%
업종전체,서울특별시,송파구," 30,286 "," 30,126 ",100.53%," 28,486 ",106.32%
업종전체,서울특별시,강동구," 18,138 "," 18,146 ",99.96%," 17,574 ",103.21%
업종전체,인천광역시,합계," 120,745 "," 120,307 ",100.36%," 114,290 ",105.65%
업종전체,인천광역시,동구," 2,824 "," 2,808 ",100.57%," 2,742 ",102.99%
업종전체,인천광역시,연수구," 12,806 "," 12,736 ",100.55%," 11,815 ",108.39%
업종전체,인천광역시,남동구," 22,176 "," 22,108 ",100.31%," 21,232 ",104.45%
업종전체,인천광역시,부평구," 20,457 "," 20,415 ",100.21%," 19,501 ",104.90%
업종전체,인천광역시,계양구," 11,528 "," 11,485 ",100.37%," 11,200 ",102.93%
업종전체,인천광역시,서구," 20,948 "," 20,835 ",100.54%," 19,299 ",108.54%
업종전체,인천광역시,강화군," 3,958 "," 3,947 ",100.28%," 3,797 ",104.24%
업종전체,인천광역시,중구," 7,515 "," 7,483 ",100.43%," 6,956 ",108.04%
업종전체,인천광역시,옹진군," 1,301 "," 1,299 ",100.15%," 1,237 ",105.17%
업종전체,인천광역시,미추홀구," 17,232 "," 17,191 ",100.24%," 16,511 ",104.37%
업종전체,경기도,합계," 547,325 "," 544,912 ",100.44%," 512,403 ",106.82%
업종전체,경기도,수원시 장안구," 10,479 "," 10,451 ",100.27%," 10,190 ",102.84%
업종전체,경기도,수원시 권선구," 13,092 "," 13,063 ",100.22%," 12,284 ",106.58%
업종전체,경기도,수원시 팔달구," 11,818 "," 11,813 ",100.04%," 11,665 ",101.31%
업종전체,경기도,수원시 영통구," 13,578 "," 13,490 ",100.65%," 12,523 ",108.42%
업종전체,경기도,성남시 수정구," 9,970 "," 9,951 ",100.19%," 9,401 ",106.05%
업종전체,경기도,성남시 중원구," 9,976 "," 9,950 ",100.26%," 9,594 ",103.98%
업종전체,경기도,성남시 분당구," 21,489 "," 21,499 ",99.95%," 20,560 ",104.52%
업종전체,경기도,의정부시," 19,712 "," 19,621 ",100.46%," 18,991 ",103.80%
업종전체,경기도,안양시 만안구," 10,098 "," 10,073 ",100.25%," 9,749 ",103.58%
업종전체,경기도,안양시 동안구," 14,229 "," 14,197 ",100.23%," 13,621 ",104.46%
업종전체,경기도,부천시," 35,905 "," 35,756 ",100.42%," 34,280 ",104.74%
업종전체,경기도,광명시," 11,666 "," 11,642 ",100.21%," 11,151 ",104.62%
업종전체,경기도,평택시," 23,405 "," 23,337 ",100.29%," 22,242 ",105.23%
업종전체,경기도,동두천시," 4,223 "," 4,214 ",100.21%," 4,143 ",101.93%
업종전체,경기도,안산시 상록구," 12,898 "," 12,872 ",100.20%," 12,199 ",105.73%
업종전체,경기도,안산시 단원구," 16,245 "," 16,200 ",100.28%," 15,358 ",105.78%
업종전체,경기도,고양시 덕양구," 17,047 "," 16,915 ",100.78%," 15,952 ",106.86%
업종전체,경기도,고양시 일산동구," 16,247 "," 16,178 ",100.43%," 15,395 ",105.53%
업종전체,경기도,고양시 일산서구," 11,747 "," 11,700 ",100.40%," 11,079 ",106.03%
업종전체,경기도,과천시," 2,314 "," 2,300 ",100.61%," 2,193 ",105.52%
업종전체,경기도,구리시," 9,172 "," 9,117 ",100.60%," 8,701 ",105.41%
업종전체,경기도,남양주시," 27,107 "," 26,905 ",100.75%," 24,692 ",109.78%
업종전체,경기도,오산시," 8,348 "," 8,305 ",100.52%," 7,916 ",105.46%
업종전체,경기도,시흥시," 19,656 "," 19,479 ",100.91%," 17,683 ",111.16%
업종전체,경기도,군포시," 9,633 "," 9,582 ",100.53%," 9,164 ",105.12%
업종전체,경기도,의왕시," 5,011 "," 5,006 ",100.10%," 4,726 ",106.03%
업종전체,경기도,하남시," 10,343 "," 10,201 ",101.39%," 8,535 ",121.18%
업종전체,경기도,용인시 처인구," 11,412 "," 11,335 ",100.68%," 10,365 ",110.10%
업종전체,경기도,용인시 기흥구," 14,906 "," 14,850 ",100.38%," 13,716 ",108.68%
업종전체,경기도,용인시 수지구," 11,008 "," 10,956 ",100.47%," 10,208 ",107.84%
업종전체,경기도,파주시," 18,575 "," 18,466 ",100.59%," 17,201 ",107.99%
업종전체,경기도,이천시," 9,475 "," 9,441 ",100.36%," 9,099 ",104.13%
업종전체,경기도,안성시," 8,216 "," 8,199 ",100.21%," 7,921 ",103.72%
업종전체,경기도,김포시," 18,011 "," 17,882 ",100.72%," 15,906 ",113.23%
업종전체,경기도,화성시," 30,448 "," 30,245 ",100.67%," 27,226 ",111.83%
업종전체,경기도,광주시," 14,438 "," 14,354 ",100.59%," 13,251 ",108.96%
업종전체,경기도,양주시," 9,035 "," 8,977 ",100.65%," 8,148 ",110.89%
업종전체,경기도,포천시," 8,285 "," 8,266 ",100.23%," 8,067 ",102.70%
업종전체,경기도,여주시," 5,265 "," 5,283 ",99.66%," 5,194 ",101.37%
업종전체,경기도,가평군," 4,742 "," 4,740 ",100.04%," 4,495 ",105.49%
업종전체,경기도,양평군," 5,929 "," 5,932 ",99.95%," 5,499 ",107.82%
업종전체,경기도,연천군," 2,172 "," 2,169 ",100.14%," 2,120 ",102.45%
업종전체,강원도,합계," 84,913 "," 84,796 ",100.14%," 82,341 ",103.12%
업종전체,강원도,춘천시," 14,100 "," 14,063 ",100.26%," 13,733 ",102.67%
업종전체,강원도,원주시," 17,804 "," 17,795 ",100.05%," 17,001 ",104.72%
업종전체,강원도,강릉시," 12,413 "," 12,392 ",100.17%," 11,954 ",103.84%
업종전체,강원도,동해시," 4,829 "," 4,844 ",99.69%," 4,762 ",101.41%
업종전체,강원도,태백시," 2,305 "," 2,303 ",100.09%," 2,251 ",102.40%
업종전체,강원도,속초시," 5,693 "," 5,678 ",100.26%," 5,573 ",102.15%
업종전체,강원도,삼척시," 3,496 "," 3,486 ",100.29%," 3,368 ",103.80%
업종전체,강원도,홍천군," 3,867 "," 3,859 ",100.21%," 3,798 ",101.82%
업종전체,강원도,횡성군," 2,250 "," 2,236 ",100.63%," 2,170 ",103.69%
업종전체,강원도,영월군," 2,094 "," 2,100 ",99.71%," 2,064 ",101.45%
업종전체,강원도,평창군," 2,884 "," 2,874 ",100.35%," 2,826 ",102.05%
업종전체,강원도,정선군," 2,368 "," 2,365 ",100.13%," 2,328 ",101.72%
업종전체,강원도,철원군," 2,352 "," 2,348 ",100.17%," 2,348 ",100.17%
업종전체,강원도,화천군," 1,321 "," 1,319 ",100.15%," 1,281 ",103.12%
업종전체,강원도,양구군," 1,225 "," 1,216 ",100.74%," 1,156 ",105.97%
업종전체,강원도,인제군," 2,116 "," 2,115 ",100.05%," 2,065 ",102.47%
업종전체,강원도,고성군," 1,671 "," 1,669 ",100.12%," 1,613 ",103.60%
업종전체,강원도,양양군," 2,125 "," 2,134 ",99.58%," 2,050 ",103.66%
업종전체,대전광역시,합계," 69,892 "," 69,757 ",100.19%," 67,570 ",103.44%
업종전체,대전광역시,동구," 10,323 "," 10,301 ",100.21%," 10,039 ",102.83%
업종전체,대전광역시,서구," 23,227 "," 23,189 ",100.16%," 22,462 ",103.41%
업종전체,대전광역시,중구," 12,290 "," 12,281 ",100.07%," 11,974 ",102.64%
업종전체,대전광역시,대덕구," 8,168 "," 8,155 ",100.16%," 8,095 ",100.90%
업종전체,대전광역시,유성구," 15,884 "," 15,831 ",100.33%," 15,000 ",105.89%
업종전체,충청북도,합계," 76,725 "," 76,576 ",100.19%," 74,068 ",103.59%
업종전체,충청북도,괴산군," 1,748 "," 1,746 ",100.11%," 1,705 ",102.52%
업종전체,충청북도,단양군," 1,781 "," 1,781 ",100.00%," 1,702 ",104.64%
업종전체,충청북도,보은군," 1,600 "," 1,598 ",100.13%," 1,585 ",100.95%
업종전체,충청북도,영동군," 2,212 "," 2,217 ",99.77%," 2,192 ",100.91%
업종전체,충청북도,옥천군," 2,162 "," 2,161 ",100.05%," 2,119 ",102.03%
업종전체,충청북도,음성군," 4,873 "," 4,858 ",100.31%," 4,711 ",103.44%
업종전체,충청북도,제천시," 7,459 "," 7,443 ",100.21%," 7,303 ",102.14%
업종전체,충청북도,증평군," 1,842 "," 1,828 ",100.77%," 1,751 ",105.20%
업종전체,충청북도,진천군," 3,718 "," 3,695 ",100.62%," 3,479 ",106.87%
업종전체,충청북도,청주시 상당구," 8,860 "," 8,851 ",100.10%," 8,542 ",103.72%
업종전체,충청북도,청주시 서원구," 9,066 "," 9,067 ",99.99%," 8,891 ",101.97%
업종전체,충청북도,청주시 청원구," 8,689 "," 8,655 ",100.39%," 8,246 ",105.37%
업종전체,충청북도,청주시 흥덕구," 12,104 "," 12,085 ",100.16%," 11,537 ",104.91%
업종전체,충청북도,충주시," 10,611 "," 10,591 ",100.19%," 10,305 ",102.97%
업종전체,충청남도,합계," 100,488 "," 100,271 ",100.22%," 96,986 ",103.61%
업종전체,충청남도,계룡시," 1,498 "," 1,494 ",100.27%," 1,465 ",102.25%
업종전체,충청남도,공주시," 5,420 "," 5,427 ",99.87%," 5,343 ",101.44%
업종전체,충청남도,금산군," 3,161 "," 3,165 ",99.87%," 3,106 ",101.77%
업종전체,충청남도,논산시," 5,881 "," 5,860 ",100.36%," 5,730 ",102.64%
업종전체,충청남도,당진시," 7,803 "," 7,793 ",100.13%," 7,523 ",103.72%
업종전체,충청남도,보령시," 5,622 "," 5,597 ",100.45%," 5,481 ",102.57%
업종전체,충청남도,부여군," 2,740 "," 2,726 ",100.51%," 2,696 ",101.63%
업종전체,충청남도,서산시," 8,356 "," 8,334 ",100.26%," 8,052 ",103.78%
업종전체,충청남도,서천군," 2,504 "," 2,507 ",99.88%," 2,443 ",102.50%
업종전체,충청남도,아산시," 13,056 "," 13,072 ",99.88%," 12,545 ",104.07%
업종전체,충청남도,예산군," 3,896 "," 3,903 ",99.82%," 3,866 ",100.78%
업종전체,충청남도,천안시 동남구," 12,475 "," 12,422 ",100.43%," 11,913 ",104.72%
업종전체,충청남도,천안시 서북구," 17,539 "," 17,443 ",100.55%," 16,503 ",106.28%
업종전체,충청남도,청양군," 1,301 "," 1,298 ",100.23%," 1,285 ",101.25%
업종전체,충청남도,태안군," 4,416 "," 4,424 ",99.82%," 4,342 ",101.70%
업종전체,충청남도,홍성군," 4,820 "," 4,806 ",100.29%," 4,693 ",102.71%
업종전체,세종특별자치시,합계," 12,312 "," 12,209 ",100.84%," 10,881 ",113.15%
업종전체,세종특별자치시,세종시," 12,312 "," 12,209 ",100.84%," 10,881 ",113.15%
업종전체,광주광역시,합계," 70,184 "," 69,946 ",100.34%," 67,410 ",104.12%
업종전체,광주광역시,동구," 8,406 "," 8,399 ",100.08%," 8,217 ",102.30%
업종전체,광주광역시,남구," 8,808 "," 8,756 ",100.59%," 8,344 ",105.56%
업종전체,광주광역시,서구," 16,362 "," 16,304 ",100.36%," 15,782 ",103.68%
업종전체,광주광역시,광산구," 17,385 "," 17,293 ",100.53%," 16,383 ",106.12%
업종전체,광주광역시,북구," 19,223 "," 19,194 ",100.15%," 18,684 ",102.88%
업종전체,전라북도,합계," 84,358 "," 84,230 ",100.15%," 82,281 ",102.52%
업종전체,전라북도,고창군," 2,261 "," 2,256 ",100.22%," 2,164 ",104.48%
업종전체,전라북도,군산시," 13,182 "," 13,168 ",100.11%," 12,970 ",101.63%
업종전체,전라북도,김제시," 3,196 "," 3,184 ",100.38%," 3,106 ",102.90%
업종전체,전라북도,남원시," 4,063 "," 4,065 ",99.95%," 4,011 ",101.30%
업종전체,전라북도,무주군," 1,327 "," 1,338 ",99.18%," 1,332 ",99.62%
업종전체,전라북도,부안군," 2,690 "," 2,677 ",100.49%," 2,634 ",102.13%
업종전체,전라북도,순창군," 1,033 "," 1,032 ",100.10%," 1,005 ",102.79%
업종전체,전라북도,완주군," 3,814 "," 3,810 ",100.10%," 3,640 ",104.78%
업종전체,전라북도,익산시," 12,567 "," 12,547 ",100.16%," 12,331 ",101.91%
업종전체,전라북도,임실군," 1,062 "," 1,052 ",100.95%," 1,032 ",102.91%
업종전체,전라북도,장수군, 826 , 823 ,100.36%, 833 ,99.16%
업종전체,전라북도,전주시 덕진구," 13,980 "," 13,938 ",100.30%," 13,277 ",105.29%
업종전체,전라북도,전주시 완산구," 18,628 "," 18,604 ",100.13%," 18,284 ",101.88%
업종전체,전라북도,정읍시," 4,752 "," 4,755 ",99.94%," 4,690 ",101.32%
업종전체,전라북도,진안군, 977 , 981 ,99.59%, 972 ,100.51%
업종전체,전라남도,합계," 84,990 "," 84,844 ",100.17%," 82,434 ",103.10%
업종전체,전라남도,강진군," 1,541 "," 1,531 ",100.65%," 1,492 ",103.28%
업종전체,전라남도,고흥군," 2,520 "," 2,528 ",99.68%," 2,478 ",101.69%
업종전체,전라남도,곡성군," 1,024 "," 1,023 ",100.10%, 993 ,103.12%
업종전체,전라남도,광양시," 6,794 "," 6,761 ",100.49%," 6,671 ",101.84%
업종전체,전라남도,구례군," 1,220 "," 1,221 ",99.92%," 1,199 ",101.75%
업종전체,전라남도,나주시," 4,642 "," 4,642 ",100.00%," 4,423 ",104.95%
업종전체,전라남도,담양군," 1,885 "," 1,879 ",100.32%," 1,793 ",105.13%
업종전체,전라남도,목포시," 12,440 "," 12,448 ",99.94%," 12,296 ",101.17%
업종전체,전라남도,무안군," 3,618 "," 3,607 ",100.30%," 3,444 ",105.05%
업종전체,전라남도,보성군," 1,860 "," 1,864 ",99.79%," 1,829 ",101.69%
업종전체,전라남도,순천시," 13,493 "," 13,464 ",100.22%," 12,990 ",103.87%
업종전체,전라남도,신안군," 1,222 "," 1,215 ",100.58%," 1,154 ",105.89%
업종전체,전라남도,여수시," 14,506 "," 14,489 ",100.12%," 14,156 ",102.47%
업종전체,전라남도,영광군," 2,395 "," 2,395 ",100.00%," 2,283 ",104.91%
업종전체,전라남도,영암군," 2,109 "," 2,103 ",100.29%," 2,057 ",102.53%
업종전체,전라남도,완도군," 2,541 "," 2,526 ",100.59%," 2,407 ",105.57%
업종전체,전라남도,장성군," 1,599 "," 1,596 ",100.19%," 1,540 ",103.83%
업종전체,전라남도,장흥군," 1,693 "," 1,699 ",99.65%," 1,659 ",102.05%
업종전체,전라남도,진도군," 1,404 "," 1,389 ",101.08%," 1,335 ",105.17%
업종전체,전라남도,함평군," 1,044 "," 1,042 ",100.19%, 975 ,107.08%
업종전체,전라남도,해남군," 3,013 "," 3,007 ",100.20%," 2,924 ",103.04%
업종전체,전라남도,화순군," 2,427 "," 2,415 ",100.50%," 2,336 ",103.90%
업종전체,대구광역시,합계," 114,022 "," 113,816 ",100.18%," 109,853 ",103.80%
업종전체,대구광역시,동구," 14,999 "," 14,983 ",100.11%," 14,449 ",103.81%
업종전체,대구광역시,남구," 8,075 "," 8,045 ",100.37%," 7,815 ",103.33%
업종전체,대구광역시,서구," 8,334 "," 8,361 ",99.68%," 8,332 ",100.02%
업종전체,대구광역시,중구," 11,778 "," 11,769 ",100.08%," 11,685 ",100.80%
업종전체,대구광역시,달서구," 23,552 "," 23,498 ",100.23%," 22,546 ",104.46%
업종전체,대구광역시,달성군," 9,407 "," 9,341 ",100.71%," 8,721 ",107.87%
업종전체,대구광역시,북구," 18,092 "," 18,056 ",100.20%," 17,365 ",104.19%
업종전체,대구광역시,수성구," 19,785 "," 19,763 ",100.11%," 18,940 ",104.46%
업종전체,경상북도,합계," 128,602 "," 128,413 ",100.15%," 125,362 ",102.58%
업종전체,경상북도,경산시," 11,955 "," 11,908 ",100.39%," 11,486 ",104.08%
업종전체,경상북도,경주시," 14,174 "," 14,175 ",99.99%," 13,689 ",103.54%
업종전체,경상북도,고령군," 1,325 "," 1,323 ",100.15%," 1,283 ",103.27%
업종전체,경상북도,구미시," 19,366 "," 19,347 ",100.10%," 19,023 ",101.80%
업종전체,경상북도,군위군, 881 , 880 ,100.11%, 832 ,105.89%
업종전체,경상북도,김천시," 6,142 "," 6,126 ",100.26%," 6,012 ",102.16%
업종전체,경상북도,문경시," 3,794 "," 3,793 ",100.03%," 3,720 ",101.99%
업종전체,경상북도,봉화군," 1,358 "," 1,356 ",100.15%," 1,363 ",99.63%
업종전체,경상북도,상주시," 4,333 "," 4,341 ",99.82%," 4,292 ",100.96%
업종전체,경상북도,성주군," 1,939 "," 1,940 ",99.95%," 1,883 ",102.97%
업종전체,경상북도,안동시," 8,040 "," 8,038 ",100.02%," 7,904 ",101.72%
업종전체,경상북도,영덕군," 2,510 "," 2,510 ",100.00%," 2,442 ",102.78%
업종전체,경상북도,영양군, 711 , 714 ,99.58%, 732 ,97.13%
업종전체,경상북도,영주시," 5,839 "," 5,821 ",100.31%," 5,771 ",101.18%
업종전체,경상북도,영천시," 4,359 "," 4,357 ",100.05%," 4,265 ",102.20%
업종전체,경상북도,예천군," 2,211 "," 2,197 ",100.64%," 2,078 ",106.40%
업종전체,경상북도,울릉군, 721 , 719 ,100.28%, 695 ,103.74%
업종전체,경상북도,울진군," 2,879 "," 2,873 ",100.21%," 2,808 ",102.53%
업종전체,경상북도,의성군," 2,014 "," 2,011 ",100.15%," 2,007 ",100.35%
업종전체,경상북도,청도군," 2,046 "," 2,042 ",100.20%," 1,932 ",105.90%
업종전체,경상북도,청송군," 1,418 "," 1,415 ",100.21%," 1,437 ",98.68%
업종전체,경상북도,칠곡군," 5,554 "," 5,546 ",100.14%," 5,465 ",101.63%
업종전체,경상북도,포항시 남구," 11,641 "," 11,605 ",100.31%," 11,276 ",103.24%
업종전체,경상북도,포항시 북구," 13,392 "," 13,376 ",100.12%," 12,967 ",103.28%
업종전체,부산광역시,합계," 156,472 "," 156,303 ",100.11%," 151,683 ",103.16%
업종전체,부산광역시,동구," 5,818 "," 5,804 ",100.24%," 5,677 ",102.48%
업종전체,부산광역시,남구," 10,857 "," 10,828 ",100.27%," 10,441 ",103.98%
업종전체,부산광역시,서구," 4,367 "," 4,389 ",99.50%," 4,308 ",101.37%
업종전체,부산광역시,중구," 6,520 "," 6,538 ",99.72%," 6,576 ",99.15%
업종전체,부산광역시,강서구," 6,146 "," 6,077 ",101.14%," 5,539 ",110.96%
업종전체,부산광역시,금정구," 10,929 "," 10,909 ",100.18%," 10,715 ",102.00%
업종전체,부산광역시,기장군," 7,261 "," 7,242 ",100.26%," 6,923 ",104.88%
업종전체,부산광역시,동래구," 12,389 "," 12,370 ",100.15%," 11,978 ",103.43%
업종전체,부산광역시,부산진구," 19,561 "," 19,567 ",99.97%," 19,037 ",102.75%
업종전체,부산광역시,북구," 9,621 "," 9,627 ",99.94%," 9,372 ",102.66%
업종전체,부산광역시,사상구," 9,966 "," 9,960 ",100.06%," 9,793 ",101.77%
업종전체,부산광역시,사하구," 11,818 "," 11,826 ",99.93%," 11,475 ",102.99%
업종전체,부산광역시,수영구," 9,632 "," 9,607 ",100.26%," 9,250 ",104.13%
업종전체,부산광역시,연제구," 10,157 "," 10,148 ",100.09%," 9,765 ",104.01%
업종전체,부산광역시,영도구," 4,061 "," 4,061 ",100.00%," 4,040 ",100.52%
업종전체,부산광역시,해운대구," 17,369 "," 17,350 ",100.11%," 16,794 ",103.42%
업종전체,울산광역시,합계," 51,203 "," 51,093 ",100.22%," 49,905 ",102.60%
업종전체,울산광역시,동구," 6,346 "," 6,350 ",99.94%," 6,261 ",101.36%
업종전체,울산광역시,남구," 18,531 "," 18,508 ",100.12%," 18,213 ",101.75%
업종전체,울산광역시,중구," 9,769 "," 9,768 ",100.01%," 9,678 ",100.94%
업종전체,울산광역시,북구," 7,368 "," 7,317 ",100.70%," 6,823 ",107.99%
업종전체,울산광역시,울주군," 9,189 "," 9,150 ",100.43%," 8,930 ",102.90%
업종전체,경상남도,합계," 156,563 "," 156,278 ",100.18%," 151,907 ",103.07%
업종전체,경상남도,고성군," 2,350 "," 2,351 ",99.96%," 2,331 ",100.82%
업종전체,경상남도,거제시," 11,475 "," 11,458 ",100.15%," 11,222 ",102.25%
업종전체,경상남도,거창군," 2,954 "," 2,943 ",100.37%," 2,872 ",102.86%
업종전체,경상남도,김해시," 24,008 "," 23,920 ",100.37%," 22,977 ",104.49%
업종전체,경상남도,남해군," 2,423 "," 2,417 ",100.25%," 2,312 ",104.80%
업종전체,경상남도,밀양시," 4,951 "," 4,945 ",100.12%," 4,850 ",102.08%
업종전체,경상남도,사천시," 5,898 "," 5,911 ",99.78%," 5,863 ",100.60%
업종전체,경상남도,산청군," 1,749 "," 1,735 ",100.81%," 1,689 ",103.55%
업종전체,경상남도,양산시," 14,905 "," 14,887 ",100.12%," 14,141 ",105.40%
업종전체,경상남도,의령군, 963 , 960 ,100.31%, 943 ,102.12%
업종전체,경상남도,진주시," 17,852 "," 17,832 ",100.11%," 17,456 ",102.27%
업종전체,경상남도,창녕군," 2,879 "," 2,866 ",100.45%," 2,776 ",103.71%
업종전체,경상남도,창원시 마산합포구," 9,422 "," 9,385 ",100.39%," 9,212 ",102.28%
업종전체,경상남도,창원시 마산회원구," 8,377 "," 8,368 ",100.11%," 8,357 ",100.24%
업종전체,경상남도,창원시 성산구," 10,236 "," 10,221 ",100.15%," 9,987 ",102.49%
업종전체,경상남도,창원시 의창구," 12,039 "," 12,031 ",100.07%," 11,542 ",104.31%
업종전체,경상남도,창원시 진해구," 8,054 "," 8,026 ",100.35%," 7,665 ",105.08%
업종전체,경상남도,통영시," 7,329 "," 7,340 ",99.85%," 7,213 ",101.61%
업종전체,경상남도,하동군," 2,350 "," 2,345 ",100.21%," 2,287 ",102.75%
업종전체,경상남도,함안군," 2,790 "," 2,783 ",100.25%," 2,699 ",103.37%
업종전체,경상남도,함양군," 1,825 "," 1,818 ",100.39%," 1,801 ",101.33%
업종전체,경상남도,합천군," 1,734 "," 1,736 ",99.88%," 1,712 ",101.29%
업종전체,제주특별자치도,합계," 43,761 "," 43,669 ",100.21%," 40,790 ",107.28%
업종전체,제주특별자치도,서귀포시," 12,027 "," 12,012 ",100.12%," 11,153 ",107.84%
업종전체,제주특별자치도,제주시," 31,734 "," 31,657 ",100.24%," 29,637 ",107.08%
가구점,합계,합계," 7,503 "," 7,496 ",100.09%," 7,489 ",100.19%
가구점,서울특별시,합계," 1,023 "," 1,024 ",99.90%," 1,021 ",100.20%
가구점,서울특별시,종로구, 15 , 15 ,100.00%, 14 ,107.14%
가구점,서울특별시,중구, 71 , 71 ,100.00%, 71 ,100.00%
가구점,서울특별시,용산구, 38 , 38 ,100.00%, 40 ,95.00%
가구점,서울특별시,성동구, 18 , 19 ,94.74%, 13 ,138.46%
가구점,서울특별시,광진구, 46 , 48 ,95.83%, 54 ,85.19%
가구점,서울특별시,동대문구, 32 , 31 ,103.23%, 32 ,100.00%
가구점,서울특별시,중랑구, 28 , 27 ,103.70%, 29 ,96.55%
가구점,서울특별시,성북구, 38 , 39 ,97.44%, 37 ,102.70%
가구점,서울특별시,강북구, 31 , 31 ,100.00%, 29 ,106.90%
가구점,서울특별시,도봉구, 23 , 23 ,100.00%, 20 ,115.00%
가구점,서울특별시,노원구, 45 , 45 ,100.00%, 44 ,102.27%
가구점,서울특별시,은평구, 42 , 42 ,100.00%, 39 ,107.69%
가구점,서울특별시,서대문구, 68 , 69 ,98.55%, 69 ,98.55%
가구점,서울특별시,마포구, 30 , 30 ,100.00%, 27 ,111.11%
가구점,서울특별시,양천구, 32 , 32 ,100.00%, 32 ,100.00%
가구점,서울특별시,강서구, 38 , 38 ,100.00%, 42 ,90.48%
가구점,서울특별시,구로구, 27 , 26 ,103.85%, 28 ,96.43%
가구점,서울특별시,금천구, 18 , 19 ,94.74%, 19 ,94.74%
가구점,서울특별시,영등포구, 30 , 29 ,103.45%, 30 ,100.00%
가구점,서울특별시,동작구, 20 , 19 ,105.26%, 20 ,100.00%
가구점,서울특별시,관악구, 33 , 32 ,103.13%, 34 ,97.06%
가구점,서울특별시,서초구, 100 , 101 ,99.01%, 100 ,100.00%
가구점,서울특별시,강남구, 98 , 99 ,98.99%, 98 ,100.00%
가구점,서울특별시,송파구, 73 , 73 ,100.00%, 73 ,100.00%
가구점,서울특별시,강동구, 29 , 28 ,103.57%, 27 ,107.41%
가구점,인천광역시,합계, 297 , 291 ,102.06%, 289 ,102.77%
가구점,인천광역시,동구, 14 , 14 ,100.00%, 14 ,100.00%
가구점,인천광역시,연수구, 17 , 17 ,100.00%, 21 ,80.95%
가구점,인천광역시,남동구, 63 , 61 ,103.28%, 59 ,106.78%
가구점,인천광역시,부평구, 40 , 39 ,102.56%, 39 ,102.56%
가구점,인천광역시,계양구, 32 , 31 ,103.23%, 27 ,118.52%
가구점,인천광역시,서구, 62 , 60 ,103.33%, 59 ,105.08%
가구점,인천광역시,강화군, 6 , 6 ,100.00%, 5 ,120.00%
가구점,인천광역시,중구, 13 , 13 ,100.00%, 15 ,86.67%
가구점,인천광역시,옹진군,*,*,100.00%,*,200.00%
가구점,인천광역시,미추홀구, 48 , 48 ,100.00%, 49 ,97.96%
가구점,경기도,합계," 1,901 "," 1,898 ",100.16%," 1,876 ",101.33%
가구점,경기도,수원시 장안구, 21 , 21 ,100.00%, 23 ,91.30%
가구점,경기도,수원시 권선구, 43 , 43 ,100.00%, 39 ,110.26%
