,corp,city,2
0,업종전체,합계,"2,337,954"
1,업종전체,서울특별시,"466,911"
2,업종전체,인천광역시,"118,354"
3,업종전체,경기도,"534,510"
4,업종전체,강원도,"83,778"
5,업종전체,대전광역시,"68,910"
6,업종전체,충청북도,"75,554"
7,업종전체,충청남도,"99,177"
8,업종전체,세종특별자치시,"11,896"
9,업종전체,광주광역시,"69,263"
10,업종전체,전라북도,"83,357"
11,업종전체,전라남도,"83,760"
12,업종전체,대구광역시,"112,636"
13,업종전체,경상북도,"127,050"
14,업종전체,부산광역시,"154,902"
15,업종전체,울산광역시,"50,659"
16,업종전체,경상남도,"154,667"
17,업종전체,제주특별자치도,"42,570"
18,가구점,합계,"7,496"
19,가구점,서울특별시,"1,028"
20,가구점,인천광역시,289
21,가구점,경기도,"1,909"
22,가구점,강원도,303
23,가구점,대전광역시,214
24,가구점,충청북도,291
25,가구점,충청남도,297
26,가구점,세종특별자치시,21
27,가구점,광주광역시,211
28,가구점,전라북도,387
29,가구점,전라남도,270
30,가구점,대구광역시,375
31,가구점,경상북도,465
32,가구점,부산광역시,511
33,가구점,울산광역시,180
34,가구점,경상남도,558
35,가구점,제주특별자치도,187
36,가전제품수리점,합계,"14,855"
37,가전제품수리점,서울특별시,"2,399"
38,가전제품수리점,인천광역시,"1,066"
39,가전제품수리점,경기도,"4,220"
40,가전제품수리점,강원도,510
41,가전제품수리점,대전광역시,507
42,가전제품수리점,충청북도,460
43,가전제품수리점,충청남도,640
44,가전제품수리점,세종특별자치시,58
45,가전제품수리점,광주광역시,441
46,가전제품수리점,전라북도,499
47,가전제품수리점,전라남도,490
48,가전제품수리점,대구광역시,715
49,가전제품수리점,경상북도,533
50,가전제품수리점,부산광역시,937
51,가전제품수리점,울산광역시,302
52,가전제품수리점,경상남도,886
53,가전제품수리점,제주특별자치도,192
54,가전제품판매점,합계,"10,008"
55,가전제품판매점,서울특별시,"1,552"
56,가전제품판매점,인천광역시,362
57,가전제품판매점,경기도,"1,874"
58,가전제품판매점,강원도,457
59,가전제품판매점,대전광역시,303
60,가전제품판매점,충청북도,430
61,가전제품판매점,충청남도,517
62,가전제품판매점,세종특별자치시,36
63,가전제품판매점,광주광역시,348
64,가전제품판매점,전라북도,528
65,가전제품판매점,전라남도,580
66,가전제품판매점,대구광역시,527
67,가전제품판매점,경상북도,698
68,가전제품판매점,부산광역시,618
69,가전제품판매점,울산광역시,201
70,가전제품판매점,경상남도,734
71,가전제품판매점,제주특별자치도,243
72,간이주점,합계,"15,208"
73,간이주점,서울특별시,"4,979"
74,간이주점,인천광역시,"1,575"
