,corp,city,2
0,업종전체,합계,"2,515,815"
1,업종전체,서울특별시,"501,875"
2,업종전체,인천광역시,"129,209"
3,업종전체,경기도,"595,288"
4,업종전체,강원도,"88,513"
5,업종전체,대전광역시,"72,927"
6,업종전체,충청북도,"79,819"
7,업종전체,충청남도,"105,065"
8,업종전체,세종특별자치시,"13,961"
9,업종전체,광주광역시,"73,292"
10,업종전체,전라북도,"87,672"
11,업종전체,전라남도,"88,427"
12,업종전체,대구광역시,"119,650"
13,업종전체,경상북도,"133,292"
14,업종전체,부산광역시,"164,602"
15,업종전체,울산광역시,"53,212"
16,업종전체,경상남도,"162,405"
17,업종전체,제주특별자치도,"46,606"
18,LPG 충전소,합계,"1,610"
19,LPG 충전소,서울특별시,76
20,LPG 충전소,인천광역시,70
21,LPG 충전소,경기도,372
22,LPG 충전소,강원도,93
23,LPG 충전소,대전광역시,38
24,LPG 충전소,충청북도,77
25,LPG 충전소,충청남도,131
26,LPG 충전소,세종특별자치시,4
27,LPG 충전소,광주광역시,39
28,LPG 충전소,전라북도,108
29,LPG 충전소,전라남도,119
30,LPG 충전소,대구광역시,42
31,LPG 충전소,경상북도,165
32,LPG 충전소,부산광역시,58
33,LPG 충전소,울산광역시,29
34,LPG 충전소,경상남도,154
35,LPG 충전소,제주특별자치도,35
36,PC방,합계,"10,339"
37,PC방,서울특별시,"1,649"
38,PC방,인천광역시,548
39,PC방,경기도,"2,501"
40,PC방,강원도,442
41,PC방,대전광역시,298
42,PC방,충청북도,366
43,PC방,충청남도,451
44,PC방,세종특별자치시,48
45,PC방,광주광역시,484
46,PC방,전라북도,403
47,PC방,전라남도,384
48,PC방,대구광역시,546
49,PC방,경상북도,569
50,PC방,부산광역시,608
51,PC방,울산광역시,244
52,PC방,경상남도,629
53,PC방,제주특별자치도,169
54,가구점,합계,"7,581"
55,가구점,서울특별시,"1,023"
56,가구점,인천광역시,302
57,가구점,경기도,"2,042"
58,가구점,강원도,299
59,가구점,대전광역시,211
60,가구점,충청북도,273
61,가구점,충청남도,291
62,가구점,세종특별자치시,27
63,가구점,광주광역시,219
64,가구점,전라북도,400
65,가구점,전라남도,278
66,가구점,대구광역시,364
67,가구점,경상북도,476
68,가구점,부산광역시,489
69,가구점,울산광역시,168
70,가구점,경상남도,535
71,가구점,제주특별자치도,184
72,가전제품수리점,합계,"16,942"
73,가전제품수리점,서울특별시,"2,816"
74,가전제품수리점,인천광역시,"1,201"
75,가전제품수리점,경기도,"5,002"
76,가전제품수리점,강원도,575
77,가전제품수리점,대전광역시,561
78,가전제품수리점,충청북도,485
79,가전제품수리점,충청남도,698
80,가전제품수리점,세종특별자치시,81
81,가전제품수리점,광주광역시,485
82,가전제품수리점,전라북도,575
83,가전제품수리점,전라남도,527
84,가전제품수리점,대구광역시,820
85,가전제품수리점,경상북도,606
86,가전제품수리점,부산광역시,"1,020"
87,가전제품수리점,울산광역시,306
88,가전제품수리점,경상남도,985
89,가전제품수리점,제주특별자치도,199
90,가전제품판매점,합계,"10,201"
91,가전제품판매점,서울특별시,"1,552"
92,가전제품판매점,인천광역시,391
93,가전제품판매점,경기도,"2,012"
94,가전제품판매점,강원도,467
95,가전제품판매점,대전광역시,304
96,가전제품판매점,충청북도,418
97,가전제품판매점,충청남도,535
98,가전제품판매점,세종특별자치시,46
99,가전제품판매점,광주광역시,347
100,가전제품판매점,전라북도,536
101,가전제품판매점,전라남도,575
102,가전제품판매점,대구광역시,495
103,가전제품판매점,경상북도,703
104,가전제품판매점,부산광역시,611
105,가전제품판매점,울산광역시,204
106,가전제품판매점,경상남도,753
107,가전제품판매점,제주특별자치도,252
108,간이주점,합계,"12,972"
109,간이주점,서울특별시,"4,086"
110,간이주점,인천광역시,"1,308"
111,간이주점,경기도,"2,632"
112,간이주점,강원도,393
113,간이주점,대전광역시,83
114,간이주점,충청북도,426
115,간이주점,충청남도,586
116,간이주점,세종특별자치시,15
117,간이주점,광주광역시,182
118,간이주점,전라북도,290
119,간이주점,전라남도,258
120,간이주점,대구광역시,241
121,간이주점,경상북도,351
122,간이주점,부산광역시,826
123,간이주점,울산광역시,103
124,간이주점,경상남도,"1,033"
125,간이주점,제주특별자치도,159
126,간판광고물업,합계,"13,029"
127,간판광고물업,서울특별시,"2,596"
128,간판광고물업,인천광역시,555
129,간판광고물업,경기도,"3,227"
130,간판광고물업,강원도,522
131,간판광고물업,대전광역시,383
132,간판광고물업,충청북도,384
133,간판광고물업,충청남도,478
134,간판광고물업,세종특별자치시,31
135,간판광고물업,광주광역시,433
136,간판광고물업,전라북도,513
137,간판광고물업,전라남도,485
138,간판광고물업,대구광역시,760
139,간판광고물업,경상북도,671
140,간판광고물업,부산광역시,831
141,간판광고물업,울산광역시,266
142,간판광고물업,경상남도,698
143,간판광고물업,제주특별자치도,196
144,감정평가사,합계,"1,220"
145,감정평가사,서울특별시,265
146,감정평가사,인천광역시,79
147,감정평가사,경기도,396
148,감정평가사,강원도,35
149,감정평가사,대전광역시,30
150,감정평가사,충청북도,31
151,감정평가사,충청남도,37
152,감정평가사,세종특별자치시,13
153,감정평가사,광주광역시,36
154,감정평가사,전라북도,38
155,감정평가사,전라남도,20
156,감정평가사,대구광역시,59
157,감정평가사,경상북도,19
158,감정평가사,부산광역시,59
159,감정평가사,울산광역시,21
160,감정평가사,경상남도,66
161,감정평가사,제주특별자치도,16
162,건강보조식품가게,합계,"14,009"
163,건강보조식품가게,서울특별시,"2,302"
164,건강보조식품가게,인천광역시,660
165,건강보조식품가게,경기도,"2,826"
166,건강보조식품가게,강원도,517
167,건강보조식품가게,대전광역시,472
168,건강보조식품가게,충청북도,432
169,건강보조식품가게,충청남도,"1,289"
170,건강보조식품가게,세종특별자치시,60
171,건강보조식품가게,광주광역시,414
172,건강보조식품가게,전라북도,743
173,건강보조식품가게,전라남도,483
174,건강보조식품가게,대구광역시,600
175,건강보조식품가게,경상북도,940
176,건강보조식품가게,부산광역시,842
177,건강보조식품가게,울산광역시,224
178,건강보조식품가게,경상남도,"1,022"
179,건강보조식품가게,제주특별자치도,183
180,건어물가게,합계,"7,348"
181,건어물가게,서울특별시,771
182,건어물가게,인천광역시,389
183,건어물가게,경기도,873
184,건어물가게,강원도,664
185,건어물가게,대전광역시,128
186,건어물가게,충청북도,111
187,건어물가게,충청남도,634
188,건어물가게,세종특별자치시,14
189,건어물가게,광주광역시,176
190,건어물가게,전라북도,357
191,건어물가게,전라남도,940
192,건어물가게,대구광역시,160
193,건어물가게,경상북도,638
194,건어물가게,부산광역시,524
195,건어물가게,울산광역시,141
196,건어물가게,경상남도,719
197,건어물가게,제주특별자치도,109
198,건축사,합계,"10,304"
199,건축사,서울특별시,"2,682"
200,건축사,인천광역시,346
201,건축사,경기도,"2,177"
202,건축사,강원도,341
203,건축사,대전광역시,221
204,건축사,충청북도,301
205,건축사,충청남도,357
206,건축사,세종특별자치시,58
207,건축사,광주광역시,245
208,건축사,전라북도,368
209,건축사,전라남도,286
210,건축사,대구광역시,692
211,건축사,경상북도,486
212,건축사,부산광역시,691
213,건축사,울산광역시,219
214,건축사,경상남도,528
215,건축사,제주특별자치도,306
216,결혼상담소,합계,"1,664"
217,결혼상담소,서울특별시,443
218,결혼상담소,인천광역시,65
219,결혼상담소,경기도,252
220,결혼상담소,강원도,35
221,결혼상담소,대전광역시,71
222,결혼상담소,충청북도,51
223,결혼상담소,충청남도,74
224,결혼상담소,세종특별자치시,7
225,결혼상담소,광주광역시,83
226,결혼상담소,전라북도,84
227,결혼상담소,전라남도,52
228,결혼상담소,대구광역시,112
229,결혼상담소,경상북도,62
230,결혼상담소,부산광역시,117
231,결혼상담소,울산광역시,30
232,결혼상담소,경상남도,97
233,결혼상담소,제주특별자치도,29
234,곡물가게,합계,"5,057"
235,곡물가게,서울특별시,644
236,곡물가게,인천광역시,213
237,곡물가게,경기도,891
238,곡물가게,강원도,327
239,곡물가게,대전광역시,153
240,곡물가게,충청북도,247
241,곡물가게,충청남도,385
242,곡물가게,세종특별자치시,31
243,곡물가게,광주광역시,111
244,곡물가게,전라북도,374
245,곡물가게,전라남도,404
246,곡물가게,대구광역시,186
247,곡물가게,경상북도,368
248,곡물가게,부산광역시,334
249,곡물가게,울산광역시,45
250,곡물가게,경상남도,276
251,곡물가게,제주특별자치도,68
252,공인노무사,합계,976
253,공인노무사,서울특별시,419
254,공인노무사,인천광역시,44
255,공인노무사,경기도,171
256,공인노무사,강원도,16
257,공인노무사,대전광역시,21
258,공인노무사,충청북도,18
259,공인노무사,충청남도,27
260,공인노무사,세종특별자치시,5
261,공인노무사,광주광역시,29
262,공인노무사,전라북도,26
263,공인노무사,전라남도,11
264,공인노무사,대구광역시,33
265,공인노무사,경상북도,17
266,공인노무사,부산광역시,62
267,공인노무사,울산광역시,26
268,공인노무사,경상남도,42
269,공인노무사,제주특별자치도,9
270,공인회계사,합계,"1,841"
271,공인회계사,서울특별시,845
272,공인회계사,인천광역시,68
273,공인회계사,경기도,317
274,공인회계사,강원도,14
275,공인회계사,대전광역시,36
276,공인회계사,충청북도,32
277,공인회계사,충청남도,42
278,공인회계사,세종특별자치시,12
279,공인회계사,광주광역시,34
280,공인회계사,전라북도,36
281,공인회계사,전라남도,25
282,공인회계사,대구광역시,89
283,공인회계사,경상북도,28
284,공인회계사,부산광역시,131
285,공인회계사,울산광역시,28
286,공인회계사,경상남도,75
287,공인회계사,제주특별자치도,29
288,과일가게,합계,"12,246"
289,과일가게,서울특별시,"1,295"
290,과일가게,인천광역시,443
291,과일가게,경기도,"1,977"
292,과일가게,강원도,308
293,과일가게,대전광역시,322
294,과일가게,충청북도,657
295,과일가게,충청남도,685
296,과일가게,세종특별자치시,104
297,과일가게,광주광역시,309
298,과일가게,전라북도,615
299,과일가게,전라남도,666
300,과일가게,대구광역시,399
301,과일가게,경상북도,"1,365"
302,과일가게,부산광역시,646
303,과일가게,울산광역시,152
304,과일가게,경상남도,"1,248"
305,과일가게,제주특별자치도,"1,055"
306,교습소･공부방,합계,"38,546"
307,교습소･공부방,서울특별시,"7,782"
308,교습소･공부방,인천광역시,"1,797"
309,교습소･공부방,경기도,"9,648"
310,교습소･공부방,강원도,"1,058"
311,교습소･공부방,대전광역시,"1,450"
312,교습소･공부방,충청북도,"1,019"
313,교습소･공부방,충청남도,"1,315"
314,교습소･공부방,세종특별자치시,315
315,교습소･공부방,광주광역시,845
316,교습소･공부방,전라북도,862
317,교습소･공부방,전라남도,830
318,교습소･공부방,대구광역시,"2,862"
319,교습소･공부방,경상북도,"2,065"
320,교습소･공부방,부산광역시,"2,752"
321,교습소･공부방,울산광역시,909
322,교습소･공부방,경상남도,"2,399"
323,교습소･공부방,제주특별자치도,638
324,교습학원,합계,"56,468"
325,교습학원,서울특별시,"10,440"
326,교습학원,인천광역시,"2,518"
327,교습학원,경기도,"15,030"
328,교습학원,강원도,"1,456"
329,교습학원,대전광역시,"1,272"
330,교습학원,충청북도,"1,476"
331,교습학원,충청남도,"1,870"
332,교습학원,세종특별자치시,476
