,corp,city,2
0,업종전체,합계,"2,544,505"
1,업종전체,서울특별시,"507,899"
2,업종전체,인천광역시,"131,051"
3,업종전체,경기도,"605,277"
4,업종전체,강원도,"89,078"
5,업종전체,대전광역시,"73,569"
6,업종전체,충청북도,"80,495"
7,업종전체,충청남도,"105,936"
8,업종전체,세종특별자치시,"14,290"
9,업종전체,광주광역시,"73,822"
10,업종전체,전라북도,"88,077"
11,업종전체,전라남도,"89,212"
12,업종전체,대구광역시,"120,632"
13,업종전체,경상북도,"134,378"
14,업종전체,부산광역시,"166,158"
15,업종전체,울산광역시,"53,671"
16,업종전체,경상남도,"163,758"
17,업종전체,제주특별자치도,"47,202"
18,LPG 충전소,합계,"1,608"
19,LPG 충전소,서울특별시,76
20,LPG 충전소,인천광역시,68
21,LPG 충전소,경기도,371
22,LPG 충전소,강원도,93
23,LPG 충전소,대전광역시,38
24,LPG 충전소,충청북도,74
25,LPG 충전소,충청남도,131
26,LPG 충전소,세종특별자치시,4
27,LPG 충전소,광주광역시,39
28,LPG 충전소,전라북도,108
29,LPG 충전소,전라남도,119
30,LPG 충전소,대구광역시,42
31,LPG 충전소,경상북도,167
32,LPG 충전소,부산광역시,59
33,LPG 충전소,울산광역시,29
34,LPG 충전소,경상남도,156
35,LPG 충전소,제주특별자치도,34
36,PC방,합계,"10,039"
37,PC방,서울특별시,"1,584"
38,PC방,인천광역시,534
39,PC방,경기도,"2,420"
40,PC방,강원도,432
41,PC방,대전광역시,296
42,PC방,충청북도,355
43,PC방,충청남도,446
44,PC방,세종특별자치시,48
45,PC방,광주광역시,470
46,PC방,전라북도,395
47,PC방,전라남도,377
48,PC방,대구광역시,524
49,PC방,경상북도,559
50,PC방,부산광역시,585
51,PC방,울산광역시,241
52,PC방,경상남도,605
53,PC방,제주특별자치도,168
54,가구점,합계,"7,643"
55,가구점,서울특별시,"1,031"
56,가구점,인천광역시,307
57,가구점,경기도,"2,058"
58,가구점,강원도,300
59,가구점,대전광역시,211
60,가구점,충청북도,276
61,가구점,충청남도,297
62,가구점,세종특별자치시,30
63,가구점,광주광역시,217
64,가구점,전라북도,403
65,가구점,전라남도,280
66,가구점,대구광역시,366
67,가구점,경상북도,478
68,가구점,부산광역시,496
69,가구점,울산광역시,164
70,가구점,경상남도,538
71,가구점,제주특별자치도,191
72,가전제품수리점,합계,"17,052"
73,가전제품수리점,서울특별시,"2,823"
74,가전제품수리점,인천광역시,"1,221"
75,가전제품수리점,경기도,"5,036"
76,가전제품수리점,강원도,578
77,가전제품수리점,대전광역시,566
78,가전제품수리점,충청북도,498
79,가전제품수리점,충청남도,711
80,가전제품수리점,세종특별자치시,83
81,가전제품수리점,광주광역시,487
82,가전제품수리점,전라북도,574
83,가전제품수리점,전라남도,523
84,가전제품수리점,대구광역시,825
85,가전제품수리점,경상북도,619
86,가전제품수리점,부산광역시,"1,015"
87,가전제품수리점,울산광역시,308
88,가전제품수리점,경상남도,993
89,가전제품수리점,제주특별자치도,192
90,가전제품판매점,합계,"10,200"
91,가전제품판매점,서울특별시,"1,538"
92,가전제품판매점,인천광역시,391
93,가전제품판매점,경기도,"2,044"
94,가전제품판매점,강원도,465
95,가전제품판매점,대전광역시,306
96,가전제품판매점,충청북도,412
97,가전제품판매점,충청남도,533
98,가전제품판매점,세종특별자치시,45
99,가전제품판매점,광주광역시,350
100,가전제품판매점,전라북도,533
101,가전제품판매점,전라남도,574
102,가전제품판매점,대구광역시,489
103,가전제품판매점,경상북도,696
104,가전제품판매점,부산광역시,613
105,가전제품판매점,울산광역시,204
106,가전제품판매점,경상남도,754
107,가전제품판매점,제주특별자치도,253
108,간이주점,합계,"12,592"
109,간이주점,서울특별시,"3,968"
110,간이주점,인천광역시,"1,268"
111,간이주점,경기도,"2,567"
112,간이주점,강원도,384
113,간이주점,대전광역시,79
114,간이주점,충청북도,409
115,간이주점,충청남도,562
116,간이주점,세종특별자치시,15
117,간이주점,광주광역시,176
118,간이주점,전라북도,279
119,간이주점,전라남도,249
120,간이주점,대구광역시,240
121,간이주점,경상북도,341
122,간이주점,부산광역시,792
123,간이주점,울산광역시,98
124,간이주점,경상남도,"1,008"
125,간이주점,제주특별자치도,157
126,간판광고물업,합계,"13,023"
127,간판광고물업,서울특별시,"2,585"
128,간판광고물업,인천광역시,552
129,간판광고물업,경기도,"3,235"
130,간판광고물업,강원도,523
131,간판광고물업,대전광역시,384
132,간판광고물업,충청북도,383
133,간판광고물업,충청남도,479
134,간판광고물업,세종특별자치시,31
135,간판광고물업,광주광역시,432
136,간판광고물업,전라북도,512
137,간판광고물업,전라남도,486
138,간판광고물업,대구광역시,758
139,간판광고물업,경상북도,674
140,간판광고물업,부산광역시,826
141,간판광고물업,울산광역시,267
142,간판광고물업,경상남도,701
143,간판광고물업,제주특별자치도,195
144,감정평가사,합계,"1,238"
145,감정평가사,서울특별시,268
146,감정평가사,인천광역시,82
147,감정평가사,경기도,400
148,감정평가사,강원도,35
149,감정평가사,대전광역시,31
150,감정평가사,충청북도,32
151,감정평가사,충청남도,37
152,감정평가사,세종특별자치시,12
153,감정평가사,광주광역시,37
154,감정평가사,전라북도,39
155,감정평가사,전라남도,20
156,감정평가사,대구광역시,59
157,감정평가사,경상북도,19
158,감정평가사,부산광역시,59
159,감정평가사,울산광역시,23
160,감정평가사,경상남도,69
161,감정평가사,제주특별자치도,16
162,건강보조식품가게,합계,"14,056"
163,건강보조식품가게,서울특별시,"2,322"
164,건강보조식품가게,인천광역시,655
165,건강보조식품가게,경기도,"2,847"
166,건강보조식품가게,강원도,516
167,건강보조식품가게,대전광역시,482
168,건강보조식품가게,충청북도,431
169,건강보조식품가게,충청남도,"1,284"
170,건강보조식품가게,세종특별자치시,60
171,건강보조식품가게,광주광역시,414
172,건강보조식품가게,전라북도,751
173,건강보조식품가게,전라남도,483
174,건강보조식품가게,대구광역시,596
175,건강보조식품가게,경상북도,939
176,건강보조식품가게,부산광역시,839
177,건강보조식품가게,울산광역시,231
178,건강보조식품가게,경상남도,"1,024"
179,건강보조식품가게,제주특별자치도,182
180,건어물가게,합계,"7,406"
181,건어물가게,서울특별시,767
182,건어물가게,인천광역시,395
183,건어물가게,경기도,891
184,건어물가게,강원도,673
185,건어물가게,대전광역시,129
186,건어물가게,충청북도,109
187,건어물가게,충청남도,633
188,건어물가게,세종특별자치시,15
189,건어물가게,광주광역시,179
190,건어물가게,전라북도,360
191,건어물가게,전라남도,950
192,건어물가게,대구광역시,159
193,건어물가게,경상북도,654
194,건어물가게,부산광역시,525
195,건어물가게,울산광역시,142
196,건어물가게,경상남도,717
197,건어물가게,제주특별자치도,108
198,건축사,합계,"10,501"
199,건축사,서울특별시,"2,742"
200,건축사,인천광역시,353
201,건축사,경기도,"2,218"
202,건축사,강원도,345
203,건축사,대전광역시,224
204,건축사,충청북도,307
205,건축사,충청남도,363
206,건축사,세종특별자치시,61
207,건축사,광주광역시,251
208,건축사,전라북도,372
209,건축사,전라남도,298
210,건축사,대구광역시,698
211,건축사,경상북도,490
212,건축사,부산광역시,703
213,건축사,울산광역시,221
214,건축사,경상남도,540
215,건축사,제주특별자치도,315
216,결혼상담소,합계,"1,679"
217,결혼상담소,서울특별시,449
218,결혼상담소,인천광역시,66
219,결혼상담소,경기도,256
220,결혼상담소,강원도,34
221,결혼상담소,대전광역시,69
222,결혼상담소,충청북도,52
223,결혼상담소,충청남도,74
224,결혼상담소,세종특별자치시,8
225,결혼상담소,광주광역시,86
226,결혼상담소,전라북도,83
227,결혼상담소,전라남도,53
228,결혼상담소,대구광역시,114
