사업자 현황 ( 1월/100대 생활업종),,,,,,,,
*조회년월,,2020년 1월,,,,,,
,,,,,,,,
,,,,,,,"(단위 : 인원수, %)",
구분,,, 사업자 수,,,,,
업종,시도,시군구,당월①,전월②,증감율(①/②),전년동월③,증감율(①/③),
부동산중개업,경기도,안산시 단원구, 846 , 835 ,101.32%, 805 ,105.09%,
부동산중개업,경기도,고양시 덕양구," 1,008 ", 999 ,100.90%, 913 ,110.41%,
부동산중개업,경기도,고양시 일산동구, 903 , 900 ,100.33%, 893 ,101.12%,
부동산중개업,경기도,고양시 일산서구, 637 , 637 ,100.00%, 591 ,107.78%,
부동산중개업,경기도,과천시, 206 , 203 ,101.48%, 191 ,107.85%,
부동산중개업,경기도,구리시, 492 , 494 ,99.60%, 483 ,101.86%,
부동산중개업,경기도,남양주시," 1,630 "," 1,620 ",100.62%," 1,498 ",108.81%,
부동산중개업,경기도,오산시, 409 , 409 ,100.00%, 404 ,101.24%,
부동산중개업,경기도,시흥시," 1,366 "," 1,351 ",101.11%," 1,286 ",106.22%,
부동산중개업,경기도,군포시, 521 , 523 ,99.62%, 523 ,99.62%,
부동산중개업,경기도,의왕시, 368 , 364 ,101.10%, 325 ,113.23%,
부동산중개업,경기도,하남시, 943 , 924 ,102.06%, 846 ,111.47%,
부동산중개업,경기도,용인시 처인구, 789 , 766 ,103.00%, 673 ,117.24%,
부동산중개업,경기도,용인시 기흥구," 1,094 "," 1,085 ",100.83%," 1,016 ",107.68%,
부동산중개업,경기도,용인시 수지구, 878 , 864 ,101.62%, 817 ,107.47%,
부동산중개업,경기도,파주시," 1,152 "," 1,146 ",100.52%," 1,109 ",103.88%,
부동산중개업,경기도,이천시, 540 , 535 ,100.93%, 517 ,104.45%,
부동산중개업,경기도,안성시, 426 , 421 ,101.19%, 390 ,109.23%,
부동산중개업,경기도,김포시," 1,399 "," 1,376 ",101.67%," 1,276 ",109.64%,
부동산중개업,경기도,화성시," 2,790 "," 2,762 ",101.01%," 2,642 ",105.60%,
부동산중개업,경기도,광주시," 1,000 ", 995 ,100.50%, 973 ,102.77%,
부동산중개업,경기도,양주시, 507 , 504 ,100.60%, 484 ,104.75%,
부동산중개업,경기도,포천시, 344 , 335 ,102.69%, 319 ,107.84%,
부동산중개업,경기도,여주시, 289 , 286 ,101.05%, 290 ,99.66%,
부동산중개업,경기도,연천군, 114 , 113 ,100.88%, 102 ,111.76%,
부동산중개업,경기도,가평군, 189 , 188 ,100.53%, 195 ,96.92%,
부동산중개업,경기도,양평군, 545 , 545 ,100.00%, 507 ,107.50%,
부동산중개업,강원도,합계," 2,610 "," 2,597 ",100.50%," 2,557 ",102.07%,
부동산중개업,강원도,춘천시, 496 , 495 ,100.20%, 490 ,101.22%,
부동산중개업,강원도,원주시, 845 , 837 ,100.96%, 839 ,100.72%,
부동산중개업,강원도,강릉시, 331 , 326 ,101.53%, 315 ,105.08%,
부동산중개업,강원도,동해시, 60 , 59 ,101.69%, 57 ,105.26%,
부동산중개업,강원도,태백시, 11 , 11 ,100.00%, 13 ,84.62%,
부동산중개업,강원도,속초시, 183 , 182 ,100.55%, 162 ,112.96%,
부동산중개업,강원도,삼척시, 41 , 41 ,100.00%, 37 ,110.81%,
부동산중개업,강원도,홍천군, 159 , 159 ,100.00%, 151 ,105.30%,
부동산중개업,강원도,횡성군, 105 , 109 ,96.33%, 110 ,95.45%,
부동산중개업,강원도,영월군, 34 , 34 ,100.00%, 35 ,97.14%,
부동산중개업,강원도,평창군, 98 , 99 ,98.99%, 100 ,98.00%,
부동산중개업,강원도,정선군, 28 , 28 ,100.00%, 35 ,80.00%,
부동산중개업,강원도,철원군, 56 , 54 ,103.70%, 49 ,114.29%,
부동산중개업,강원도,화천군, 17 , 17 ,100.00%, 15 ,113.33%,
부동산중개업,강원도,양구군, 19 , 19 ,100.00%, 19 ,100.00%,
부동산중개업,강원도,인제군, 33 , 35 ,94.29%, 34 ,97.06%,
부동산중개업,강원도,고성군, 44 , 43 ,102.33%, 41 ,107.32%,
부동산중개업,강원도,양양군, 50 , 49 ,102.04%, 55 ,90.91%,
부동산중개업,대전광역시,합계," 3,320 "," 3,294 ",100.79%," 3,169 ",104.76%,
부동산중개업,대전광역시,중구, 454 , 455 ,99.78%, 419 ,108.35%,
부동산중개업,대전광역시,동구, 444 , 436 ,101.83%, 426 ,104.23%,
부동산중개업,대전광역시,서구," 1,167 "," 1,160 ",100.60%," 1,104 ",105.71%,
부동산중개업,대전광역시,유성구, 980 , 969 ,101.14%, 931 ,105.26%,
부동산중개업,대전광역시,대덕구, 275 , 274 ,100.36%, 289 ,95.16%,
부동산중개업,충청북도,합계," 2,852 "," 2,819 ",101.17%," 2,873 ",99.27%,
부동산중개업,충청북도,청주시 상당구, 307 , 297 ,103.37%, 291 ,105.50%,
부동산중개업,충청북도,청주시 서원구, 355 , 352 ,100.85%, 366 ,96.99%,
부동산중개업,충청북도,청주시 흥덕구, 618 , 610 ,101.31%, 609 ,101.48%,
부동산중개업,충청북도,청주시 청원구, 375 , 378 ,99.21%, 394 ,95.18%,
부동산중개업,충청북도,충주시, 382 , 374 ,102.14%, 379 ,100.79%,
부동산중개업,충청북도,제천시, 179 , 178 ,100.56%, 187 ,95.72%,
부동산중개업,충청북도,보은군, 28 , 27 ,103.70%, 31 ,90.32%,
부동산중개업,충청북도,옥천군, 51 , 49 ,104.08%, 54 ,94.44%,
부동산중개업,충청북도,영동군, 46 , 47 ,97.87%, 49 ,93.88%,
부동산중개업,충청북도,증평군, 52 , 52 ,100.00%, 50 ,104.00%,
부동산중개업,충청북도,진천군, 144 , 143 ,100.70%, 136 ,105.88%,
부동산중개업,충청북도,괴산군, 55 , 54 ,101.85%, 56 ,98.21%,
부동산중개업,충청북도,음성군, 233 , 231 ,100.87%, 245 ,95.10%,
부동산중개업,충청북도,단양군, 27 , 27 ,100.00%, 26 ,103.85%,
부동산중개업,충청남도,합계," 4,168 "," 4,138 ",100.72%," 4,105 ",101.53%,
부동산중개업,충청남도,천안시 동남구, 591 , 585 ,101.03%, 560 ,105.54%,
부동산중개업,충청남도,천안시 서북구," 1,100 "," 1,079 ",101.95%," 1,084 ",101.48%,
부동산중개업,충청남도,공주시, 163 , 164 ,99.39%, 165 ,98.79%,
부동산중개업,충청남도,보령시, 113 , 113 ,100.00%, 114 ,99.12%,
부동산중개업,충청남도,아산시, 753 , 746 ,100.94%, 705 ,106.81%,
부동산중개업,충청남도,서산시, 320 , 317 ,100.95%, 318 ,100.63%,
부동산중개업,충청남도,논산시, 161 , 161 ,100.00%, 160 ,100.63%,
부동산중개업,충청남도,계룡시, 56 , 56 ,100.00%, 61 ,91.80%,
부동산중개업,충청남도,당진시, 364 , 367 ,99.18%, 373 ,97.59%,
부동산중개업,충청남도,금산군, 69 , 71 ,97.18%, 68 ,101.47%,
부동산중개업,충청남도,부여군, 56 , 56 ,100.00%, 60 ,93.33%,
부동산중개업,충청남도,서천군, 65 , 66 ,98.48%, 69 ,94.20%,
부동산중개업,충청남도,청양군, 29 , 29 ,100.00%, 28 ,103.57%,
부동산중개업,충청남도,홍성군, 124 , 125 ,99.20%, 132 ,93.94%,
부동산중개업,충청남도,예산군, 111 , 111 ,100.00%, 109 ,101.83%,
부동산중개업,충청남도,태안군, 93 , 92 ,101.09%, 99 ,93.94%,
부동산중개업,세종특별자치시,합계," 1,368 "," 1,348 ",101.48%," 1,281 ",106.79%,
부동산중개업,세종특별자치시,세종시," 1,368 "," 1,348 ",101.48%," 1,281 ",106.79%,
부동산중개업,광주광역시,합계," 4,132 "," 4,076 ",101.37%," 3,889 ",106.25%,
부동산중개업,광주광역시,동구, 405 , 394 ,102.79%, 381 ,106.30%,
부동산중개업,광주광역시,남구, 497 , 492 ,101.02%, 491 ,101.22%,
부동산중개업,광주광역시,서구," 1,100 "," 1,066 ",103.19%," 1,033 ",106.49%,
부동산중개업,광주광역시,북구, 964 , 964 ,100.00%, 874 ,110.30%,
부동산중개업,광주광역시,광산구," 1,166 "," 1,160 ",100.52%," 1,110 ",105.05%,
부동산중개업,전라북도,합계," 3,193 "," 3,166 ",100.85%," 3,156 ",101.17%,
부동산중개업,전라북도,전주시 완산구, 891 , 879 ,101.37%, 894 ,99.66%,
부동산중개업,전라북도,전주시 덕진구, 852 , 840 ,101.43%, 787 ,108.26%,
부동산중개업,전라북도,군산시, 541 , 541 ,100.00%, 550 ,98.36%,
부동산중개업,전라북도,익산시, 382 , 375 ,101.87%, 390 ,97.95%,
부동산중개업,전라북도,정읍시, 73 , 74 ,98.65%, 73 ,100.00%,
부동산중개업,전라북도,남원시, 62 , 62 ,100.00%, 59 ,105.08%,
부동산중개업,전라북도,김제시, 83 , 83 ,100.00%, 89 ,93.26%,
부동산중개업,전라북도,완주군, 123 , 126 ,97.62%, 130 ,94.62%,
부동산중개업,전라북도,진안군, 11 , 12 ,91.67%, 13 ,84.62%,
부동산중개업,전라북도,무주군, 16 , 17 ,94.12%, 17 ,94.12%,
부동산중개업,전라북도,장수군, 14 , 14 ,100.00%, 15 ,93.33%,
부동산중개업,전라북도,임실군, 10 , 10 ,100.00%, 12 ,83.33%,
부동산중개업,전라북도,순창군, 10 , 10 ,100.00%, 8 ,125.00%,
부동산중개업,전라북도,고창군, 50 , 49 ,102.04%, 47 ,106.38%,
부동산중개업,전라북도,부안군, 75 , 74 ,101.35%, 72 ,104.17%,
부동산중개업,전라남도,합계," 2,243 "," 2,207 ",101.63%," 2,136 ",105.01%,
부동산중개업,전라남도,목포시, 341 , 342 ,99.71%, 336 ,101.49%,
부동산중개업,전라남도,여수시, 333 , 319 ,104.39%, 293 ,113.65%,
부동산중개업,전라남도,순천시, 431 , 423 ,101.89%, 401 ,107.48%,
부동산중개업,전라남도,나주시, 284 , 283 ,100.35%, 299 ,94.98%,
부동산중개업,전라남도,광양시, 211 , 207 ,101.93%, 201 ,104.98%,
부동산중개업,전라남도,담양군, 66 , 64 ,103.13%, 58 ,113.79%,
부동산중개업,전라남도,곡성군, 15 , 14 ,107.14%, 11 ,136.36%,
부동산중개업,전라남도,구례군, 20 , 20 ,100.00%, 20 ,100.00%,
부동산중개업,전라남도,고흥군, 23 , 22 ,104.55%, 24 ,95.83%,
부동산중개업,전라남도,보성군, 19 , 18 ,105.56%, 15 ,126.67%,
부동산중개업,전라남도,화순군, 74 , 73 ,101.37%, 72 ,102.78%,
부동산중개업,전라남도,장흥군, 27 , 26 ,103.85%, 25 ,108.00%,
부동산중개업,전라남도,강진군, 12 , 12 ,100.00%, 11 ,109.09%,
부동산중개업,전라남도,해남군, 35 , 34 ,102.94%, 34 ,102.94%,
부동산중개업,전라남도,영암군, 30 , 30 ,100.00%, 27 ,111.11%,
부동산중개업,전라남도,무안군, 170 , 169 ,100.59%, 156 ,108.97%,
부동산중개업,전라남도,함평군, 27 , 26 ,103.85%, 28 ,96.43%,
부동산중개업,전라남도,영광군, 30 , 30 ,100.00%, 28 ,107.14%,
부동산중개업,전라남도,장성군, 56 , 56 ,100.00%, 56 ,100.00%,
부동산중개업,전라남도,완도군, 10 , 10 ,100.00%, 14 ,71.43%,
부동산중개업,전라남도,진도군, 15 , 15 ,100.00%, 14 ,107.14%,
부동산중개업,전라남도,신안군, 14 , 14 ,100.00%, 13 ,107.69%,
부동산중개업,대구광역시,합계," 5,776 "," 5,709 ",101.17%," 5,525 ",104.54%,
부동산중개업,대구광역시,중구, 346 , 341 ,101.47%, 312 ,110.90%,
부동산중개업,대구광역시,동구, 845 , 838 ,100.84%, 823 ,102.67%,
부동산중개업,대구광역시,남구, 318 , 316 ,100.63%, 300 ,106.00%,
부동산중개업,대구광역시,서구, 303 , 300 ,101.00%, 280 ,108.21%,
부동산중개업,대구광역시,북구, 868 , 864 ,100.46%, 844 ,102.84%,
부동산중개업,대구광역시,수성구," 1,355 "," 1,331 ",101.80%," 1,212 ",111.80%,
부동산중개업,대구광역시,달서구," 1,152 "," 1,136 ",101.41%," 1,145 ",100.61%,
부동산중개업,대구광역시,달성군, 589 , 583 ,101.03%, 609 ,96.72%,
부동산중개업,경상북도,합계," 4,135 "," 4,100 ",100.85%," 4,192 ",98.64%,
부동산중개업,경상북도,포항시 남구, 322 , 318 ,101.26%, 334 ,96.41%,
부동산중개업,경상북도,포항시 북구, 526 , 523 ,100.57%, 538 ,97.77%,
부동산중개업,경상북도,경주시, 380 , 379 ,100.26%, 390 ,97.44%,
부동산중개업,경상북도,김천시, 190 , 186 ,102.15%, 194 ,97.94%,
부동산중개업,경상북도,안동시, 172 , 169 ,101.78%, 174 ,98.85%,
부동산중개업,경상북도,구미시, 696 , 694 ,100.29%, 701 ,99.29%,
부동산중개업,경상북도,영주시, 103 , 102 ,100.98%, 106 ,97.17%,
부동산중개업,경상북도,영천시, 157 , 158 ,99.37%, 166 ,94.58%,
부동산중개업,경상북도,상주시, 85 , 85 ,100.00%, 84 ,101.19%,
부동산중개업,경상북도,문경시, 94 , 94 ,100.00%, 92 ,102.17%,
부동산중개업,경상북도,경산시, 674 , 665 ,101.35%, 680 ,99.12%,
부동산중개업,경상북도,군위군, 50 , 50 ,100.00%, 44 ,113.64%,
부동산중개업,경상북도,의성군, 36 , 36 ,100.00%, 33 ,109.09%,
부동산중개업,경상북도,청송군, 25 , 23 ,108.70%, 20 ,125.00%,
부동산중개업,경상북도,영양군, * , * ,, 4 ,,
부동산중개업,경상북도,영덕군, 49 , 49 ,100.00%, 56 ,87.50%,
부동산중개업,경상북도,청도군, 116 , 114 ,101.75%, 111 ,104.50%,
부동산중개업,경상북도,고령군, 40 , 41 ,97.56%, 38 ,105.26%,
부동산중개업,경상북도,성주군, 70 , 70 ,100.00%, 69 ,101.45%,
부동산중개업,경상북도,칠곡군, 201 , 198 ,101.52%, 212 ,94.81%,
부동산중개업,경상북도,예천군, 90 , 87 ,103.45%, 93 ,96.77%,
부동산중개업,경상북도,봉화군, 25 , 25 ,100.00%, 25 ,100.00%,
부동산중개업,경상북도,울진군, 28 , 28 ,100.00%, 23 ,121.74%,
부동산중개업,경상북도,울릉군, 4 , 4 ,100.00%, 5 ,80.00%,
부동산중개업,부산광역시,합계," 8,021 "," 7,935 ",101.08%," 7,895 ",101.60%,
부동산중개업,부산광역시,중구, 152 , 152 ,100.00%, 153 ,99.35%,
부동산중개업,부산광역시,강서구, 595 , 587 ,101.36%, 613 ,97.06%,
부동산중개업,부산광역시,동구, 187 , 189 ,98.94%, 171 ,109.36%,
부동산중개업,부산광역시,남구, 598 , 590 ,101.36%, 590 ,101.36%,
부동산중개업,부산광역시,서구, 162 , 160 ,101.25%, 150 ,108.00%,
부동산중개업,부산광역시,북구, 445 , 443 ,100.45%, 458 ,97.16%,
부동산중개업,부산광역시,영도구, 143 , 142 ,100.70%, 137 ,104.38%,
부동산중개업,부산광역시,부산진구, 889 , 880 ,101.02%, 850 ,104.59%,
부동산중개업,부산광역시,동래구, 710 , 699 ,101.57%, 690 ,102.90%,
부동산중개업,부산광역시,해운대구," 1,146 "," 1,130 ",101.42%," 1,086 ",105.52%,
부동산중개업,부산광역시,사하구, 477 , 476 ,100.21%, 485 ,98.35%,
부동산중개업,부산광역시,금정구, 549 , 544 ,100.92%, 569 ,96.49%,
부동산중개업,부산광역시,연제구, 651 , 647 ,100.62%, 650 ,100.15%,
부동산중개업,부산광역시,수영구, 566 , 555 ,101.98%, 535 ,105.79%,
부동산중개업,부산광역시,사상구, 323 , 321 ,100.62%, 322 ,100.31%,
부동산중개업,부산광역시,기장군, 428 , 420 ,101.90%, 436 ,98.17%,
부동산중개업,울산광역시,합계," 2,313 "," 2,287 ",101.14%," 2,313 ",100.00%,
부동산중개업,울산광역시,중구, 376 , 376 ,100.00%, 386 ,97.41%,
부동산중개업,울산광역시,동구, 163 , 157 ,103.82%, 171 ,95.32%,
부동산중개업,울산광역시,남구, 948 , 938 ,101.07%, 940 ,100.85%,
부동산중개업,울산광역시,북구, 359 , 354 ,101.41%, 344 ,104.36%,
부동산중개업,울산광역시,울주군, 467 , 462 ,101.08%, 472 ,98.94%,
부동산중개업,경상남도,합계," 6,828 "," 6,809 ",100.28%," 6,975 ",97.89%,
부동산중개업,경상남도,고성군, 70 , 70 ,100.00%, 67 ,104.48%,
부동산중개업,경상남도,창원시 의창구, 674 , 673 ,100.15%, 663 ,101.66%,
부동산중개업,경상남도,창원시 성산구, 477 , 471 ,101.27%, 484 ,98.55%,
부동산중개업,경상남도,창원시 마산합포구, 328 , 321 ,102.18%, 329 ,99.70%,
부동산중개업,경상남도,창원시 마산회원구, 277 , 278 ,99.64%, 289 ,95.85%,
부동산중개업,경상남도,창원시 진해구, 293 , 295 ,99.32%, 313 ,93.61%,
부동산중개업,경상남도,진주시, 842 , 838 ,100.48%, 850 ,99.06%,
부동산중개업,경상남도,통영시, 150 , 149 ,100.67%, 161 ,93.17%,
부동산중개업,경상남도,사천시, 238 , 238 ,100.00%, 253 ,94.07%,
부동산중개업,경상남도,김해시," 1,360 "," 1,359 ",100.07%," 1,404 ",96.87%,
부동산중개업,경상남도,밀양시, 245 , 243 ,100.82%, 249 ,98.39%,
부동산중개업,경상남도,거제시, 348 , 347 ,100.29%, 346 ,100.58%,
부동산중개업,경상남도,양산시, 888 , 893 ,99.44%, 938 ,94.67%,
부동산중개업,경상남도,의령군, 28 , 27 ,103.70%, 25 ,112.00%,
부동산중개업,경상남도,함안군, 150 , 149 ,100.67%, 145 ,103.45%,
부동산중개업,경상남도,창녕군, 135 , 138 ,97.83%, 138 ,97.83%,
부동산중개업,경상남도,남해군, 80 , 78 ,102.56%, 74 ,108.11%,
부동산중개업,경상남도,하동군, 61 , 61 ,100.00%, 60 ,101.67%,
부동산중개업,경상남도,산청군, 41 , 40 ,102.50%, 37 ,110.81%,
부동산중개업,경상남도,함양군, 48 , 48 ,100.00%, 53 ,90.57%,
부동산중개업,경상남도,거창군, 51 , 49 ,104.08%, 52 ,98.08%,
부동산중개업,경상남도,합천군, 44 , 44 ,100.00%, 45 ,97.78%,
부동산중개업,제주특별자치도,합계," 1,999 "," 1,940 ",103.04%," 1,888 ",105.88%,
부동산중개업,제주특별자치도,제주시," 1,485 "," 1,441 ",103.05%," 1,415 ",104.95%,
부동산중개업,제주특별자치도,서귀포시, 514 , 499 ,103.01%, 473 ,108.67%,
분식점,합계,합계," 54,016 "," 53,934 ",100.15%," 54,046 ",99.94%,
분식점,서울특별시,합계," 10,912 "," 10,898 ",100.13%," 11,083 ",98.46%,
분식점,서울특별시,종로구, 537 , 532 ,100.94%, 546 ,98.35%,
분식점,서울특별시,중구, 414 , 412 ,100.49%, 430 ,96.28%,
분식점,서울특별시,용산구, 307 , 311 ,98.71%, 314 ,97.77%,
분식점,서울특별시,성동구, 287 , 285 ,100.70%, 314 ,91.40%,
분식점,서울특별시,광진구, 414 , 409 ,101.22%, 432 ,95.83%,
분식점,서울특별시,동대문구, 397 , 403 ,98.51%, 433 ,91.69%,
분식점,서울특별시,중랑구, 329 , 328 ,100.30%, 330 ,99.70%,
분식점,서울특별시,성북구, 490 , 490 ,100.00%, 505 ,97.03%,
분식점,서울특별시,강북구, 291 , 288 ,101.04%, 289 ,100.69%,
분식점,서울특별시,도봉구, 248 , 250 ,99.20%, 258 ,96.12%,
분식점,서울특별시,노원구, 438 , 438 ,100.00%, 423 ,103.55%,
분식점,서울특별시,은평구, 445 , 448 ,99.33%, 456 ,97.59%,
분식점,서울특별시,서대문구, 443 , 446 ,99.33%, 484 ,91.53%,
분식점,서울특별시,마포구, 528 , 530 ,99.62%, 512 ,103.13%,
분식점,서울특별시,양천구, 340 , 339 ,100.29%, 347 ,97.98%,
분식점,서울특별시,강서구, 545 , 545 ,100.00%, 543 ,100.37%,
분식점,서울특별시,구로구, 340 , 336 ,101.19%, 345 ,98.55%,
분식점,서울특별시,금천구, 250 , 248 ,100.81%, 248 ,100.81%,
분식점,서울특별시,영등포구, 452 , 451 ,100.22%, 415 ,108.92%,
분식점,서울특별시,동작구, 359 , 359 ,100.00%, 354 ,101.41%,
분식점,서울특별시,관악구, 583 , 582 ,100.17%, 551 ,105.81%,
분식점,서울특별시,서초구, 595 , 589 ,101.02%, 612 ,97.22%,
분식점,서울특별시,강남구, 812 , 807 ,100.62%, 848 ,95.75%,
분식점,서울특별시,송파구, 565 , 571 ,98.95%, 579 ,97.58%,
분식점,서울특별시,강동구, 503 , 501 ,100.40%, 515 ,97.67%,
분식점,인천광역시,합계," 2,575 "," 2,561 ",100.55%," 2,550 ",100.98%,
분식점,인천광역시,중구, 154 , 150 ,102.67%, 150 ,102.67%,
분식점,인천광역시,동구, 66 , 67 ,98.51%, 67 ,98.51%,
분식점,인천광역시,미추홀구, 356 , 352 ,101.14%, 380 ,93.68%,
분식점,인천광역시,연수구, 263 , 260 ,101.15%, 253 ,103.95%,
분식점,인천광역시,남동구, 471 , 470 ,100.21%, 450 ,104.67%,
분식점,인천광역시,부평구, 478 , 480 ,99.58%, 489 ,97.75%,
분식점,인천광역시,계양구, 282 , 281 ,100.36%, 279 ,101.08%,
분식점,인천광역시,서구, 432 , 426 ,101.41%, 411 ,105.11%,
분식점,인천광역시,강화군, 56 , 58 ,96.55%, 53 ,105.66%,
분식점,인천광역시,옹진군, 17 , 17 ,100.00%, 18 ,94.44%,
분식점,경기도,합계," 12,701 "," 12,694 ",100.06%," 12,695 ",100.05%,
분식점,경기도,수원시 장안구, 258 , 258 ,100.00%, 261 ,98.85%,
분식점,경기도,수원시 권선구, 291 , 294 ,98.98%, 276 ,105.43%,
분식점,경기도,수원시 팔달구, 295 , 296 ,99.66%, 309 ,95.47%,
분식점,경기도,수원시 영통구, 336 , 329 ,102.13%, 316 ,106.33%,
분식점,경기도,성남시 수정구, 193 , 201 ,96.02%, 199 ,96.98%,
분식점,경기도,성남시 중원구, 217 , 213 ,101.88%, 206 ,105.34%,
분식점,경기도,성남시 분당구, 394 , 399 ,98.75%, 415 ,94.94%,
분식점,경기도,의정부시, 280 , 274 ,102.19%, 264 ,106.06%,
분식점,경기도,안양시 만안구, 247 , 247 ,100.00%, 255 ,96.86%,
