사업자 현황 ( 12월/100대 생활업종),,,,,,,
*조회년월,,2019년 12월,,,,,
,,,,,,,
,,,,,,,"(단위 : 인원수, %)"
업종전체,서울특별시,강남구," 45,430 "," 45,519 ",99.80%," 43,487 ",104.47%
업종전체,서울특별시,송파구," 30,673 "," 30,635 ",100.12%," 28,737 ",106.74%
업종전체,서울특별시,강동구," 18,404 "," 18,403 ",100.01%," 17,622 ",104.44%
업종전체,인천광역시,합계," 121,917 "," 122,152 ",99.81%," 115,254 ",105.78%
업종전체,인천광역시,중구," 7,627 "," 7,647 ",99.74%," 7,046 ",108.25%
업종전체,인천광역시,동구," 2,819 "," 2,839 ",99.30%," 2,736 ",103.03%
업종전체,인천광역시,연수구," 13,013 "," 13,053 ",99.69%," 11,968 ",108.73%
업종전체,인천광역시,남동구," 22,388 "," 22,407 ",99.92%," 21,285 ",105.18%
업종전체,인천광역시,부평구," 20,536 "," 20,585 ",99.76%," 19,664 ",104.43%
업종전체,인천광역시,계양구," 11,598 "," 11,644 ",99.60%," 11,207 ",103.49%
업종전체,인천광역시,서구," 21,326 "," 21,283 ",100.20%," 19,700 ",108.25%
업종전체,인천광역시,강화군," 3,986 "," 3,995 ",99.77%," 3,819 ",104.37%
업종전체,인천광역시,옹진군," 1,304 "," 1,316 ",99.09%," 1,234 ",105.67%
업종전체,인천광역시,미추홀구," 17,320 "," 17,383 ",99.64%," 16,595 ",104.37%
업종전체,경기도,합계," 555,330 "," 555,114 ",100.04%," 517,757 ",107.26%
업종전체,경기도,수원시 장안구," 10,503 "," 10,555 ",99.51%," 10,157 ",103.41%
업종전체,경기도,수원시 권선구," 13,270 "," 13,251 ",100.14%," 12,406 ",106.96%
업종전체,경기도,수원시 팔달구," 11,850 "," 11,895 ",99.62%," 11,599 ",102.16%
업종전체,경기도,수원시 영통구," 13,822 "," 13,817 ",100.04%," 12,674 ",109.06%
업종전체,경기도,성남시 수정구," 10,122 "," 10,141 ",99.81%," 9,480 ",106.77%
업종전체,경기도,성남시 중원구," 10,001 "," 10,038 ",99.63%," 9,594 ",104.24%
업종전체,경기도,성남시 분당구," 21,730 "," 21,721 ",100.04%," 20,656 ",105.20%
업종전체,경기도,의정부시," 19,899 "," 19,919 ",99.90%," 19,049 ",104.46%
업종전체,경기도,안양시 만안구," 10,154 "," 10,192 ",99.63%," 9,773 ",103.90%
업종전체,경기도,안양시 동안구," 14,386 "," 14,394 ",99.94%," 13,721 ",104.85%
업종전체,경기도,부천시," 36,199 "," 36,322 ",99.66%," 34,345 ",105.40%
업종전체,경기도,광명시," 11,722 "," 11,774 ",99.56%," 11,236 ",104.33%
업종전체,경기도,평택시," 23,726 "," 23,754 ",99.88%," 22,434 ",105.76%
업종전체,경기도,동두천시," 4,258 "," 4,244 ",100.33%," 4,141 ",102.83%
업종전체,경기도,안산시 상록구," 12,990 "," 12,994 ",99.97%," 12,335 ",105.31%
업종전체,경기도,안산시 단원구," 16,368 "," 16,370 ",99.99%," 15,456 ",105.90%
업종전체,경기도,고양시 덕양구," 17,367 "," 17,338 ",100.17%," 16,044 ",108.25%
업종전체,경기도,고양시 일산동구," 16,390 "," 16,420 ",99.82%," 15,489 ",105.82%
업종전체,경기도,고양시 일산서구," 11,949 "," 11,959 ",99.92%," 11,109 ",107.56%
업종전체,경기도,과천시," 2,350 "," 2,346 ",100.17%," 2,225 ",105.62%
업종전체,경기도,구리시," 9,303 "," 9,247 ",100.61%," 8,799 ",105.73%
업종전체,경기도,남양주시," 27,726 "," 27,667 ",100.21%," 25,070 ",110.59%
업종전체,경기도,오산시," 8,447 "," 8,465 ",99.79%," 7,993 ",105.68%
업종전체,경기도,시흥시," 20,158 "," 20,144 ",100.07%," 18,056 ",111.64%
업종전체,경기도,군포시," 9,696 "," 9,716 ",99.79%," 9,243 ",104.90%
업종전체,경기도,의왕시," 5,118 "," 5,078 ",100.79%," 4,760 ",107.52%
업종전체,경기도,하남시," 10,838 "," 10,730 ",101.01%," 9,050 ",119.76%
업종전체,경기도,용인시 처인구," 11,627 "," 11,580 ",100.41%," 10,603 ",109.66%
업종전체,경기도,용인시 기흥구," 15,287 "," 15,183 ",100.68%," 13,975 ",109.39%
업종전체,경기도,용인시 수지구," 11,256 "," 11,192 ",100.57%," 10,313 ",109.14%
업종전체,경기도,파주시," 18,891 "," 18,848 ",100.23%," 17,405 ",108.54%
업종전체,경기도,이천시," 9,571 "," 9,560 ",100.12%," 9,182 ",104.24%
업종전체,경기도,안성시," 8,248 "," 8,295 ",99.43%," 7,968 ",103.51%
업종전체,경기도,김포시," 18,553 "," 18,443 ",100.60%," 16,469 ",112.65%
업종전체,경기도,화성시," 31,281 "," 31,160 ",100.39%," 27,732 ",112.80%
업종전체,경기도,광주시," 14,724 "," 14,712 ",100.08%," 13,432 ",109.62%
업종전체,경기도,양주시," 9,183 "," 9,169 ",100.15%," 8,298 ",110.67%
업종전체,경기도,포천시," 8,317 "," 8,343 ",99.69%," 8,056 ",103.24%
업종전체,경기도,여주시," 5,267 "," 5,296 ",99.45%," 5,210 ",101.09%
업종전체,경기도,가평군," 4,688 "," 4,728 ",99.15%," 4,507 ",104.02%
업종전체,경기도,양평군," 5,938 "," 5,950 ",99.80%," 5,588 ",106.26%
업종전체,경기도,연천군," 2,157 "," 2,164 ",99.68%," 2,125 ",101.51%
업종전체,강원도,합계," 85,423 "," 85,495 ",99.92%," 82,568 ",103.46%
업종전체,강원도,춘천시," 14,136 "," 14,191 ",99.61%," 13,731 ",102.95%
업종전체,강원도,원주시," 17,967 "," 17,966 ",100.01%," 17,116 ",104.97%
업종전체,강원도,강릉시," 12,618 "," 12,582 ",100.29%," 11,997 ",105.18%
업종전체,강원도,동해시," 4,840 "," 4,849 ",99.81%," 4,749 ",101.92%
업종전체,강원도,태백시," 2,313 "," 2,312 ",100.04%," 2,272 ",101.80%
업종전체,강원도,속초시," 5,735 "," 5,734 ",100.02%," 5,584 ",102.70%
업종전체,강원도,삼척시," 3,526 "," 3,526 ",100.00%," 3,360 ",104.94%
업종전체,강원도,홍천군," 3,910 "," 3,883 ",100.70%," 3,811 ",102.60%
업종전체,강원도,횡성군," 2,248 "," 2,266 ",99.21%," 2,204 ",102.00%
업종전체,강원도,영월군," 2,083 "," 2,099 ",99.24%," 2,051 ",101.56%
업종전체,강원도,평창군," 2,889 "," 2,896 ",99.76%," 2,843 ",101.62%
업종전체,강원도,정선군," 2,352 "," 2,354 ",99.92%," 2,351 ",100.04%
업종전체,강원도,철원군," 2,364 "," 2,370 ",99.75%," 2,326 ",101.63%
업종전체,강원도,화천군," 1,320 "," 1,330 ",99.25%," 1,293 ",102.09%
업종전체,강원도,양구군," 1,222 "," 1,220 ",100.16%," 1,166 ",104.80%
업종전체,강원도,인제군," 2,121 "," 2,127 ",99.72%," 2,047 ",103.62%
업종전체,강원도,고성군," 1,671 "," 1,668 ",100.18%," 1,609 ",103.85%
업종전체,강원도,양양군," 2,108 "," 2,122 ",99.34%," 2,058 ",102.43%
업종전체,대전광역시,합계," 70,411 "," 70,566 ",99.78%," 67,758 ",103.92%
업종전체,대전광역시,중구," 12,352 "," 12,379 ",99.78%," 11,985 ",103.06%
업종전체,대전광역시,동구," 10,353 "," 10,402 ",99.53%," 10,046 ",103.06%
업종전체,대전광역시,서구," 23,385 "," 23,435 ",99.79%," 22,492 ",103.97%
업종전체,대전광역시,대덕구," 8,209 "," 8,235 ",99.68%," 8,102 ",101.32%
업종전체,대전광역시,유성구," 16,112 "," 16,115 ",99.98%," 15,133 ",106.47%
업종전체,충청북도,합계," 77,071 "," 77,353 ",99.64%," 74,126 ",103.97%
업종전체,충청북도,괴산군," 1,740 "," 1,756 ",99.09%," 1,710 ",101.75%
업종전체,충청북도,단양군," 1,755 "," 1,776 ",98.82%," 1,711 ",102.57%
업종전체,충청북도,보은군," 1,583 "," 1,592 ",99.43%," 1,586 ",99.81%
업종전체,충청북도,영동군," 2,213 "," 2,227 ",99.37%," 2,179 ",101.56%
업종전체,충청북도,옥천군," 2,163 "," 2,174 ",99.49%," 2,103 ",102.85%
업종전체,충청북도,음성군," 4,895 "," 4,905 ",99.80%," 4,690 ",104.37%
업종전체,충청북도,제천시," 7,451 "," 7,498 ",99.37%," 7,309 ",101.94%
업종전체,충청북도,증평군," 1,859 "," 1,854 ",100.27%," 1,754 ",105.99%
업종전체,충청북도,진천군," 3,774 "," 3,776 ",99.95%," 3,497 ",107.92%
업종전체,충청북도,청주시 상당구," 8,895 "," 8,932 ",99.59%," 8,564 ",103.87%
업종전체,충청북도,청주시 서원구," 9,085 "," 9,136 ",99.44%," 8,857 ",102.57%
업종전체,충청북도,청주시 청원구," 8,756 "," 8,788 ",99.64%," 8,294 ",105.57%
업종전체,충청북도,청주시 흥덕구," 12,214 "," 12,239 ",99.80%," 11,567 ",105.59%
업종전체,충청북도,충주시," 10,688 "," 10,700 ",99.89%," 10,305 ",103.72%
업종전체,충청남도,합계," 101,074 "," 101,287 ",99.79%," 97,477 ",103.69%
업종전체,충청남도,계룡시," 1,491 "," 1,506 ",99.00%," 1,457 ",102.33%
업종전체,충청남도,공주시," 5,424 "," 5,442 ",99.67%," 5,360 ",101.19%
업종전체,충청남도,금산군," 3,192 "," 3,182 ",100.31%," 3,116 ",102.44%
업종전체,충청남도,논산시," 5,899 "," 5,914 ",99.75%," 5,760 ",102.41%
업종전체,충청남도,당진시," 7,843 "," 7,856 ",99.83%," 7,523 ",104.25%
업종전체,충청남도,보령시," 5,606 "," 5,630 ",99.57%," 5,513 ",101.69%
업종전체,충청남도,부여군," 2,748 "," 2,753 ",99.82%," 2,693 ",102.04%
업종전체,충청남도,서산시," 8,402 "," 8,448 ",99.46%," 8,120 ",103.47%
업종전체,충청남도,서천군," 2,486 "," 2,511 ",99.00%," 2,433 ",102.18%
업종전체,충청남도,아산시," 13,221 "," 13,220 ",100.01%," 12,642 ",104.58%
업종전체,충청남도,예산군," 3,911 "," 3,912 ",99.97%," 3,893 ",100.46%
업종전체,충청남도,천안시 동남구," 12,601 "," 12,621 ",99.84%," 11,950 ",105.45%
업종전체,충청남도,천안시 서북구," 17,695 "," 17,695 ",100.00%," 16,704 ",105.93%
업종전체,충청남도,청양군," 1,313 "," 1,313 ",100.00%," 1,285 ",102.18%
업종전체,충청남도,태안군," 4,416 "," 4,439 ",99.48%," 4,322 ",102.17%
업종전체,충청남도,홍성군," 4,826 "," 4,845 ",99.61%," 4,706 ",102.55%
업종전체,세종특별자치시,합계," 12,722 "," 12,645 ",100.61%," 11,178 ",113.81%
업종전체,세종특별자치시,세종시," 12,722 "," 12,645 ",100.61%," 11,178 ",113.81%
업종전체,광주광역시,합계," 70,813 "," 70,886 ",99.90%," 67,743 ",104.53%
업종전체,광주광역시,동구," 8,360 "," 8,408 ",99.43%," 8,216 ",101.75%
업종전체,광주광역시,남구," 8,903 "," 8,916 ",99.85%," 8,363 ",106.46%
업종전체,광주광역시,서구," 16,533 "," 16,557 ",99.86%," 15,840 ",104.38%
업종전체,광주광역시,광산구," 17,601 "," 17,579 ",100.13%," 16,570 ",106.22%
업종전체,광주광역시,북구," 19,416 "," 19,426 ",99.95%," 18,754 ",103.53%
업종전체,전라북도,합계," 84,827 "," 85,059 ",99.73%," 82,278 ",103.10%
업종전체,전라북도,고창군," 2,274 "," 2,281 ",99.69%," 2,170 ",104.79%
업종전체,전라북도,군산시," 13,251 "," 13,312 ",99.54%," 12,936 ",102.44%
업종전체,전라북도,김제시," 3,222 "," 3,226 ",99.88%," 3,115 ",103.43%
업종전체,전라북도,남원시," 4,060 "," 4,065 ",99.88%," 4,000 ",101.50%
업종전체,전라북도,무주군," 1,340 "," 1,334 ",100.45%," 1,330 ",100.75%
업종전체,전라북도,부안군," 2,696 "," 2,708 ",99.56%," 2,639 ",102.16%
업종전체,전라북도,순창군," 1,031 "," 1,034 ",99.71%," 1,007 ",102.38%
업종전체,전라북도,완주군," 3,865 "," 3,878 ",99.66%," 3,659 ",105.63%
업종전체,전라북도,익산시," 12,601 "," 12,679 ",99.38%," 12,320 ",102.28%
업종전체,전라북도,임실군," 1,057 "," 1,060 ",99.72%," 1,030 ",102.62%
업종전체,전라북도,장수군, 820 , 824 ,99.51%, 828 ,99.03%
업종전체,전라북도,전주시 덕진구," 14,124 "," 14,116 ",100.06%," 13,368 ",105.66%
업종전체,전라북도,전주시 완산구," 18,697 "," 18,744 ",99.75%," 18,191 ",102.78%
업종전체,전라북도,정읍시," 4,802 "," 4,807 ",99.90%," 4,707 ",102.02%
업종전체,전라북도,진안군, 987 , 991 ,99.60%, 978 ,100.92%
업종전체,전라남도,합계," 85,346 "," 85,580 ",99.73%," 82,754 ",103.13%
업종전체,전라남도,강진군," 1,557 "," 1,554 ",100.19%," 1,487 ",104.71%
업종전체,전라남도,고흥군," 2,523 "," 2,535 ",99.53%," 2,503 ",100.80%
업종전체,전라남도,곡성군," 1,023 "," 1,028 ",99.51%, 997 ,102.61%
업종전체,전라남도,광양시," 6,822 "," 6,858 ",99.48%," 6,680 ",102.13%
업종전체,전라남도,구례군," 1,230 "," 1,228 ",100.16%," 1,197 ",102.76%
업종전체,전라남도,나주시," 4,694 "," 4,704 ",99.79%," 4,474 ",104.92%
업종전체,전라남도,담양군," 1,900 "," 1,894 ",100.32%," 1,799 ",105.61%
업종전체,전라남도,목포시," 12,515 "," 12,539 ",99.81%," 12,300 ",101.75%
업종전체,전라남도,무안군," 3,650 "," 3,654 ",99.89%," 3,486 ",104.70%
업종전체,전라남도,보성군," 1,861 "," 1,862 ",99.95%," 1,828 ",101.81%
업종전체,전라남도,순천시," 13,523 "," 13,572 ",99.64%," 13,036 ",103.74%
업종전체,전라남도,신안군," 1,227 "," 1,232 ",99.59%," 1,158 ",105.96%
업종전체,전라남도,여수시," 14,557 "," 14,561 ",99.97%," 14,175 ",102.69%
업종전체,전라남도,영광군," 2,401 "," 2,411 ",99.59%," 2,292 ",104.76%
업종전체,전라남도,영암군," 2,098 "," 2,102 ",99.81%," 2,052 ",102.24%
업종전체,전라남도,완도군," 2,577 "," 2,586 ",99.65%," 2,435 ",105.83%
업종전체,전라남도,장성군," 1,623 "," 1,635 ",99.27%," 1,555 ",104.37%
업종전체,전라남도,장흥군," 1,697 "," 1,699 ",99.88%," 1,659 ",102.29%
업종전체,전라남도,진도군," 1,400 "," 1,422 ",98.45%," 1,331 ",105.18%
업종전체,전라남도,함평군," 1,044 "," 1,049 ",99.52%," 1,014 ",102.96%
업종전체,전라남도,해남군," 3,005 "," 3,025 ",99.34%," 2,937 ",102.32%
업종전체,전라남도,화순군," 2,419 "," 2,430 ",99.55%," 2,359 ",102.54%
업종전체,대구광역시,합계," 114,962 "," 115,229 ",99.77%," 110,320 ",104.21%
업종전체,대구광역시,중구," 11,848 "," 11,900 ",99.56%," 11,672 ",101.51%
업종전체,대구광역시,동구," 15,121 "," 15,173 ",99.66%," 14,548 ",103.94%
업종전체,대구광역시,남구," 8,069 "," 8,097 ",99.65%," 7,848 ",102.82%
업종전체,대구광역시,서구," 8,304 "," 8,366 ",99.26%," 8,319 ",99.82%
업종전체,대구광역시,달서구," 23,777 "," 23,824 ",99.80%," 22,657 ",104.94%
업종전체,대구광역시,달성군," 9,524 "," 9,536 ",99.87%," 8,809 ",108.12%
업종전체,대구광역시,북구," 18,359 "," 18,361 ",99.99%," 17,459 ",105.15%
업종전체,대구광역시,수성구," 19,960 "," 19,972 ",99.94%," 19,008 ",105.01%
업종전체,경상북도,합계," 129,234 "," 129,587 ",99.73%," 125,357 ",103.09%
업종전체,경상북도,경산시," 12,068 "," 12,093 ",99.79%," 11,565 ",104.35%
업종전체,경상북도,경주시," 14,206 "," 14,255 ",99.66%," 13,724 ",103.51%
업종전체,경상북도,고령군," 1,332 "," 1,335 ",99.78%," 1,281 ",103.98%
업종전체,경상북도,구미시," 19,512 "," 19,566 ",99.72%," 18,913 ",103.17%
업종전체,경상북도,군위군, 882 , 883 ,99.89%, 828 ,106.52%
업종전체,경상북도,김천시," 6,137 "," 6,161 ",99.61%," 6,026 ",101.84%
업종전체,경상북도,문경시," 3,805 "," 3,811 ",99.84%," 3,734 ",101.90%
업종전체,경상북도,봉화군," 1,368 "," 1,365 ",100.22%," 1,363 ",100.37%
업종전체,경상북도,상주시," 4,309 "," 4,343 ",99.22%," 4,297 ",100.28%
업종전체,경상북도,성주군," 1,952 "," 1,949 ",100.15%," 1,883 ",103.66%
업종전체,경상북도,안동시," 8,031 "," 8,055 ",99.70%," 7,948 ",101.04%
업종전체,경상북도,영덕군," 2,531 "," 2,523 ",100.32%," 2,448 ",103.39%
업종전체,경상북도,영양군, 704 , 710 ,99.15%, 729 ,96.57%
업종전체,경상북도,영주시," 5,842 "," 5,866 ",99.59%," 5,735 ",101.87%
업종전체,경상북도,영천시," 4,348 "," 4,378 ",99.31%," 4,256 ",102.16%
업종전체,경상북도,예천군," 2,229 "," 2,223 ",100.27%," 2,085 ",106.91%
업종전체,경상북도,울릉군, 722 , 725 ,99.59%, 691 ,104.49%
업종전체,경상북도,울진군," 2,897 "," 2,915 ",99.38%," 2,813 ",102.99%
업종전체,경상북도,의성군," 2,031 "," 2,031 ",100.00%," 1,992 ",101.96%
업종전체,경상북도,청도군," 2,046 "," 2,065 ",99.08%," 1,928 ",106.12%
업종전체,경상북도,청송군," 1,426 "," 1,432 ",99.58%," 1,416 ",100.71%
업종전체,경상북도,칠곡군," 5,575 "," 5,595 ",99.64%," 5,413 ",102.99%
업종전체,경상북도,포항시 남구," 11,732 "," 11,757 ",99.79%," 11,303 ",103.80%
업종전체,경상북도,포항시 북구," 13,549 "," 13,551 ",99.99%," 12,986 ",104.34%
업종전체,부산광역시,합계," 157,496 "," 157,859 ",99.77%," 152,026 ",103.60%
업종전체,부산광역시,중구," 6,469 "," 6,533 ",99.02%," 6,528 ",99.10%
업종전체,부산광역시,강서구," 6,324 "," 6,313 ",100.17%," 5,615 ",112.63%
업종전체,부산광역시,동구," 5,834 "," 5,849 ",99.74%," 5,681 ",102.69%
업종전체,부산광역시,남구," 10,936 "," 10,959 ",99.79%," 10,546 ",103.70%
업종전체,부산광역시,서구," 4,360 "," 4,382 ",99.50%," 4,290 ",101.63%
업종전체,부산광역시,금정구," 10,941 "," 10,985 ",99.60%," 10,683 ",102.42%
업종전체,부산광역시,기장군," 7,352 "," 7,366 ",99.81%," 6,935 ",106.01%
업종전체,부산광역시,동래구," 12,483 "," 12,495 ",99.90%," 11,992 ",104.09%
업종전체,부산광역시,부산진구," 19,731 "," 19,746 ",99.92%," 19,110 ",103.25%
업종전체,부산광역시,북구," 9,671 "," 9,697 ",99.73%," 9,351 ",103.42%
업종전체,부산광역시,사상구," 9,957 "," 10,019 ",99.38%," 9,782 ",101.79%
업종전체,부산광역시,사하구," 11,846 "," 11,903 ",99.52%," 11,536 ",102.69%
업종전체,부산광역시,수영구," 9,720 "," 9,712 ",100.08%," 9,268 ",104.88%
업종전체,부산광역시,연제구," 10,297 "," 10,285 ",100.12%," 9,803 ",105.04%
업종전체,부산광역시,영도구," 4,053 "," 4,069 ",99.61%," 4,050 ",100.07%
업종전체,부산광역시,해운대구," 17,522 "," 17,546 ",99.86%," 16,856 ",103.95%
업종전체,울산광역시,합계," 51,500 "," 51,612 ",99.78%," 49,961 ",103.08%
업종전체,울산광역시,중구," 9,801 "," 9,826 ",99.75%," 9,615 ",101.93%
업종전체,울산광역시,동구," 6,320 "," 6,365 ",99.29%," 6,255 ",101.04%
업종전체,울산광역시,남구," 18,640 "," 18,663 ",99.88%," 18,224 ",102.28%
업종전체,울산광역시,북구," 7,476 "," 7,483 ",99.91%," 6,896 ",108.41%
업종전체,울산광역시,울주군," 9,263 "," 9,275 ",99.87%," 8,971 ",103.25%
업종전체,경상남도,합계," 157,067 "," 157,602 ",99.66%," 152,368 ",103.08%
업종전체,경상남도,고성군," 2,335 "," 2,360 ",98.94%," 2,354 ",99.19%
업종전체,경상남도,거제시," 11,522 "," 11,552 ",99.74%," 11,255 ",102.37%
업종전체,경상남도,거창군," 2,959 "," 2,965 ",99.80%," 2,882 ",102.67%
업종전체,경상남도,김해시," 24,191 "," 24,247 ",99.77%," 23,112 ",104.67%
업종전체,경상남도,남해군," 2,410 "," 2,415 ",99.79%," 2,312 ",104.24%
업종전체,경상남도,밀양시," 4,984 "," 5,010 ",99.48%," 4,870 ",102.34%
업종전체,경상남도,사천시," 5,918 "," 5,930 ",99.80%," 5,881 ",100.63%
업종전체,경상남도,산청군," 1,723 "," 1,740 ",99.02%," 1,701 ",101.29%
업종전체,경상남도,양산시," 15,040 "," 15,043 ",99.98%," 14,258 ",105.48%
업종전체,경상남도,의령군, 968 , 964 ,100.41%, 941 ,102.87%
업종전체,경상남도,진주시," 17,891 "," 17,957 ",99.63%," 17,440 ",102.59%
업종전체,경상남도,창녕군," 2,871 "," 2,902 ",98.93%," 2,787 ",103.01%
업종전체,경상남도,창원시 마산합포구," 9,445 "," 9,470 ",99.74%," 9,182 ",102.86%
업종전체,경상남도,창원시 마산회원구," 8,354 "," 8,400 ",99.45%," 8,339 ",100.18%
업종전체,경상남도,창원시 성산구," 10,316 "," 10,330 ",99.86%," 9,977 ",103.40%
업종전체,경상남도,창원시 의창구," 12,076 "," 12,134 ",99.52%," 11,618 ",103.94%
업종전체,경상남도,창원시 진해구," 8,049 "," 8,080 ",99.62%," 7,729 ",104.14%
업종전체,경상남도,통영시," 7,353 "," 7,383 ",99.59%," 7,219 ",101.86%
업종전체,경상남도,하동군," 2,357 "," 2,363 ",99.75%," 2,290 ",102.93%
업종전체,경상남도,함안군," 2,763 "," 2,790 ",99.03%," 2,722 ",101.51%
업종전체,경상남도,함양군," 1,818 "," 1,825 ",99.62%," 1,798 ",101.11%
업종전체,경상남도,합천군," 1,724 "," 1,742 ",98.97%," 1,701 ",101.35%
업종전체,제주특별자치도,합계," 44,300 "," 44,270 ",100.07%," 41,255 ",107.38%
업종전체,제주특별자치도,서귀포시," 12,264 "," 12,231 ",100.27%," 11,287 ",108.66%
업종전체,제주특별자치도,제주시," 32,036 "," 32,039 ",99.99%," 29,968 ",106.90%
가구점,합계,합계," 7,486 "," 7,522 ",99.52%," 7,462 ",100.32%
가구점,서울특별시,합계," 1,020 "," 1,024 ",99.61%," 1,014 ",100.59%
가구점,서울특별시,종로구, 17 , 15 ,113.33%, 15 ,113.33%
가구점,서울특별시,중구, 71 , 71 ,100.00%, 69 ,102.90%
가구점,서울특별시,용산구, 37 , 37 ,100.00%, 36 ,102.78%
가구점,서울특별시,성동구, 19 , 18 ,105.56%, 13 ,146.15%
가구점,서울특별시,광진구, 45 , 46 ,97.83%, 53 ,84.91%
가구점,서울특별시,동대문구, 31 , 31 ,100.00%, 31 ,100.00%
가구점,서울특별시,중랑구, 28 , 29 ,96.55%, 28 ,100.00%
가구점,서울특별시,성북구, 37 , 37 ,100.00%, 36 ,102.78%
가구점,서울특별시,강북구, 31 , 31 ,100.00%, 28 ,110.71%
가구점,서울특별시,도봉구, 23 , 23 ,100.00%, 21 ,109.52%
가구점,서울특별시,노원구, 43 , 45 ,95.56%, 44 ,97.73%
가구점,서울특별시,은평구, 40 , 42 ,95.24%, 40 ,100.00%
가구점,서울특별시,서대문구, 67 , 68 ,98.53%, 69 ,97.10%
가구점,서울특별시,마포구, 29 , 29 ,100.00%, 28 ,103.57%
가구점,서울특별시,양천구, 31 , 31 ,100.00%, 33 ,93.94%
가구점,서울특별시,강서구, 39 , 38 ,102.63%, 41 ,95.12%
가구점,서울특별시,구로구, 27 , 27 ,100.00%, 28 ,96.43%
가구점,서울특별시,금천구, 22 , 21 ,104.76%, 20 ,110.00%
가구점,서울특별시,영등포구, 30 , 30 ,100.00%, 31 ,96.77%
가구점,서울특별시,동작구, 21 , 21 ,100.00%, 18 ,116.67%
가구점,서울특별시,관악구, 34 , 34 ,100.00%, 35 ,97.14%
가구점,서울특별시,서초구, 100 , 100 ,100.00%, 97 ,103.09%
가구점,서울특별시,강남구, 97 , 98 ,98.98%, 98 ,98.98%
가구점,서울특별시,송파구, 72 , 73 ,98.63%, 75 ,96.00%
가구점,서울특별시,강동구, 29 , 29 ,100.00%, 27 ,107.41%
가구점,인천광역시,합계, 299 , 300 ,99.67%, 295 ,101.36%
가구점,인천광역시,중구, 14 , 14 ,100.00%, 15 ,93.33%
가구점,인천광역시,동구, 15 , 14 ,107.14%, 14 ,107.14%
가구점,인천광역시,연수구, 16 , 17 ,94.12%, 21 ,76.19%
가구점,인천광역시,남동구, 66 , 68 ,97.06%, 61 ,108.20%
가구점,인천광역시,부평구, 41 , 38 ,107.89%, 39 ,105.13%
가구점,인천광역시,계양구, 31 , 31 ,100.00%, 29 ,106.90%
가구점,인천광역시,서구, 64 , 63 ,101.59%, 60 ,106.67%
가구점,인천광역시,강화군, 5 , 6 ,83.33%, 6 ,83.33%
가구점,인천광역시,옹진군, * , * ,, * ,
가구점,인천광역시,미추홀구, 45 , 47 ,95.74%, 48 ,93.75%
가구점,경기도,합계," 1,924 "," 1,916 ",100.42%," 1,870 ",102.89%
가구점,경기도,수원시 장안구, 21 , 21 ,100.00%, 22 ,95.45%
가구점,경기도,수원시 권선구, 46 , 44 ,104.55%, 38 ,121.05%
