사업자 현황 ( 12월/100대 생활업종),,,,,,,
*조회년월,,2019년 12월,,,,,
,,,,,,,
,,,,,,,"(단위 : 인원수, %)"
기타외국식전문점,충청남도,서천군, 11 , 11 ,100.00%, 10 ,110.00%
기타외국식전문점,충청남도,아산시, 110 , 106 ,103.77%, 101 ,108.91%
기타외국식전문점,충청남도,예산군, 25 , 25 ,100.00%, 29 ,86.21%
기타외국식전문점,충청남도,천안시 동남구, 125 , 125 ,100.00%, 129 ,96.90%
기타외국식전문점,충청남도,천안시 서북구, 152 , 147 ,103.40%, 166 ,91.57%
기타외국식전문점,충청남도,청양군, 4 , 5 ,80.00%, 6 ,66.67%
기타외국식전문점,충청남도,태안군, 11 , 12 ,91.67%, 13 ,84.62%
기타외국식전문점,충청남도,홍성군, 42 , 41 ,102.44%, 38 ,110.53%
기타외국식전문점,세종특별자치시,합계, 159 , 163 ,97.55%, 144 ,110.42%
기타외국식전문점,세종특별자치시,세종시, 159 , 163 ,97.55%, 144 ,110.42%
기타외국식전문점,광주광역시,합계, 385 , 383 ,100.52%, 356 ,108.15%
기타외국식전문점,광주광역시,동구, 88 , 90 ,97.78%, 91 ,96.70%
기타외국식전문점,광주광역시,남구, 60 , 59 ,101.69%, 38 ,157.89%
기타외국식전문점,광주광역시,서구, 78 , 77 ,101.30%, 78 ,100.00%
기타외국식전문점,광주광역시,광산구, 93 , 90 ,103.33%, 93 ,100.00%
기타외국식전문점,광주광역시,북구, 66 , 67 ,98.51%, 56 ,117.86%
기타외국식전문점,전라북도,합계, 744 , 752 ,98.94%, 723 ,102.90%
기타외국식전문점,전라북도,고창군, 15 , 14 ,107.14%, 13 ,115.38%
기타외국식전문점,전라북도,군산시, 71 , 70 ,101.43%, 61 ,116.39%
기타외국식전문점,전라북도,김제시, 11 , 11 ,100.00%, 12 ,91.67%
기타외국식전문점,전라북도,남원시, 12 , 12 ,100.00%, 13 ,92.31%
기타외국식전문점,전라북도,무주군, 10 , 10 ,100.00%, 9 ,111.11%
기타외국식전문점,전라북도,부안군, 11 , 12 ,91.67%, 12 ,91.67%
기타외국식전문점,전라북도,순창군, 4 , 4 ,100.00%, 5 ,80.00%
기타외국식전문점,전라북도,완주군, 32 , 32 ,100.00%, 31 ,103.23%
기타외국식전문점,전라북도,익산시, 177 , 182 ,97.25%, 189 ,93.65%
기타외국식전문점,전라북도,임실군, 9 , 9 ,100.00%, 9 ,100.00%
기타외국식전문점,전라북도,장수군, 4 , 4 ,100.00%, 5 ,80.00%
기타외국식전문점,전라북도,전주시 덕진구, 77 , 76 ,101.32%, 70 ,110.00%
기타외국식전문점,전라북도,전주시 완산구, 247 , 248 ,99.60%, 231 ,106.93%
기타외국식전문점,전라북도,정읍시, 61 , 65 ,93.85%, 60 ,101.67%
기타외국식전문점,전라북도,진안군, 3 , 3 ,100.00%, 3 ,100.00%
기타외국식전문점,전라남도,합계, 420 , 425 ,98.82%, 385 ,109.09%
기타외국식전문점,전라남도,강진군, 3 , 3 ,100.00%, 3 ,100.00%
기타외국식전문점,전라남도,고흥군, 13 , 13 ,100.00%, 14 ,92.86%
기타외국식전문점,전라남도,곡성군, * , * ,, * ,
기타외국식전문점,전라남도,광양시, 28 , 28 ,100.00%, 30 ,93.33%
기타외국식전문점,전라남도,구례군, 4 , 5 ,80.00%, 4 ,100.00%
기타외국식전문점,전라남도,나주시, 43 , 45 ,95.56%, 37 ,116.22%
기타외국식전문점,전라남도,담양군, 22 , 23 ,95.65%, 18 ,122.22%
기타외국식전문점,전라남도,목포시, 60 , 64 ,93.75%, 58 ,103.45%
기타외국식전문점,전라남도,무안군, 22 , 23 ,95.65%, 22 ,100.00%
기타외국식전문점,전라남도,보성군, 8 , 8 ,100.00%, 7 ,114.29%
기타외국식전문점,전라남도,순천시, 79 , 78 ,101.28%, 67 ,117.91%
기타외국식전문점,전라남도,신안군, * , * ,, * ,
기타외국식전문점,전라남도,여수시, 70 , 67 ,104.48%, 59 ,118.64%
기타외국식전문점,전라남도,영광군, 6 , 6 ,100.00%, 6 ,100.00%
기타외국식전문점,전라남도,영암군, 15 , 15 ,100.00%, 14 ,107.14%
기타외국식전문점,전라남도,완도군, * , * ,, * ,
기타외국식전문점,전라남도,장성군, 11 , 11 ,100.00%, 13 ,84.62%
기타외국식전문점,전라남도,장흥군, 5 , 5 ,100.00%, 6 ,83.33%
기타외국식전문점,전라남도,진도군, 3 , 3 ,100.00%, 3 ,100.00%
기타외국식전문점,전라남도,함평군, 3 , * ,, * ,
기타외국식전문점,전라남도,해남군, 12 , 13 ,92.31%, 11 ,109.09%
기타외국식전문점,전라남도,화순군, 8 , 8 ,100.00%, 7 ,114.29%
기타외국식전문점,대구광역시,합계," 1,208 "," 1,227 ",98.45%," 1,197 ",100.92%
기타외국식전문점,대구광역시,중구, 267 , 274 ,97.45%, 260 ,102.69%
기타외국식전문점,대구광역시,동구, 123 , 121 ,101.65%, 123 ,100.00%
기타외국식전문점,대구광역시,남구, 98 , 100 ,98.00%, 106 ,92.45%
기타외국식전문점,대구광역시,서구, 39 , 42 ,92.86%, 31 ,125.81%
기타외국식전문점,대구광역시,달서구, 190 , 189 ,100.53%, 180 ,105.56%
기타외국식전문점,대구광역시,달성군, 81 , 80 ,101.25%, 74 ,109.46%
기타외국식전문점,대구광역시,북구, 137 , 142 ,96.48%, 138 ,99.28%
기타외국식전문점,대구광역시,수성구, 273 , 279 ,97.85%, 285 ,95.79%
기타외국식전문점,경상북도,합계, 700 , 703 ,99.57%, 688 ,101.74%
기타외국식전문점,경상북도,경산시, 67 , 68 ,98.53%, 66 ,101.52%
기타외국식전문점,경상북도,경주시, 106 , 108 ,98.15%, 105 ,100.95%
기타외국식전문점,경상북도,고령군, 6 , 6 ,100.00%, 6 ,100.00%
기타외국식전문점,경상북도,구미시, 119 , 119 ,100.00%, 120 ,99.17%
기타외국식전문점,경상북도,군위군, 3 , 3 ,100.00%, 3 ,100.00%
기타외국식전문점,경상북도,김천시, 13 , 13 ,100.00%, 13 ,100.00%
기타외국식전문점,경상북도,문경시, 9 , 9 ,100.00%, 10 ,90.00%
기타외국식전문점,경상북도,봉화군, 3 , 3 ,100.00%, * ,
기타외국식전문점,경상북도,상주시, 12 , 12 ,100.00%, 12 ,100.00%
기타외국식전문점,경상북도,성주군, 8 , 8 ,100.00%, 8 ,100.00%
기타외국식전문점,경상북도,안동시, 71 , 71 ,100.00%, 73 ,97.26%
기타외국식전문점,경상북도,영덕군, 11 , 11 ,100.00%, 11 ,100.00%
기타외국식전문점,경상북도,영양군, 3 , 3 ,100.00%, 3 ,100.00%
기타외국식전문점,경상북도,영주시, 28 , 28 ,100.00%, 28 ,100.00%
기타외국식전문점,경상북도,영천시, 22 , 23 ,95.65%, 20 ,110.00%
기타외국식전문점,경상북도,예천군, 11 , 9 ,122.22%, 11 ,100.00%
기타외국식전문점,경상북도,울릉군, * , * ,, * ,
기타외국식전문점,경상북도,울진군, 15 , 15 ,100.00%, 11 ,136.36%
기타외국식전문점,경상북도,의성군, 9 , 10 ,90.00%, 10 ,90.00%
기타외국식전문점,경상북도,청도군, 8 , 8 ,100.00%, 5 ,160.00%
기타외국식전문점,경상북도,청송군, 6 , 7 ,85.71%, 7 ,85.71%
기타외국식전문점,경상북도,칠곡군, 37 , 37 ,100.00%, 37 ,100.00%
기타외국식전문점,경상북도,포항시 남구, 62 , 63 ,98.41%, 56 ,110.71%
기타외국식전문점,경상북도,포항시 북구, 69 , 67 ,102.99%, 70 ,98.57%
기타외국식전문점,부산광역시,합계," 1,827 "," 1,844 ",99.08%," 1,824 ",100.16%
기타외국식전문점,부산광역시,중구, 94 , 100 ,94.00%, 101 ,93.07%
기타외국식전문점,부산광역시,강서구, 42 , 43 ,97.67%, 36 ,116.67%
기타외국식전문점,부산광역시,동구, 49 , 51 ,96.08%, 55 ,89.09%
기타외국식전문점,부산광역시,남구, 133 , 135 ,98.52%, 133 ,100.00%
기타외국식전문점,부산광역시,서구, 66 , 69 ,95.65%, 71 ,92.96%
기타외국식전문점,부산광역시,금정구, 189 , 188 ,100.53%, 190 ,99.47%
기타외국식전문점,부산광역시,기장군, 87 , 86 ,101.16%, 87 ,100.00%
기타외국식전문점,부산광역시,동래구, 100 , 103 ,97.09%, 100 ,100.00%
기타외국식전문점,부산광역시,부산진구, 275 , 275 ,100.00%, 251 ,109.56%
기타외국식전문점,부산광역시,북구, 71 , 69 ,102.90%, 81 ,87.65%
기타외국식전문점,부산광역시,사상구, 47 , 48 ,97.92%, 45 ,104.44%
기타외국식전문점,부산광역시,사하구, 73 , 76 ,96.05%, 60 ,121.67%
기타외국식전문점,부산광역시,수영구, 195 , 194 ,100.52%, 193 ,101.04%
기타외국식전문점,부산광역시,연제구, 64 , 65 ,98.46%, 77 ,83.12%
기타외국식전문점,부산광역시,영도구, 23 , 24 ,95.83%, 28 ,82.14%
기타외국식전문점,부산광역시,해운대구, 319 , 318 ,100.31%, 316 ,100.95%
기타외국식전문점,울산광역시,합계, 692 , 708 ,97.74%, 728 ,95.05%
기타외국식전문점,울산광역시,중구, 105 , 106 ,99.06%, 109 ,96.33%
기타외국식전문점,울산광역시,동구, 123 , 124 ,99.19%, 131 ,93.89%
기타외국식전문점,울산광역시,남구, 335 , 347 ,96.54%, 361 ,92.80%
기타외국식전문점,울산광역시,북구, 41 , 42 ,97.62%, 43 ,95.35%
기타외국식전문점,울산광역시,울주군, 88 , 89 ,98.88%, 84 ,104.76%
기타외국식전문점,경상남도,합계," 1,212 "," 1,220 ",99.34%," 1,189 ",101.93%
기타외국식전문점,경상남도,고성군, 27 , 29 ,93.10%, 31 ,87.10%
기타외국식전문점,경상남도,거제시, 72 , 71 ,101.41%, 62 ,116.13%
기타외국식전문점,경상남도,거창군, 25 , 25 ,100.00%, 27 ,92.59%
기타외국식전문점,경상남도,김해시, 204 , 205 ,99.51%, 199 ,102.51%
기타외국식전문점,경상남도,남해군, 23 , 22 ,104.55%, 18 ,127.78%
기타외국식전문점,경상남도,밀양시, 49 , 48 ,102.08%, 47 ,104.26%
기타외국식전문점,경상남도,사천시, 25 , 24 ,104.17%, 25 ,100.00%
기타외국식전문점,경상남도,산청군, 7 , 7 ,100.00%, 9 ,77.78%
기타외국식전문점,경상남도,양산시, 96 , 94 ,102.13%, 88 ,109.09%
기타외국식전문점,경상남도,의령군, 6 , 6 ,100.00%, 6 ,100.00%
기타외국식전문점,경상남도,진주시, 161 , 163 ,98.77%, 165 ,97.58%
기타외국식전문점,경상남도,창녕군, 17 , 20 ,85.00%, 18 ,94.44%
기타외국식전문점,경상남도,창원시 마산합포구, 82 , 85 ,96.47%, 84 ,97.62%
기타외국식전문점,경상남도,창원시 마산회원구, 54 , 56 ,96.43%, 60 ,90.00%
기타외국식전문점,경상남도,창원시 성산구, 113 , 115 ,98.26%, 117 ,96.58%
기타외국식전문점,경상남도,창원시 의창구, 111 , 112 ,99.11%, 109 ,101.83%
기타외국식전문점,경상남도,창원시 진해구, 53 , 52 ,101.92%, 42 ,126.19%
기타외국식전문점,경상남도,통영시, 46 , 47 ,97.87%, 46 ,100.00%
기타외국식전문점,경상남도,하동군, 12 , 10 ,120.00%, 11 ,109.09%
기타외국식전문점,경상남도,함안군, 11 , 11 ,100.00%, 7 ,157.14%
기타외국식전문점,경상남도,함양군, 13 , 13 ,100.00%, 14 ,92.86%
기타외국식전문점,경상남도,합천군, 5 , 5 ,100.00%, 4 ,125.00%
기타외국식전문점,제주특별자치도,합계, 816 , 818 ,99.76%, 725 ,112.55%
기타외국식전문점,제주특별자치도,서귀포시, 251 , 249 ,100.80%, 200 ,125.50%
기타외국식전문점,제주특별자치도,제주시, 565 , 569 ,99.30%, 525 ,107.62%
기타음식점,합계,합계," 23,474 "," 23,773 ",98.74%," 24,251 ",96.80%
기타음식점,서울특별시,합계," 4,494 "," 4,558 ",98.60%," 4,816 ",93.31%
기타음식점,서울특별시,종로구, 190 , 192 ,98.96%, 203 ,93.60%
기타음식점,서울특별시,중구, 181 , 182 ,99.45%, 182 ,99.45%
기타음식점,서울특별시,용산구, 93 , 95 ,97.89%, 91 ,102.20%
기타음식점,서울특별시,성동구, 135 , 134 ,100.75%, 145 ,93.10%
기타음식점,서울특별시,광진구, 165 , 173 ,95.38%, 178 ,92.70%
기타음식점,서울특별시,동대문구, 147 , 150 ,98.00%, 146 ,100.68%
기타음식점,서울특별시,중랑구, 96 , 97 ,98.97%, 88 ,109.09%
기타음식점,서울특별시,성북구, 238 , 243 ,97.94%, 270 ,88.15%
기타음식점,서울특별시,강북구, 140 , 143 ,97.90%, 145 ,96.55%
기타음식점,서울특별시,도봉구, 118 , 122 ,96.72%, 127 ,92.91%
기타음식점,서울특별시,노원구, 156 , 160 ,97.50%, 168 ,92.86%
기타음식점,서울특별시,은평구, 119 , 122 ,97.54%, 135 ,88.15%
기타음식점,서울특별시,서대문구, 186 , 190 ,97.89%, 209 ,89.00%
기타음식점,서울특별시,마포구, 339 , 344 ,98.55%, 415 ,81.69%
기타음식점,서울특별시,양천구, 141 , 135 ,104.44%, 140 ,100.71%
기타음식점,서울특별시,강서구, 235 , 238 ,98.74%, 255 ,92.16%
기타음식점,서울특별시,구로구, 129 , 134 ,96.27%, 138 ,93.48%
기타음식점,서울특별시,금천구, 109 , 111 ,98.20%, 95 ,114.74%
기타음식점,서울특별시,영등포구, 286 , 282 ,101.42%, 294 ,97.28%
기타음식점,서울특별시,동작구, 164 , 165 ,99.39%, 183 ,89.62%
기타음식점,서울특별시,관악구, 198 , 201 ,98.51%, 214 ,92.52%
기타음식점,서울특별시,서초구, 213 , 215 ,99.07%, 225 ,94.67%
기타음식점,서울특별시,강남구, 291 , 296 ,98.31%, 312 ,93.27%
기타음식점,서울특별시,송파구, 280 , 287 ,97.56%, 300 ,93.33%
기타음식점,서울특별시,강동구, 145 , 147 ,98.64%, 158 ,91.77%
기타음식점,인천광역시,합계, 973 , 989 ,98.38%," 1,046 ",93.02%
기타음식점,인천광역시,중구, 77 , 80 ,96.25%, 87 ,88.51%
기타음식점,인천광역시,동구, 20 , 20 ,100.00%, 19 ,105.26%
기타음식점,인천광역시,연수구, 94 , 98 ,95.92%, 102 ,92.16%
기타음식점,인천광역시,남동구, 158 , 158 ,100.00%, 166 ,95.18%
기타음식점,인천광역시,부평구, 160 , 160 ,100.00%, 167 ,95.81%
기타음식점,인천광역시,계양구, 109 , 106 ,102.83%, 103 ,105.83%
기타음식점,인천광역시,서구, 166 , 172 ,96.51%, 190 ,87.37%
기타음식점,인천광역시,강화군, 42 , 42 ,100.00%, 41 ,102.44%
기타음식점,인천광역시,옹진군, 12 , 12 ,100.00%, 13 ,92.31%
기타음식점,인천광역시,미추홀구, 135 , 141 ,95.74%, 158 ,85.44%
기타음식점,경기도,합계," 5,468 "," 5,554 ",98.45%," 5,584 ",97.92%
기타음식점,경기도,수원시 장안구, 87 , 87 ,100.00%, 87 ,100.00%
기타음식점,경기도,수원시 권선구, 112 , 115 ,97.39%, 113 ,99.12%
기타음식점,경기도,수원시 팔달구, 112 , 111 ,100.90%, 113 ,99.12%
기타음식점,경기도,수원시 영통구, 117 , 120 ,97.50%, 114 ,102.63%
기타음식점,경기도,성남시 수정구, 114 , 117 ,97.44%, 116 ,98.28%
기타음식점,경기도,성남시 중원구, 111 , 113 ,98.23%, 112 ,99.11%
기타음식점,경기도,성남시 분당구, 212 , 217 ,97.70%, 239 ,88.70%
기타음식점,경기도,의정부시, 257 , 263 ,97.72%, 305 ,84.26%
기타음식점,경기도,안양시 만안구, 144 , 143 ,100.70%, 139 ,103.60%
기타음식점,경기도,안양시 동안구, 164 , 167 ,98.20%, 179 ,91.62%
기타음식점,경기도,부천시, 429 , 430 ,99.77%, 446 ,96.19%
기타음식점,경기도,광명시, 91 , 93 ,97.85%, 93 ,97.85%
기타음식점,경기도,평택시, 229 , 229 ,100.00%, 214 ,107.01%
기타음식점,경기도,동두천시, 37 , 37 ,100.00%, 43 ,86.05%
기타음식점,경기도,안산시 상록구, 138 , 141 ,97.87%, 128 ,107.81%
기타음식점,경기도,안산시 단원구, 134 , 138 ,97.10%, 148 ,90.54%
기타음식점,경기도,고양시 덕양구, 115 , 118 ,97.46%, 105 ,109.52%
기타음식점,경기도,고양시 일산동구, 146 , 151 ,96.69%, 144 ,101.39%
기타음식점,경기도,고양시 일산서구, 108 , 110 ,98.18%, 113 ,95.58%
기타음식점,경기도,과천시, 27 , 27 ,100.00%, 30 ,90.00%
기타음식점,경기도,구리시, 61 , 65 ,93.85%, 69 ,88.41%
기타음식점,경기도,남양주시, 190 , 189 ,100.53%, 210 ,90.48%
기타음식점,경기도,오산시, 67 , 67 ,100.00%, 55 ,121.82%
기타음식점,경기도,시흥시, 239 , 242 ,98.76%, 220 ,108.64%
기타음식점,경기도,군포시, 108 , 107 ,100.93%, 105 ,102.86%
기타음식점,경기도,의왕시, 36 , 37 ,97.30%, 40 ,90.00%
기타음식점,경기도,하남시, 76 , 76 ,100.00%, 62 ,122.58%
기타음식점,경기도,용인시 처인구, 126 , 129 ,97.67%, 130 ,96.92%
기타음식점,경기도,용인시 기흥구, 149 , 151 ,98.68%, 126 ,118.25%
기타음식점,경기도,용인시 수지구, 112 , 113 ,99.12%, 124 ,90.32%
기타음식점,경기도,파주시, 146 , 151 ,96.69%, 144 ,101.39%
기타음식점,경기도,이천시, 142 , 146 ,97.26%, 149 ,95.30%
기타음식점,경기도,안성시, 67 , 69 ,97.10%, 70 ,95.71%
기타음식점,경기도,김포시, 143 , 148 ,96.62%, 143 ,100.00%
기타음식점,경기도,화성시, 256 , 256 ,100.00%, 239 ,107.11%
기타음식점,경기도,광주시, 212 , 213 ,99.53%, 232 ,91.38%
기타음식점,경기도,양주시, 103 , 105 ,98.10%, 106 ,97.17%
기타음식점,경기도,포천시, 62 , 64 ,96.88%, 62 ,100.00%
기타음식점,경기도,여주시, 116 , 124 ,93.55%, 137 ,84.67%
기타음식점,경기도,가평군, 53 , 55 ,96.36%, 55 ,96.36%
기타음식점,경기도,양평군, 87 , 87 ,100.00%, 87 ,100.00%
기타음식점,경기도,연천군, 33 , 33 ,100.00%, 38 ,86.84%
기타음식점,강원도,합계," 1,028 "," 1,035 ",99.32%," 1,019 ",100.88%
기타음식점,강원도,춘천시, 185 , 189 ,97.88%, 202 ,91.58%
기타음식점,강원도,원주시, 181 , 180 ,100.56%, 164 ,110.37%
기타음식점,강원도,강릉시, 131 , 131 ,100.00%, 128 ,102.34%
기타음식점,강원도,동해시, 55 , 57 ,96.49%, 55 ,100.00%
기타음식점,강원도,태백시, 19 , 20 ,95.00%, 17 ,111.76%
기타음식점,강원도,속초시, 50 , 50 ,100.00%, 55 ,90.91%
기타음식점,강원도,삼척시, 84 , 84 ,100.00%, 89 ,94.38%
기타음식점,강원도,홍천군, 49 , 49 ,100.00%, 49 ,100.00%
기타음식점,강원도,횡성군, 29 , 28 ,103.57%, 28 ,103.57%
기타음식점,강원도,영월군, 14 , 14 ,100.00%, 13 ,107.69%
기타음식점,강원도,평창군, 38 , 40 ,95.00%, 40 ,95.00%
기타음식점,강원도,정선군, 40 , 40 ,100.00%, 24 ,166.67%
기타음식점,강원도,철원군, 34 , 34 ,100.00%, 32 ,106.25%
기타음식점,강원도,화천군, 30 , 30 ,100.00%, 30 ,100.00%
기타음식점,강원도,양구군, 11 , 11 ,100.00%, 11 ,100.00%
기타음식점,강원도,인제군, 33 , 33 ,100.00%, 36 ,91.67%
기타음식점,강원도,고성군, 19 , 19 ,100.00%, 19 ,100.00%
기타음식점,강원도,양양군, 26 , 26 ,100.00%, 27 ,96.30%
기타음식점,대전광역시,합계, 578 , 578 ,100.00%, 592 ,97.64%
기타음식점,대전광역시,중구, 155 , 152 ,101.97%, 145 ,106.90%
기타음식점,대전광역시,동구, 139 , 141 ,98.58%, 146 ,95.21%
기타음식점,대전광역시,서구, 132 , 132 ,100.00%, 124 ,106.45%
기타음식점,대전광역시,대덕구, 54 , 56 ,96.43%, 67 ,80.60%
기타음식점,대전광역시,유성구, 98 , 97 ,101.03%, 110 ,89.09%
기타음식점,충청북도,합계, 733 , 734 ,99.86%, 703 ,104.27%
기타음식점,충청북도,괴산군, 22 , 21 ,104.76%, 20 ,110.00%
기타음식점,충청북도,단양군, 21 , 22 ,95.45%, 23 ,91.30%
기타음식점,충청북도,보은군, 20 , 20 ,100.00%, 20 ,100.00%
기타음식점,충청북도,영동군, 19 , 19 ,100.00%, 20 ,95.00%
기타음식점,충청북도,옥천군, 22 , 21 ,104.76%, 27 ,81.48%
기타음식점,충청북도,음성군, 35 , 34 ,102.94%, 37 ,94.59%
기타음식점,충청북도,제천시, 114 , 116 ,98.28%, 106 ,107.55%
기타음식점,충청북도,증평군, 14 , 14 ,100.00%, 13 ,107.69%
기타음식점,충청북도,진천군, 18 , 20 ,90.00%, 21 ,85.71%
기타음식점,충청북도,청주시 상당구, 84 , 85 ,98.82%, 87 ,96.55%
기타음식점,충청북도,청주시 서원구, 70 , 69 ,101.45%, 60 ,116.67%
기타음식점,충청북도,청주시 청원구, 62 , 63 ,98.41%, 66 ,93.94%
기타음식점,충청북도,청주시 흥덕구, 100 , 100 ,100.00%, 90 ,111.11%
기타음식점,충청북도,충주시, 132 , 130 ,101.54%, 113 ,116.81%
기타음식점,충청남도,합계, 974 , 991 ,98.28%," 1,044 ",93.30%
기타음식점,충청남도,계룡시, 14 , 14 ,100.00%, 17 ,82.35%
기타음식점,충청남도,공주시, 109 , 108 ,100.93%, 111 ,98.20%
기타음식점,충청남도,금산군, 36 , 36 ,100.00%, 40 ,90.00%
기타음식점,충청남도,논산시, 75 , 76 ,98.68%, 80 ,93.75%
기타음식점,충청남도,당진시, 69 , 72 ,95.83%, 74 ,93.24%
기타음식점,충청남도,보령시, 51 , 53 ,96.23%, 56 ,91.07%
기타음식점,충청남도,부여군, 29 , 28 ,103.57%, 31 ,93.55%
기타음식점,충청남도,서산시, 86 , 90 ,95.56%, 101 ,85.15%
기타음식점,충청남도,서천군, 43 , 41 ,104.88%, 42 ,102.38%
기타음식점,충청남도,아산시, 82 , 83 ,98.80%, 80 ,102.50%
기타음식점,충청남도,예산군, 29 , 29 ,100.00%, 32 ,90.63%
기타음식점,충청남도,천안시 동남구, 131 , 132 ,99.24%, 145 ,90.34%
기타음식점,충청남도,천안시 서북구, 137 , 143 ,95.80%, 149 ,91.95%
기타음식점,충청남도,청양군, 16 , 16 ,100.00%, 16 ,100.00%
기타음식점,충청남도,태안군, 30 , 31 ,96.77%, 34 ,88.24%
기타음식점,충청남도,홍성군, 37 , 39 ,94.87%, 36 ,102.78%
기타음식점,세종특별자치시,합계, 105 , 107 ,98.13%, 97 ,108.25%
기타음식점,세종특별자치시,세종시, 105 , 107 ,98.13%, 97 ,108.25%
기타음식점,광주광역시,합계, 979 , 996 ,98.29%," 1,051 ",93.15%
기타음식점,광주광역시,동구, 117 , 118 ,99.15%, 133 ,87.97%
기타음식점,광주광역시,남구, 119 , 119 ,100.00%, 106 ,112.26%
기타음식점,광주광역시,서구, 251 , 255 ,98.43%, 269 ,93.31%
기타음식점,광주광역시,광산구, 262 , 271 ,96.68%, 310 ,84.52%
기타음식점,광주광역시,북구, 230 , 233 ,98.71%, 233 ,98.71%
기타음식점,전라북도,합계, 708 , 713 ,99.30%, 704 ,100.57%
기타음식점,전라북도,고창군, 15 , 15 ,100.00%, 14 ,107.14%
기타음식점,전라북도,군산시, 96 , 94 ,102.13%, 86 ,111.63%
기타음식점,전라북도,김제시, 36 , 36 ,100.00%, 40 ,90.00%
기타음식점,전라북도,남원시, 38 , 38 ,100.00%, 37 ,102.70%
기타음식점,전라북도,무주군, 17 , 15 ,113.33%, 10 ,170.00%
기타음식점,전라북도,부안군, 23 , 23 ,100.00%, 24 ,95.83%
기타음식점,전라북도,순창군, 8 , 8 ,100.00%, 10 ,80.00%
기타음식점,전라북도,완주군, 37 , 39 ,94.87%, 40 ,92.50%
기타음식점,전라북도,익산시, 74 , 74 ,100.00%, 80 ,92.50%
기타음식점,전라북도,임실군, 17 , 16 ,106.25%, 17 ,100.00%
기타음식점,전라북도,장수군, 9 , 9 ,100.00%, 10 ,90.00%
기타음식점,전라북도,전주시 덕진구, 103 , 104 ,99.04%, 104 ,99.04%
기타음식점,전라북도,전주시 완산구, 178 , 183 ,97.27%, 175 ,101.71%
기타음식점,전라북도,정읍시, 47 , 49 ,95.92%, 48 ,97.92%
기타음식점,전라북도,진안군, 10 , 10 ,100.00%, 9 ,111.11%
기타음식점,전라남도,합계, 798 , 815 ,97.91%, 856 ,93.22%
기타음식점,전라남도,강진군, 17 , 17 ,100.00%, 15 ,113.33%
기타음식점,전라남도,고흥군, 17 , 19 ,89.47%, 20 ,85.00%
기타음식점,전라남도,곡성군, 13 , 13 ,100.00%, 10 ,130.00%
기타음식점,전라남도,광양시, 60 , 61 ,98.36%, 63 ,95.24%
기타음식점,전라남도,구례군, 12 , 12 ,100.00%, 11 ,109.09%
기타음식점,전라남도,나주시, 51 , 53 ,96.23%, 58 ,87.93%
기타음식점,전라남도,담양군, 32 , 31 ,103.23%, 31 ,103.23%
기타음식점,전라남도,목포시, 131 , 132 ,99.24%, 139 ,94.24%
기타음식점,전라남도,무안군, 44 , 47 ,93.62%, 47 ,93.62%
기타음식점,전라남도,보성군, 9 , 9 ,100.00%, 11 ,81.82%
기타음식점,전라남도,순천시, 129 , 131 ,98.47%, 148 ,87.16%
기타음식점,전라남도,신안군, 7 , 7 ,100.00%, 6 ,116.67%
기타음식점,전라남도,여수시, 101 , 104 ,97.12%, 114 ,88.60%
기타음식점,전라남도,영광군, 24 , 23 ,104.35%, 25 ,96.00%
기타음식점,전라남도,영암군, 24 , 24 ,100.00%, 22 ,109.09%
기타음식점,전라남도,완도군, 12 , 12 ,100.00%, 11 ,109.09%
기타음식점,전라남도,장성군, 16 , 17 ,94.12%, 17 ,94.12%
기타음식점,전라남도,장흥군, 13 , 13 ,100.00%, 14 ,92.86%
기타음식점,전라남도,진도군, 10 , 10 ,100.00%, 8 ,125.00%
기타음식점,전라남도,함평군, 18 , 19 ,94.74%, 18 ,100.00%
기타음식점,전라남도,해남군, 22 , 25 ,88.00%, 26 ,84.62%
기타음식점,전라남도,화순군, 36 , 36 ,100.00%, 42 ,85.71%
기타음식점,대구광역시,합계," 1,231 "," 1,241 ",99.19%," 1,253 ",98.24%
기타음식점,대구광역시,중구, 125 , 124 ,100.81%, 112 ,111.61%
기타음식점,대구광역시,동구, 138 , 140 ,98.57%, 140 ,98.57%
기타음식점,대구광역시,남구, 77 , 80 ,96.25%, 80 ,96.25%
기타음식점,대구광역시,서구, 76 , 77 ,98.70%, 78 ,97.44%
기타음식점,대구광역시,달서구, 240 , 237 ,101.27%, 246 ,97.56%
기타음식점,대구광역시,달성군, 207 , 209 ,99.04%, 208 ,99.52%
기타음식점,대구광역시,북구, 190 , 196 ,96.94%, 200 ,95.00%
기타음식점,대구광역시,수성구, 178 , 178 ,100.00%, 189 ,94.18%
기타음식점,경상북도,합계," 1,148 "," 1,164 ",98.63%," 1,159 ",99.05%
기타음식점,경상북도,경산시, 78 , 81 ,96.30%, 77 ,101.30%
기타음식점,경상북도,경주시, 192 , 194 ,98.97%, 210 ,91.43%
기타음식점,경상북도,고령군, 12 , 12 ,100.00%, 8 ,150.00%
기타음식점,경상북도,구미시, 148 , 151 ,98.01%, 165 ,89.70%
기타음식점,경상북도,군위군, 7 , 7 ,100.00%, 8 ,87.50%
기타음식점,경상북도,김천시, 38 , 37 ,102.70%, 35 ,108.57%
기타음식점,경상북도,문경시, 32 , 33 ,96.97%, 33 ,96.97%
기타음식점,경상북도,봉화군, 7 , 7 ,100.00%, 8 ,87.50%
