사업자 현황 ( 2월/100대 생활업종),,,,,,,
*조회년월,,2020년 2월,,,,,
,,,,,,,
,,,,,,,"(단위 : 인원수, %)"
업종전체,서울특별시,송파구,"30,979 ","30,819 ",100.52%,"29,130 ",106.35%
업종전체,서울특별시,강동구,"18,642 ","18,555 ",100.47%,"17,747 ",105.04%
업종전체,인천광역시,합계,"123,069 ","122,585 ",100.39%,"116,469 ",105.67%
업종전체,인천광역시,중구,"7,731 ","7,706 ",100.32%,"7,124 ",108.52%
업종전체,인천광역시,동구,"2,821 ","2,816 ",100.18%,"2,746 ",102.73%
업종전체,인천광역시,미추홀구,"17,476 ","17,397 ",100.45%,"16,711 ",104.58%
업종전체,인천광역시,연수구,"13,248 ","13,136 ",100.85%,"12,182 ",108.75%
업종전체,인천광역시,남동구,"22,554 ","22,486 ",100.30%,"21,515 ",104.83%
업종전체,인천광역시,부평구,"20,682 ","20,636 ",100.22%,"19,870 ",104.09%
업종전체,인천광역시,계양구,"11,637 ","11,617 ",100.17%,"11,280 ",103.16%
업종전체,인천광역시,서구,"21,593 ","21,481 ",100.52%,"19,967 ",108.14%
업종전체,인천광역시,강화군,"4,020 ","4,008 ",100.30%,"3,842 ",104.63%
업종전체,인천광역시,옹진군,"1,307 ","1,302 ",100.38%,"1,232 ",106.09%
업종전체,경기도,합계,"561,970 ","558,878 ",100.55%,"524,245 ",107.20%
업종전체,경기도,수원시 장안구,"10,559 ","10,524 ",100.33%,"10,219 ",103.33%
업종전체,경기도,수원시 권선구,"13,449 ","13,348 ",100.76%,"12,556 ",107.11%
업종전체,경기도,수원시 팔달구,"11,959 ","11,913 ",100.39%,"11,643 ",102.71%
업종전체,경기도,수원시 영통구,"14,075 ","13,910 ",101.19%,"12,826 ",109.74%
업종전체,경기도,성남시 수정구,"10,211 ","10,181 ",100.29%,"9,572 ",106.68%
업종전체,경기도,성남시 중원구,"10,049 ","10,027 ",100.22%,"9,698 ",103.62%
업종전체,경기도,성남시 분당구,"21,806 ","21,795 ",100.05%,"20,845 ",104.61%
업종전체,경기도,의정부시,"20,072 ","19,995 ",100.39%,"19,185 ",104.62%
업종전체,경기도,안양시 만안구,"10,234 ","10,199 ",100.34%,"9,847 ",103.93%
업종전체,경기도,안양시 동안구,"14,507 ","14,461 ",100.32%,"13,869 ",104.60%
업종전체,경기도,부천시,"36,387 ","36,309 ",100.21%,"34,630 ",105.07%
업종전체,경기도,광명시,"11,831 ","11,780 ",100.43%,"11,341 ",104.32%
업종전체,경기도,평택시,"24,022 ","23,863 ",100.67%,"22,669 ",105.97%
업종전체,경기도,동두천시,"4,293 ","4,280 ",100.30%,"4,167 ",103.02%
업종전체,경기도,안산시 상록구,"13,045 ","13,029 ",100.12%,"12,471 ",104.60%
업종전체,경기도,안산시 단원구,"16,530 ","16,475 ",100.33%,"15,620 ",105.83%
업종전체,경기도,고양시 덕양구,"17,563 ","17,465 ",100.56%,"16,259 ",108.02%
업종전체,경기도,고양시 일산동구,"16,574 ","16,483 ",100.55%,"15,699 ",105.57%
업종전체,경기도,고양시 일산서구,"12,052 ","12,006 ",100.38%,"11,184 ",107.76%
업종전체,경기도,과천시,"2,368 ","2,364 ",100.17%,"2,246 ",105.43%
업종전체,경기도,구리시,"9,297 ","9,308 ",99.88%,"8,874 ",104.77%
업종전체,경기도,남양주시,"28,151 ","27,948 ",100.73%,"25,502 ",110.39%
업종전체,경기도,오산시,"8,527 ","8,495 ",100.38%,"8,076 ",105.58%
업종전체,경기도,시흥시,"20,532 ","20,367 ",100.81%,"18,372 ",111.76%
업종전체,경기도,군포시,"9,808 ","9,760 ",100.49%,"9,323 ",105.20%
업종전체,경기도,의왕시,"5,165 ","5,155 ",100.19%,"4,828 ",106.98%
업종전체,경기도,하남시,"11,220 ","11,010 ",101.91%,"9,315 ",120.45%
업종전체,경기도,용인시 처인구,"11,773 ","11,720 ",100.45%,"10,772 ",109.29%
업종전체,경기도,용인시 기흥구,"15,647 ","15,482 ",101.07%,"14,167 ",110.45%
업종전체,경기도,용인시 수지구,"11,449 ","11,351 ",100.86%,"10,471 ",109.34%
업종전체,경기도,파주시,"19,132 ","19,018 ",100.60%,"17,698 ",108.10%
업종전체,경기도,이천시,"9,666 ","9,634 ",100.33%,"9,232 ",104.70%
업종전체,경기도,안성시,"8,300 ","8,289 ",100.13%,"8,025 ",103.43%
업종전체,경기도,김포시,"19,015 ","18,754 ",101.39%,"16,851 ",112.84%
업종전체,경기도,화성시,"32,016 ","31,666 ",101.11%,"28,383 ",112.80%
업종전체,경기도,광주시,"14,886 ","14,811 ",100.51%,"13,678 ",108.83%
업종전체,경기도,양주시,"9,309 ","9,245 ",100.69%,"8,457 ",110.07%
업종전체,경기도,포천시,"8,353 ","8,347 ",100.07%,"8,080 ",103.38%
업종전체,경기도,여주시,"5,288 ","5,283 ",100.09%,"5,235 ",101.01%
업종전체,경기도,연천군,"2,173 ","2,164 ",100.42%,"2,142 ",101.45%
업종전체,경기도,가평군,"4,701 ","4,704 ",99.94%,"4,538 ",103.59%
업종전체,경기도,양평군,"5,976 ","5,960 ",100.27%,"5,680 ",105.21%
업종전체,강원도,합계,"85,777 ","85,671 ",100.12%,"83,018 ",103.32%
업종전체,강원도,춘천시,"14,202 ","14,189 ",100.09%,"13,798 ",102.93%
업종전체,강원도,원주시,"18,083 ","18,027 ",100.31%,"17,253 ",104.81%
업종전체,강원도,강릉시,"12,710 ","12,688 ",100.17%,"12,114 ",104.92%
업종전체,강원도,동해시,"4,884 ","4,882 ",100.04%,"4,767 ",102.45%
업종전체,강원도,태백시,"2,327 ","2,322 ",100.22%,"2,269 ",102.56%
업종전체,강원도,속초시,"5,771 ","5,749 ",100.38%,"5,599 ",103.07%
업종전체,강원도,삼척시,"3,519 ","3,514 ",100.14%,"3,394 ",103.68%
업종전체,강원도,홍천군,"3,901 ","3,903 ",99.95%,"3,810 ",102.39%
업종전체,강원도,횡성군,"2,244 ","2,250 ",99.73%,"2,192 ",102.37%
업종전체,강원도,영월군,"2,083 ","2,083 ",100.00%,"2,074 ",100.43%
업종전체,강원도,평창군,"2,889 ","2,897 ",99.72%,"2,852 ",101.30%
업종전체,강원도,정선군,"2,345 ","2,346 ",99.96%,"2,349 ",99.83%
업종전체,강원도,철원군,"2,364 ","2,359 ",100.21%,"2,330 ",101.46%
업종전체,강원도,화천군,"1,321 ","1,336 ",98.88%,"1,290 ",102.40%
업종전체,강원도,양구군,"1,223 ","1,227 ",99.67%,"1,182 ",103.47%
업종전체,강원도,인제군,"2,130 ","2,127 ",100.14%,"2,072 ",102.80%
업종전체,강원도,고성군,"1,685 ","1,670 ",100.90%,"1,616 ",104.27%
업종전체,강원도,양양군,"2,096 ","2,102 ",99.71%,"2,057 ",101.90%
업종전체,대전광역시,합계,"70,893 ","70,759 ",100.19%,"68,369 ",103.69%
업종전체,대전광역시,중구,"12,354 ","12,388 ",99.73%,"12,089 ",102.19%
업종전체,대전광역시,동구,"10,416 ","10,401 ",100.14%,"10,135 ",102.77%
업종전체,대전광역시,서구,"23,601 ","23,538 ",100.27%,"22,725 ",103.85%
업종전체,대전광역시,유성구,"16,288 ","16,211 ",100.47%,"15,312 ",106.37%
업종전체,대전광역시,대덕구,"8,234 ","8,221 ",100.16%,"8,108 ",101.55%
업종전체,충청북도,합계,"77,311 ","77,237 ",100.10%,"74,711 ",103.48%
업종전체,충청북도,청주시 상당구,"8,930 ","8,935 ",99.94%,"8,631 ",103.46%
업종전체,충청북도,청주시 서원구,"9,115 ","9,114 ",100.01%,"8,895 ",102.47%
업종전체,충청북도,청주시 흥덕구,"12,304 ","12,284 ",100.16%,"11,673 ",105.41%
업종전체,충청북도,청주시 청원구,"8,811 ","8,777 ",100.39%,"8,404 ",104.84%
업종전체,충청북도,충주시,"10,745 ","10,717 ",100.26%,"10,390 ",103.42%
업종전체,충청북도,제천시,"7,440 ","7,444 ",99.95%,"7,317 ",101.68%
업종전체,충청북도,보은군,"1,574 ","1,579 ",99.68%,"1,592 ",98.87%
업종전체,충청북도,옥천군,"2,176 ","2,169 ",100.32%,"2,131 ",102.11%
업종전체,충청북도,영동군,"2,199 ","2,198 ",100.05%,"2,186 ",100.59%
업종전체,충청북도,증평군,"1,849 ","1,850 ",99.95%,"1,779 ",103.93%
업종전체,충청북도,진천군,"3,787 ","3,781 ",100.16%,"3,548 ",106.74%
업종전체,충청북도,괴산군,"1,736 ","1,737 ",99.94%,"1,723 ",100.75%
업종전체,충청북도,음성군,"4,899 ","4,899 ",100.00%,"4,733 ",103.51%
업종전체,충청북도,단양군,"1,746 ","1,753 ",99.60%,"1,709 ",102.17%
업종전체,충청남도,합계,"101,725 ","101,352 ",100.37%,"98,076 ",103.72%
업종전체,충청남도,천안시 동남구,"12,653 ","12,636 ",100.13%,"12,041 ",105.08%
업종전체,충청남도,천안시 서북구,"17,944 ","17,818 ",100.71%,"16,864 ",106.40%
업종전체,충청남도,공주시,"5,445 ","5,436 ",100.17%,"5,358 ",101.62%
업종전체,충청남도,보령시,"5,608 ","5,607 ",100.02%,"5,525 ",101.50%
업종전체,충청남도,아산시,"13,395 ","13,297 ",100.74%,"12,708 ",105.41%
업종전체,충청남도,서산시,"8,474 ","8,421 ",100.63%,"8,178 ",103.62%
업종전체,충청남도,논산시,"5,936 ","5,897 ",100.66%,"5,791 ",102.50%
업종전체,충청남도,계룡시,"1,498 ","1,497 ",100.07%,"1,467 ",102.11%
업종전체,충청남도,당진시,"7,826 ","7,830 ",99.95%,"7,603 ",102.93%
업종전체,충청남도,금산군,"3,197 ","3,197 ",100.00%,"3,123 ",102.37%
업종전체,충청남도,부여군,"2,760 ","2,747 ",100.47%,"2,715 ",101.66%
업종전체,충청남도,서천군,"2,489 ","2,486 ",100.12%,"2,461 ",101.14%
업종전체,충청남도,청양군,"1,298 ","1,307 ",99.31%,"1,291 ",100.54%
업종전체,충청남도,홍성군,"4,855 ","4,836 ",100.39%,"4,737 ",102.49%
업종전체,충청남도,예산군,"3,922 ","3,918 ",100.10%,"3,893 ",100.74%
업종전체,충청남도,태안군,"4,425 ","4,422 ",100.07%,"4,321 ",102.41%
업종전체,세종특별자치시,합계,"13,000 ","12,889 ",100.86%,"11,455 ",113.49%
업종전체,세종특별자치시,세종시,"13,000 ","12,889 ",100.86%,"11,455 ",113.49%
업종전체,광주광역시,합계,"71,137 ","70,997 ",100.20%,"68,300 ",104.15%
업종전체,광주광역시,동구,"8,386 ","8,367 ",100.23%,"8,278 ",101.30%
업종전체,광주광역시,남구,"8,938 ","8,931 ",100.08%,"8,455 ",105.71%
업종전체,광주광역시,서구,"16,616 ","16,607 ",100.05%,"15,945 ",104.21%
업종전체,광주광역시,북구,"19,499 ","19,483 ",100.08%,"18,876 ",103.30%
업종전체,광주광역시,광산구,"17,698 ","17,609 ",100.51%,"16,746 ",105.68%
업종전체,전라북도,합계,"85,151 ","85,075 ",100.09%,"82,745 ",102.91%
업종전체,전라북도,전주시 완산구,"18,761 ","18,786 ",99.87%,"18,301 ",102.51%
업종전체,전라북도,전주시 덕진구,"14,268 ","14,211 ",100.40%,"13,503 ",105.67%
업종전체,전라북도,군산시,"13,261 ","13,259 ",100.02%,"12,982 ",102.15%
업종전체,전라북도,익산시,"12,669 ","12,656 ",100.10%,"12,401 ",102.16%
업종전체,전라북도,정읍시,"4,808 ","4,793 ",100.31%,"4,721 ",101.84%
업종전체,전라북도,남원시,"4,071 ","4,066 ",100.12%,"3,996 ",101.88%
업종전체,전라북도,김제시,"3,207 ","3,214 ",99.78%,"3,138 ",102.20%
업종전체,전라북도,완주군,"3,867 ","3,868 ",99.97%,"3,684 ",104.97%
업종전체,전라북도,진안군,995 ,991 ,100.40%,979 ,101.63%
업종전체,전라북도,무주군,"1,332 ","1,337 ",99.63%,"1,325 ",100.53%
업종전체,전라북도,장수군,833 ,828 ,100.60%,819 ,101.71%
업종전체,전라북도,임실군,"1,061 ","1,053 ",100.76%,"1,038 ",102.22%
업종전체,전라북도,순창군,"1,033 ","1,031 ",100.19%,"1,016 ",101.67%
업종전체,전라북도,고창군,"2,274 ","2,281 ",99.69%,"2,195 ",103.60%
업종전체,전라북도,부안군,"2,711 ","2,701 ",100.37%,"2,647 ",102.42%
업종전체,전라남도,합계,"85,569 ","85,418 ",100.18%,"83,282 ",102.75%
업종전체,전라남도,목포시,"12,532 ","12,523 ",100.07%,"12,353 ",101.45%
업종전체,전라남도,여수시,"14,619 ","14,557 ",100.43%,"14,267 ",102.47%
업종전체,전라남도,순천시,"13,634 ","13,559 ",100.55%,"13,150 ",103.68%
업종전체,전라남도,나주시,"4,723 ","4,707 ",100.34%,"4,529 ",104.28%
업종전체,전라남도,광양시,"6,808 ","6,807 ",100.01%,"6,744 ",100.95%
업종전체,전라남도,담양군,"1,907 ","1,902 ",100.26%,"1,798 ",106.06%
업종전체,전라남도,곡성군,"1,027 ","1,028 ",99.90%,"1,006 ",102.09%
업종전체,전라남도,구례군,"1,226 ","1,226 ",100.00%,"1,198 ",102.34%
업종전체,전라남도,고흥군,"2,515 ","2,520 ",99.80%,"2,500 ",100.60%
업종전체,전라남도,보성군,"1,851 ","1,854 ",99.84%,"1,831 ",101.09%
업종전체,전라남도,화순군,"2,417 ","2,422 ",99.79%,"2,365 ",102.20%
업종전체,전라남도,장흥군,"1,690 ","1,700 ",99.41%,"1,667 ",101.38%
업종전체,전라남도,강진군,"1,554 ","1,556 ",99.87%,"1,500 ",103.60%
업종전체,전라남도,해남군,"3,009 ","3,003 ",100.20%,"2,943 ",102.24%
업종전체,전라남도,영암군,"2,091 ","2,093 ",99.90%,"2,064 ",101.31%
업종전체,전라남도,무안군,"3,650 ","3,657 ",99.81%,"3,504 ",104.17%
업종전체,전라남도,함평군,"1,050 ","1,050 ",100.00%,"1,021 ",102.84%
업종전체,전라남도,영광군,"2,414 ","2,413 ",100.04%,"2,309 ",104.55%
업종전체,전라남도,장성군,"1,639 ","1,631 ",100.49%,"1,578 ",103.87%
업종전체,전라남도,완도군,"2,575 ","2,575 ",100.00%,"2,453 ",104.97%
업종전체,전라남도,진도군,"1,401 ","1,405 ",99.72%,"1,340 ",104.55%
업종전체,전라남도,신안군,"1,237 ","1,230 ",100.57%,"1,162 ",106.45%
업종전체,대구광역시,합계,"115,508 ","115,230 ",100.24%,"111,469 ",103.62%
업종전체,대구광역시,중구,"11,904 ","11,879 ",100.21%,"11,740 ",101.40%
업종전체,대구광역시,동구,"15,131 ","15,138 ",99.95%,"14,686 ",103.03%
업종전체,대구광역시,남구,"8,093 ","8,082 ",100.14%,"7,902 ",102.42%
업종전체,대구광역시,서구,"8,332 ","8,310 ",100.26%,"8,371 ",99.53%
업종전체,대구광역시,북구,"18,438 ","18,377 ",100.33%,"17,627 ",104.60%
업종전체,대구광역시,수성구,"20,117 ","20,047 ",100.35%,"19,191 ",104.83%
업종전체,대구광역시,달서구,"23,880 ","23,816 ",100.27%,"22,954 ",104.03%
업종전체,대구광역시,달성군,"9,613 ","9,581 ",100.33%,"8,998 ",106.83%
업종전체,경상북도,합계,"129,615 ","129,486 ",100.10%,"126,089 ",102.80%
업종전체,경상북도,포항시 남구,"11,735 ","11,733 ",100.02%,"11,386 ",103.07%
업종전체,경상북도,포항시 북구,"13,617 ","13,581 ",100.27%,"13,068 ",104.20%
업종전체,경상북도,경주시,"14,267 ","14,268 ",99.99%,"13,919 ",102.50%
업종전체,경상북도,김천시,"6,191 ","6,169 ",100.36%,"6,049 ",102.35%
업종전체,경상북도,안동시,"8,044 ","8,037 ",100.09%,"7,970 ",100.93%
업종전체,경상북도,구미시,"19,663 ","19,594 ",100.35%,"19,027 ",103.34%
업종전체,경상북도,영주시,"5,842 ","5,844 ",99.97%,"5,745 ",101.69%
업종전체,경상북도,영천시,"4,338 ","4,343 ",99.88%,"4,264 ",101.74%
업종전체,경상북도,상주시,"4,297 ","4,311 ",99.68%,"4,312 ",99.65%
업종전체,경상북도,문경시,"3,801 ","3,798 ",100.08%,"3,718 ",102.23%
업종전체,경상북도,경산시,"12,141 ","12,128 ",100.11%,"11,599 ",104.67%
업종전체,경상북도,군위군,885 ,882 ,100.34%,828 ,106.88%
업종전체,경상북도,의성군,"2,025 ","2,021 ",100.20%,"1,982 ",102.17%
업종전체,경상북도,청송군,"1,426 ","1,429 ",99.79%,"1,425 ",100.07%
업종전체,경상북도,영양군,698 ,703 ,99.29%,729 ,95.75%
업종전체,경상북도,영덕군,"2,520 ","2,519 ",100.04%,"2,450 ",102.86%
업종전체,경상북도,청도군,"2,051 ","2,046 ",100.24%,"1,963 ",104.48%
업종전체,경상북도,고령군,"1,336 ","1,331 ",100.38%,"1,286 ",103.89%
업종전체,경상북도,성주군,"1,951 ","1,947 ",100.21%,"1,904 ",102.47%
업종전체,경상북도,칠곡군,"5,600 ","5,607 ",99.88%,"5,464 ",102.49%
업종전체,경상북도,예천군,"2,217 ","2,226 ",99.60%,"2,121 ",104.53%
업종전체,경상북도,봉화군,"1,361 ","1,361 ",100.00%,"1,361 ",100.00%
업종전체,경상북도,울진군,"2,887 ","2,886 ",100.03%,"2,830 ",102.01%
업종전체,경상북도,울릉군,722 ,722 ,100.00%,689 ,104.79%
업종전체,부산광역시,합계,"158,451 ","158,114 ",100.21%,"153,404 ",103.29%
업종전체,부산광역시,중구,"6,452 ","6,458 ",99.91%,"6,543 ",98.61%
업종전체,부산광역시,강서구,"6,407 ","6,363 ",100.69%,"5,744 ",111.54%
업종전체,부산광역시,동구,"5,833 ","5,829 ",100.07%,"5,711 ",102.14%
업종전체,부산광역시,남구,"10,991 ","10,957 ",100.31%,"10,658 ",103.12%
업종전체,부산광역시,서구,"4,363 ","4,380 ",99.61%,"4,333 ",100.69%
업종전체,부산광역시,북구,"9,737 ","9,716 ",100.22%,"9,445 ",103.09%
업종전체,부산광역시,영도구,"4,064 ","4,069 ",99.88%,"4,052 ",100.30%
업종전체,부산광역시,부산진구,"19,871 ","19,820 ",100.26%,"19,304 ",102.94%
업종전체,부산광역시,동래구,"12,530 ","12,527 ",100.02%,"12,088 ",103.66%
업종전체,부산광역시,해운대구,"17,684 ","17,640 ",100.25%,"17,040 ",103.78%
업종전체,부산광역시,사하구,"11,927 ","11,882 ",100.38%,"11,654 ",102.34%
업종전체,부산광역시,금정구,"11,010 ","10,980 ",100.27%,"10,717 ",102.73%
업종전체,부산광역시,연제구,"10,361 ","10,352 ",100.09%,"9,900 ",104.66%
업종전체,부산광역시,수영구,"9,810 ","9,782 ",100.29%,"9,367 ",104.73%
업종전체,부산광역시,사상구,"10,003 ","9,987 ",100.16%,"9,849 ",101.56%
업종전체,부산광역시,기장군,"7,408 ","7,372 ",100.49%,"6,999 ",105.84%
업종전체,울산광역시,합계,"51,785 ","51,626 ",100.31%,"50,384 ",102.78%
업종전체,울산광역시,중구,"9,837 ","9,818 ",100.19%,"9,673 ",101.70%
업종전체,울산광역시,동구,"6,322 ","6,319 ",100.05%,"6,295 ",100.43%
업종전체,울산광역시,남구,"18,764 ","18,688 ",100.41%,"18,395 ",102.01%
업종전체,울산광역시,북구,"7,549 ","7,510 ",100.52%,"6,976 ",108.21%
업종전체,울산광역시,울주군,"9,313 ","9,291 ",100.24%,"9,045 ",102.96%
업종전체,경상남도,합계,"157,833 ","157,493 ",100.22%,"153,487 ",102.83%
업종전체,경상남도,고성군,"2,338 ","2,338 ",100.00%,"2,352 ",99.40%
업종전체,경상남도,창원시 의창구,"12,250 ","12,164 ",100.71%,"11,781 ",103.98%
업종전체,경상남도,창원시 성산구,"10,342 ","10,324 ",100.17%,"10,069 ",102.71%
업종전체,경상남도,창원시 마산합포구,"9,469 ","9,461 ",100.08%,"9,209 ",102.82%
업종전체,경상남도,창원시 마산회원구,"8,363 ","8,362 ",100.01%,"8,389 ",99.69%
업종전체,경상남도,창원시 진해구,"8,082 ","8,069 ",100.16%,"7,797 ",103.66%
업종전체,경상남도,진주시,"17,963 ","17,919 ",100.25%,"17,576 ",102.20%
업종전체,경상남도,통영시,"7,395 ","7,381 ",100.19%,"7,224 ",102.37%
업종전체,경상남도,사천시,"5,919 ","5,925 ",99.90%,"5,870 ",100.83%
업종전체,경상남도,김해시,"24,305 ","24,241 ",100.26%,"23,365 ",104.02%
업종전체,경상남도,밀양시,"5,023 ","5,008 ",100.30%,"4,901 ",102.49%
업종전체,경상남도,거제시,"11,561 ","11,552 ",100.08%,"11,283 ",102.46%
업종전체,경상남도,양산시,"15,178 ","15,108 ",100.46%,"14,437 ",105.13%
업종전체,경상남도,의령군,970 ,970 ,100.00%,950 ,102.11%
업종전체,경상남도,함안군,"2,765 ","2,773 ",99.71%,"2,732 ",101.21%
업종전체,경상남도,창녕군,"2,871 ","2,871 ",100.00%,"2,797 ",102.65%
업종전체,경상남도,남해군,"2,425 ","2,417 ",100.33%,"2,337 ",103.77%
업종전체,경상남도,하동군,"2,360 ","2,363 ",99.87%,"2,302 ",102.52%
업종전체,경상남도,산청군,"1,738 ","1,734 ",100.23%,"1,701 ",102.18%
업종전체,경상남도,함양군,"1,817 ","1,823 ",99.67%,"1,796 ",101.17%
업종전체,경상남도,거창군,"2,969 ","2,965 ",100.13%,"2,900 ",102.38%
업종전체,경상남도,합천군,"1,730 ","1,725 ",100.29%,"1,719 ",100.64%
업종전체,제주특별자치도,합계,"44,741 ","44,580 ",100.36%,"41,770 ",107.11%
업종전체,제주특별자치도,제주시,"32,369 ","32,248 ",100.38%,"30,312 ",106.79%
업종전체,제주특별자치도,서귀포시,"12,372 ","12,332 ",100.32%,"11,458 ",107.98%
LPG 충전소,합계,합계,"1,601 ","1,613 ",99.26%,"1,606 ",99.69%
LPG 충전소,서울특별시,합계,77 ,78 ,98.72%,76 ,101.32%
LPG 충전소,서울특별시,중구,*,*,,*,
LPG 충전소,서울특별시,성동구,*,*,,*,
LPG 충전소,서울특별시,광진구,*,*,,*,
LPG 충전소,서울특별시,동대문구,4 ,4 ,100.00%,4 ,100.00%
LPG 충전소,서울특별시,중랑구,4 ,4 ,100.00%,4 ,100.00%
LPG 충전소,서울특별시,성북구,*,*,,*,
LPG 충전소,서울특별시,강북구,3 ,3 ,100.00%,3 ,100.00%
LPG 충전소,서울특별시,도봉구,5 ,5 ,100.00%,5 ,100.00%
LPG 충전소,서울특별시,노원구,6 ,6 ,100.00%,6 ,100.00%
LPG 충전소,서울특별시,은평구,3 ,3 ,100.00%,3 ,100.00%
LPG 충전소,서울특별시,양천구,6 ,6 ,100.00%,6 ,100.00%
LPG 충전소,서울특별시,강서구,13 ,13 ,100.00%,13 ,100.00%
LPG 충전소,서울특별시,구로구,5 ,5 ,100.00%,5 ,100.00%
LPG 충전소,서울특별시,영등포구,*,*,,*,
LPG 충전소,서울특별시,관악구,3 ,3 ,100.00%,3 ,100.00%
LPG 충전소,서울특별시,서초구,3 ,3 ,100.00%,4 ,75.00%
LPG 충전소,서울특별시,강남구,7 ,7 ,100.00%,7 ,100.00%
LPG 충전소,서울특별시,송파구,4 ,5 ,80.00%,3 ,133.33%
LPG 충전소,서울특별시,강동구,4 ,4 ,100.00%,4 ,100.00%
LPG 충전소,인천광역시,합계,68 ,67 ,101.49%,70 ,97.14%
LPG 충전소,인천광역시,중구,5 ,5 ,100.00%,5 ,100.00%
LPG 충전소,인천광역시,동구,*,*,,*,
LPG 충전소,인천광역시,미추홀구,7 ,7 ,100.00%,7 ,100.00%
LPG 충전소,인천광역시,연수구,3 ,3 ,100.00%,3 ,100.00%
LPG 충전소,인천광역시,남동구,8 ,7 ,114.29%,7 ,114.29%
LPG 충전소,인천광역시,부평구,14 ,14 ,100.00%,14 ,100.00%
LPG 충전소,인천광역시,계양구,4 ,4 ,100.00%,4 ,100.00%
LPG 충전소,인천광역시,서구,19 ,19 ,100.00%,21 ,90.48%
LPG 충전소,인천광역시,강화군,4 ,4 ,100.00%,5 ,80.00%
LPG 충전소,인천광역시,옹진군,*,*,,*,
LPG 충전소,경기도,합계,368 ,367 ,100.27%,373 ,98.66%
LPG 충전소,경기도,수원시 장안구,3 ,3 ,100.00%,3 ,100.00%
LPG 충전소,경기도,수원시 권선구,12 ,12 ,100.00%,13 ,92.31%
LPG 충전소,경기도,수원시 팔달구,*,*,,*,
LPG 충전소,경기도,수원시 영통구,3 ,3 ,100.00%,3 ,100.00%
LPG 충전소,경기도,성남시 수정구,4 ,5 ,80.00%,3 ,133.33%
LPG 충전소,경기도,성남시 중원구,*,*,,*,
LPG 충전소,경기도,성남시 분당구,3 ,3 ,100.00%,4 ,75.00%
LPG 충전소,경기도,의정부시,7 ,7 ,100.00%,7 ,100.00%
LPG 충전소,경기도,안양시 만안구,*,*,,*,
LPG 충전소,경기도,안양시 동안구,*,*,,3 ,
LPG 충전소,경기도,부천시,9 ,9 ,100.00%,8 ,112.50%
LPG 충전소,경기도,광명시,*,*,,*,
LPG 충전소,경기도,평택시,25 ,26 ,96.15%,25 ,100.00%
LPG 충전소,경기도,동두천시,7 ,7 ,100.00%,8 ,87.50%
LPG 충전소,경기도,안산시 상록구,11 ,11 ,100.00%,11 ,100.00%
LPG 충전소,경기도,안산시 단원구,8 ,8 ,100.00%,7 ,114.29%
LPG 충전소,경기도,고양시 덕양구,11 ,11 ,100.00%,12 ,91.67%
