,corp,city,2
0,업종전체,합계,"2,448,536 "
1,업종전체,서울특별시,"487,912 "
2,업종전체,부산광역시,"160,868 "
3,업종전체,대구광역시,"117,073 "
4,업종전체,인천광역시,"124,990 "
5,업종전체,광주광역시,"71,892 "
6,업종전체,대전광역시,"71,531 "
7,업종전체,울산광역시,"52,194 "
8,업종전체,세종특별자치시,"13,340 "
9,업종전체,경기도,"573,325 "
10,업종전체,강원도,"86,702 "
11,업종전체,충청북도,"78,056 "
12,업종전체,충청남도,"102,838 "
13,업종전체,전라북도,"86,014 "
14,업종전체,전라남도,"86,527 "
15,업종전체,경상북도,"130,822 "
16,업종전체,경상남도,"159,124 "
17,업종전체,제주특별자치도,"45,328 "
18,LPG 충전소,합계,"1,602 "
19,LPG 충전소,서울특별시,77 
20,LPG 충전소,부산광역시,56 
21,LPG 충전소,대구광역시,44 
22,LPG 충전소,인천광역시,68 
23,LPG 충전소,광주광역시,38 
24,LPG 충전소,대전광역시,39 
25,LPG 충전소,울산광역시,29 
26,LPG 충전소,세종특별자치시,4 
27,LPG 충전소,경기도,369 
28,LPG 충전소,강원도,95 
29,LPG 충전소,충청북도,73 
30,LPG 충전소,충청남도,127 
31,LPG 충전소,전라북도,109 
32,LPG 충전소,전라남도,119 
33,LPG 충전소,경상북도,164 
34,LPG 충전소,경상남도,156 
35,LPG 충전소,제주특별자치도,35 
36,PC방,합계,"9,931 "
37,PC방,서울특별시,"1,591 "
38,PC방,부산광역시,626 
39,PC방,대구광역시,561 
40,PC방,인천광역시,532 
41,PC방,광주광역시,392 
42,PC방,대전광역시,309 
43,PC방,울산광역시,250 
44,PC방,세종특별자치시,44 
45,PC방,경기도,"2,312 "
46,PC방,강원도,424 
47,PC방,충청북도,339 
48,PC방,충청남도,430 
49,PC방,전라북도,411 
50,PC방,전라남도,357 
51,PC방,경상북도,553 
52,PC방,경상남도,630 
53,PC방,제주특별자치도,170 
54,가구점,합계,"7,546 "
55,가구점,서울특별시,"1,027 "
56,가구점,부산광역시,497 
57,가구점,대구광역시,365 
58,가구점,인천광역시,298 
59,가구점,광주광역시,213 
60,가구점,대전광역시,215 
61,가구점,울산광역시,167 
62,가구점,세종특별자치시,25 
63,가구점,경기도,"1,996 "
64,가구점,강원도,305 
65,가구점,충청북도,271 
66,가구점,충청남도,297 
67,가구점,전라북도,393 
68,가구점,전라남도,274 
69,가구점,경상북도,478 
70,가구점,경상남도,539 
71,가구점,제주특별자치도,186 
72,가전제품수리점,합계,"16,555 "
73,가전제품수리점,서울특별시,"2,748 "
74,가전제품수리점,부산광역시,993 
75,가전제품수리점,대구광역시,794 
76,가전제품수리점,인천광역시,"1,178 "
77,가전제품수리점,광주광역시,479 
78,가전제품수리점,대전광역시,558 
79,가전제품수리점,울산광역시,303 
80,가전제품수리점,세종특별자치시,73 
81,가전제품수리점,경기도,"4,879 "
82,가전제품수리점,강원도,577 
83,가전제품수리점,충청북도,482 
84,가전제품수리점,충청남도,686 
85,가전제품수리점,전라북도,561 
86,가전제품수리점,전라남도,504 
87,가전제품수리점,경상북도,596 
88,가전제품수리점,경상남도,944 
89,가전제품수리점,제주특별자치도,200 
90,가전제품판매점,합계,"10,092 "
91,가전제품판매점,서울특별시,"1,539 "
92,가전제품판매점,부산광역시,606 
93,가전제품판매점,대구광역시,508 
94,가전제품판매점,인천광역시,385 
95,가전제품판매점,광주광역시,342 
96,가전제품판매점,대전광역시,299 
97,가전제품판매점,울산광역시,200 
98,가전제품판매점,세종특별자치시,44 
99,가전제품판매점,경기도,"1,970 "
100,가전제품판매점,강원도,459 
101,가전제품판매점,충청북도,425 
102,가전제품판매점,충청남도,527 
103,가전제품판매점,전라북도,532 
104,가전제품판매점,전라남도,573 
105,가전제품판매점,경상북도,692 
106,가전제품판매점,경상남도,743 
107,가전제품판매점,제주특별자치도,248 
108,간이주점,합계,"13,512 "
109,간이주점,서울특별시,"4,306 "
110,간이주점,부산광역시,871 
111,간이주점,대구광역시,250 
112,간이주점,인천광역시,"1,376 "
113,간이주점,광주광역시,188 
114,간이주점,대전광역시,77 
115,간이주점,울산광역시,109 
116,간이주점,세종특별자치시,15 
117,간이주점,경기도,"2,706 "
118,간이주점,강원도,409 
119,간이주점,충청북도,436 
120,간이주점,충청남도,602 
121,간이주점,전라북도,297 
122,간이주점,전라남도,248 
123,간이주점,경상북도,368 
124,간이주점,경상남도,"1,084 "
125,간이주점,제주특별자치도,170 
126,간판광고물업,합계,"13,020 "
127,간판광고물업,서울특별시,"2,630 "
128,간판광고물업,부산광역시,837 
129,간판광고물업,대구광역시,763 
130,간판광고물업,인천광역시,561 
131,간판광고물업,광주광역시,439 
132,간판광고물업,대전광역시,393 
133,간판광고물업,울산광역시,261 
134,간판광고물업,세종특별자치시,30 
135,간판광고물업,경기도,"3,192 "
136,간판광고물업,강원도,515 
137,간판광고물업,충청북도,376 
138,간판광고물업,충청남도,476 
139,간판광고물업,전라북도,508 
140,간판광고물업,전라남도,481 
141,간판광고물업,경상북도,667 
142,간판광고물업,경상남도,697 
143,간판광고물업,제주특별자치도,194 
144,감정평가사,합계,"1,182 "
145,감정평가사,서울특별시,260 
146,감정평가사,부산광역시,57 
147,감정평가사,대구광역시,56 
148,감정평가사,인천광역시,76 
149,감정평가사,광주광역시,37 
150,감정평가사,대전광역시,30 
151,감정평가사,울산광역시,18 
152,감정평가사,세종특별자치시,12 
153,감정평가사,경기도,382 
154,감정평가사,강원도,33 
155,감정평가사,충청북도,30 
156,감정평가사,충청남도,36 
157,감정평가사,전라북도,38 
158,감정평가사,전라남도,19 
159,감정평가사,경상북도,20 
160,감정평가사,경상남도,63 
161,감정평가사,제주특별자치도,15 
162,건강보조식품가게,합계,"13,695 "
163,건강보조식품가게,서울특별시,"2,214 "
164,건강보조식품가게,부산광역시,831 
165,건강보조식품가게,대구광역시,589 
166,건강보조식품가게,인천광역시,657 
167,건강보조식품가게,광주광역시,404 
168,건강보조식품가게,대전광역시,459 
169,건강보조식품가게,울산광역시,222 
170,건강보조식품가게,세종특별자치시,54 
171,건강보조식품가게,경기도,"2,754 "
172,건강보조식품가게,강원도,507 
173,건강보조식품가게,충청북도,428 
174,건강보조식품가게,충청남도,"1,264 "
175,건강보조식품가게,전라북도,718 
176,건강보조식품가게,전라남도,488 
